bucket,n_paths,optimal_domestic_share,cec_at_optimum,cec_at_worst,cec_at_low_end,cec_at_high_end,range_pct,margin_over_low_end_pct,margin_over_high_end_pct,margin_over_runner_up_pct,at_grid_edge
Expensive,53097,0.2,1.089179351488509,0.9568840144651801,1.08275287575692,0.9568840144651801,13.825639787416799,0.5935311626022344,13.825639787416799,0.08791310916254069,False
Middling,19382,0.2,1.0702969381630838,0.9788426448389062,1.062550037553371,0.9788426448389062,9.343104717227435,0.7290857216993629,9.343104717227435,0.08513663250429016,False
Cheap,18231,0.3,1.006465092525223,0.9537655419281061,0.9993268736803664,0.9537655419281061,5.525419852197722,0.7143027004335112,5.525419852197722,0.03433379910298129,False
