strategy,label,cec_crra_gamma5,cec_ez_gamma5_psi1.5,prob_ruin,median_wealth_at_retirement,median_bequest,p5_retirement_consumption
balanced_all_equity,50/50 Domestic/International Equity,1.0477715240966154,1.247841331479547,0.12486,21.19006684442273,44.749356374785776,0.7490714591444009
domestic_equity,100% Domestic Equity,0.8817855922986605,0.9936571805443004,0.26483,16.0819016652959,16.667399047289898,0.6270354299061549
international_equity,100% International Equity,1.1084723595383563,1.358096652961367,0.09636,24.4229119496229,64.24997267746332,0.7952480072658722
sixty_forty,60/40 Domestic Equity/Domestic Bonds,0.8706869896186361,0.9630499276769333,0.25603,13.336937897658256,10.196712230131132,0.6225299301076345
target_date_fund,Target-Date Fund (glide path),0.9425195381382905,1.0525353008305582,0.24072,16.374254032061522,9.363398003433641,0.6824444319335816
bills_only,100% Bills (cash),0.738999359783288,0.7664522001573014,0.60459,6.395067469984038,0.0,0.5405300135722927
