savings_rate,strategy,label,cec_crra_gamma2,cec_crra_gamma5,cec_crra_gamma10,cec_ez_gamma2_psi1.5,cec_ez_gamma5_psi1.5,cec_ez_gamma10_psi1.5,prob_ruin,median_wealth_at_retirement,mean_wealth_at_retirement,median_bequest,mean_bequest,p5_bequest,prob_zero_bequest,median_retirement_consumption,mean_retirement_consumption,p1_wealth_at_retirement,p1_bequest,p1_retirement_consumption,p5_wealth_at_retirement,p5_retirement_consumption,p10_wealth_at_retirement,p10_bequest,p10_retirement_consumption,p25_wealth_at_retirement,p25_bequest,p25_retirement_consumption,p50_wealth_at_retirement,p50_bequest,p50_retirement_consumption,p75_wealth_at_retirement,p75_bequest,p75_retirement_consumption,p90_wealth_at_retirement,p90_bequest,p90_retirement_consumption,p95_wealth_at_retirement,p95_bequest,p95_retirement_consumption,p99_wealth_at_retirement,p99_bequest,p99_retirement_consumption,mean_consumption_target,mean_consumption_shortfall,prob_consumption_below_target,median_consumption_replacement_ratio,p5_consumption_replacement_ratio
0.15,international_equity,100% International Equity,1.7834635728695603,1.158804888239611,0.764591326147626,2.169377998110621,1.4261402311943048,0.954724636727604,0.11556,34.55331064723541,45.228435335278306,83.51432486814548,208.56457035593633,0.0,0.12194,1.9986740544526667,2.4084640020731296,4.125283896945472,0.0,0.5330216486712369,8.529357255391536,0.7707939816115431,11.982979357300229,0.0,0.956176240560115,20.500162890710588,21.512075066621364,1.3700299137593706,34.55331064723541,83.51432486814548,1.9986740544526667,56.75690257501021,224.48311153573763,2.9334616663198183,88.61005922965039,498.5650322378179,4.2478881944362765,117.31739188486424,800.9832617954231,5.401457678880182,196.65746261583598,1916.0295738577568,8.519957064639751,1.075741161498871,0.012479842820447106,0.06466,1.9718118684679828,0.9496425054715437
0.15,sixty_forty,60/40 Domestic Equity/Domestic Bonds,1.3147393298889232,0.9546399780695606,0.69686576701337,1.459857603885271,1.0786890936225373,0.8044348126118286,0.23874,19.91421667803761,29.48262924876877,14.891470985888818,209.96987300209864,0.0,0.25256,1.4044466860470879,1.7741642449478592,2.1770215697268114,0.0,0.48001497955919237,4.801922204563617,0.6196310557685386,6.899013160605376,0.0,0.7348763602251838,11.822996422553818,0.0,0.993496741319715,19.91421667803761,14.891470985888818,1.4044466860470879,32.87822125842653,54.53761075087431,1.9986182946056759,53.66309433962475,153.17786449333494,2.870678966523779,76.40853149975823,310.52807114372547,3.803927947022735,213.32354376296277,5987.3785207327155,9.159564979365733,1.075741161498871,0.03810459824314865,0.18586,1.3845588179782067,0.7885636857451721
0.15,target_date_fund,Target-Date Fund (glide path),1.4501474321556782,1.0322717189497561,0.7239944489666096,1.59610910546176,1.1860637895727477,0.8751054234275955,0.22082,23.981564940337158,31.616333402351792,14.001486942804675,53.05548905976834,0.0,0.23822,1.568642389638637,1.8614659218613496,3.4968445410648115,0.0,0.4952526210992856,6.625473302454619,0.6701521398048313,9.108675540133687,0.0,0.8137517953716955,14.749331357040434,0.4917928599683493,1.1170325121519367,23.981564940337158,14.001486942804675,1.568642389638637,38.182412145040566,45.2478438206716,2.21049922017071,59.471548767387844,110.1001520394395,3.1133161842609645,79.8234819517554,193.2251808534375,3.9334959175640165,153.11667281261185,683.5370885006809,6.833148270962214,1.075741161498871,0.021880537716747184,0.11842,1.5418643947686794,0.8706290998518202
0.15,bills_only,100% Bills (cash),0.938542676316434,0.7912212991269624,0.6376337647517164,0.9604152735088526,0.8332203303594865,0.6949814658868373,0.57972,9.427843541770049,10.687526410637654,0.0,1.894426997137404,0.0,0.61956,0.9592368084631794,1.0290898142975062,1.4293370730737962,0.0,0.4433103320847035,3.0096384186591494,0.5358027106428813,4.135824047712467,0.0,0.6040772476633335,6.325251040410942,0.0,0.7504373246486815,9.427843541770049,0.0,0.9592368084631794,13.575290118950356,1.5035968235682353,1.2383408292662534,18.687505795356945,5.756394252530245,1.537777569136271,22.41148842883363,10.04105212843018,1.7379186612240383,31.93644866726694,23.693437542334525,2.212231754722171,1.075741161498871,0.10947746024128599,0.55316,0.974559764477813,0.7055184988919515
0.2,balanced_all_equity,50/50 Domestic/International Equity,1.931913662046611,1.1907623579029947,0.7671729587721262,2.3232801266401686,1.5042067512566502,1.0076032441089258,0.14448,40.15957417957236,56.154436140451004,73.83175997197415,354.1163083063137,0.0,0.15308,2.203248467350659,2.8202190056978265,5.374739357842547,0.0,0.5284755408587714,10.131835636791589,0.7859403620912686,14.070997105098794,0.0,1.003528669379837,23.532059673202284,14.335620973036294,1.4719284399332069,40.15957417957236,73.83175997197415,2.203248467350659,67.10739973425808,224.87837705071505,3.3332993308366525,108.93361567666331,560.5514686264852,5.048856205280105,150.59697217711977,993.6481851144835,6.712495826622505,298.7819450457498,5314.079668034748,12.624328412643047,1.075741161498871,0.007918406797863528,0.04406,2.1647114556496163,1.0230247231694587
0.2,domestic_equity,100% Domestic Equity,1.5314227606456357,0.9710552789867783,0.6840541977170866,1.770523604246874,1.1563079662518905,0.8186046816818681,0.28052,30.216126979267017,69.58202183376044,25.15441775502274,4699.804518952106,0.0,0.29232,1.7407998445350055,3.26280276270984,2.155655933716387,0.0,0.46640463148422573,5.54660587995824,0.6013477034598458,8.530115637062034,0.0,0.7330456117973031,16.037387473066794,0.0,1.0907435688813072,30.216126979267017,25.15441775502274,1.7407998445350055,56.713477875147404,128.28757915819838,2.8307282351116405,104.3293109187891,424.2940121701112,4.680406845514346,161.56250181466402,956.8142333146774,6.875226907202476,897.8253053201097,76383.85982110768,35.477898048554046,1.075741161498871,0.029568192496507866,0.13714,1.7165207481536127,0.8115504384763742
0.2,international_equity,100% International Equity,2.098296495882251,1.2375836919098364,0.7731504196046747,2.589704501495881,1.5919005874993775,1.0184303884320023,0.11556,46.07108086298055,60.30458044703774,111.3524331575274,278.0860938079151,0.0,0.12194,2.4445512413071446,2.991261775970103,5.500378529260629,0.0,0.5389443508102545,11.37247634052205,0.8315355397432704,15.977305809733643,0.0,1.088718559634277,27.33355052094746,28.682766755495166,1.626827893859003,46.07108086298055,111.3524331575274,2.4445512413071446,75.67587010001361,299.31081538098323,3.6714549357261954,118.14674563953385,664.7533763170912,5.412845972798676,156.42318917981893,1067.977682393898,6.941886994160323,262.2099501544481,2554.706098477008,11.109085645372467,1.075741161498871,0.00690901139680133,0.0378,2.4103916455174352,1.0574762138953824
0.2,sixty_forty,60/40 Domestic Equity/Domestic Bonds,1.49587643678676,1.0128533927237366,0.7072524517715277,1.6804437626378712,1.179572127144404,0.8463621337452825,0.23874,26.552288904050144,39.310172331691696,19.855294647851743,279.9598306694649,0.0,0.25256,1.653321326624587,2.14552876646974,2.9026954263024147,0.0,0.48351574292489097,6.402562939418157,0.6440016110347642,9.198684214140496,0.0,0.7912862555329699,15.763995230071755,0.0,1.1296975289810545,26.552288904050144,19.855294647851743,1.653321326624587,43.8376283445687,72.71681433449879,2.4215371318367356,71.550792452833,204.23715265778,3.5659699909141693,101.87804199967773,414.0374281916344,4.792691637364598,284.4313916839503,7983.171360976965,12.013180107430491,1.075741161498871,0.023747851422562374,0.1188,1.629467708755285,0.8468110583615893
0.2,target_date_fund,Target-Date Fund (glide path),1.673961749951275,1.1002871231189468,0.7326545914184008,1.8656084109814015,1.3203400438943629,0.9360431646198775,0.22082,31.975419920449557,42.155111203135725,18.668649257072875,70.74065207969112,0.0,0.23822,1.8746157885742132,2.2619310023543937,4.6624593880864165,0.0,0.4985464483299345,8.83396440327283,0.7064200895414575,12.144900720178251,0.0,0.8832518174368988,19.665775142720577,0.6557238132911328,1.293463228201278,31.975419920449557,18.668649257072875,1.8746157885742132,50.909882860054104,60.33045842756208,2.705271567516701,79.29539835651707,146.80020271925258,3.892090629363087,106.4313092690072,257.6335744712501,4.980278280288476,204.15556375014916,911.3827846675736,8.866131834844227,1.075741161498871,0.01162234889032318,0.06566,1.8382902030635122,0.957079159033321
0.2,bills_only,100% Bills (cash),1.0275871254943372,0.8355544654646822,0.6498240643482533,1.058489137715469,0.8979558700864189,0.7299537392102127,0.57972,12.570458055693399,14.25003521418354,0.0,2.5259026628498717,0.0,0.61956,1.0689481767159559,1.1520961922692714,1.9057827640983953,0.0,0.44730630618458805,4.012851224878864,0.5486607670884802,5.5144320636166215,0.0,0.6295465636605393,8.433668053881256,0.0,0.810149006863067,12.570458055693399,0.0,1.0689481767159559,18.100386825267144,2.0047957647576466,1.4065349237187177,24.916674393809267,7.675192336706961,1.772106634761025,29.881984571778172,13.388069504573522,2.0187914219656737,42.58193155635594,31.591250056446032,2.617875614752374,1.075741161498871,0.06730294245432661,0.35742,1.0825902294863416,0.7477737605169414
