risk_aversion,optimal_equity_share,cec_at_optimum,prob_ruin_at_optimum
2.0,1.0,1.4079955603857954,0.11702
5.0,1.0,1.0479491111052983,0.11702
10.0,1.0,0.7580344624163002,0.11702
