holding_cost,cec,mean_dom_eq,mean_intl_eq,mean_bond,mean_bill,mean_housing,housing_working,housing_retired,constant_mix_housing,constant_mix_cec,housing_difference,cec_gain_pct
0.0,1.314836731779983,0.0051470588235294126,0.536029411764706,0.0,0.0007352941176470588,0.4580882352941177,0.4,0.5316666666666666,0.5,1.308654240022829,-0.041911764705882315,0.47243126320717366
0.03,1.1935241521581337,0.041176470588235294,0.7948529411764704,0.0014705882352941176,0.005147058823529412,0.15735294117647058,0.04473684210526315,0.3,0.15,1.1669501148891634,0.00735294117647059,2.277221359328996
