iso,start_year,end_year,domestic_annualised,sleeve_annualised,excess_pp
JPN,1949,2016,0.07442692499323034,0.06855063600549305,-0.5876288987737288
JPN,1950,2017,0.06991502994996734,0.05903317841045741,-1.0881851539509935
JPN,1951,2018,0.07118240437005663,0.05871428037760751,-1.246812399244912
JPN,1952,2019,0.07084292984081442,0.060175008561329735,-1.0667921279484682
JPN,1953,2020,0.06348129916639422,0.06115733269775214,-0.23239664686420802
NLD,1900,1967,0.036835978821368576,0.05833322813826225,2.1497249316893674
NLD,1901,1968,0.04079388108198878,0.061476706144867554,2.0682825062878774
NLD,1902,1969,0.038816551156923396,0.06228115606240836,2.3464604905484965
NLD,1903,1970,0.03732439442059321,0.06032185079192853,2.2997456371335323
NLD,1904,1971,0.03538609769851653,0.05929703111632878,2.3910933417812252
NLD,1905,1972,0.03680048319981277,0.06169552944891743,2.4895046249104658
NLD,1906,1973,0.031192036599544837,0.05903914516951936,2.784710856997452
NLD,1907,1974,0.026308953635110655,0.05169783599572586,2.5388882360615206
NLD,1908,1975,0.031562403315640974,0.05413155267989089,2.256914936424992
NLD,1909,1976,0.02903519916872921,0.05052687110305265,2.149167193432344
NLD,1910,1977,0.027599235946517364,0.04666753816666169,1.9068302220144329
NLD,1911,1978,0.028483652590464592,0.046340775283653546,1.7857122693188954
NLD,1912,1979,0.02770362404344895,0.04721753201482026,1.9513907971371314
NLD,1913,1980,0.02888005234516755,0.04997316238082772,2.1093110035660168
NLD,1914,1981,0.02823214757430348,0.051318170580685774,2.3086023006382295
NLD,1915,1982,0.030552929092389602,0.05160749921720309,2.1054570124813488
NLD,1916,1983,0.03853155027451516,0.05815068593987527,1.961913566536011
NLD,1917,1984,0.04043049222118733,0.05857348850297339,1.8142996281786061
NLD,1918,1985,0.04322783215365211,0.061995748405739404,1.876791625208729
NLD,1919,1986,0.04787542143716439,0.069028513689398,2.1153092252233607
NLD,1920,1987,0.04391505357237557,0.0698706006000629,2.595554702768732
NLD,1921,1988,0.05437815298259907,0.08037452836468506,2.599637538208599
NLD,1922,1989,0.05853600694712857,0.0816387421208844,2.310273517375583
NLD,1923,1990,0.057959096103177066,0.07444224154626533,1.6483145443088265
NLD,1924,1991,0.058672194971365554,0.06741209324363462,0.8739898272269064
NLD,1925,1992,0.059194043779608796,0.06562183733860616,0.6427793558997363
NLD,1926,1993,0.06256046879999788,0.06864910262028356,0.6088633820285683
NLD,1927,1994,0.05986416830818442,0.06472775184365576,0.48635835354713386
NLD,1928,1995,0.06019152547336404,0.061615119226235304,0.1423593752871266
NLD,1929,1996,0.06400686013087187,0.06320798081672252,-0.07988793141493478
NLD,1930,1997,0.06864472014429746,0.0693288166753443,0.06840965310468405
NLD,1931,1998,0.07466173053154246,0.07385981954201148,-0.0801910989530974
NLD,1932,1999,0.08213918495842609,0.0832546048910292,0.11154199326031122
NLD,1933,2000,0.0860207037011651,0.08309940497454016,-0.29212987266249435
NLD,1934,2001,0.07918583051618344,0.07676127459263027,-0.24245559235531733
NLD,1935,2002,0.07075343851893412,0.07193247428085114,0.11790357619170244
NLD,1936,2003,0.07043562551107518,0.07172218142631048,0.1286555915235299
NLD,1937,2004,0.06759922243034322,0.06963017125160054,0.20309488212573168
NLD,1938,2005,0.06494685698801184,0.07327403676179278,0.8327179773780946
