credit,strategy,label,cec_crra_gamma5,cec_ez_gamma5_psi1.5,prob_ruin,median_wealth_at_retirement,median_bequest,p5_retirement_consumption,mean_retirement_consumption,n_paths
0.25,domestic_060,60% domestic equity,1.039061081434395,1.233430147625951,0.12452,21.927124290360815,49.30937063722601,0.7425560801344141,1.7804808803558445,100000
0.25,domestic_070,70% domestic equity,1.0127526477313211,1.191655420308828,0.14119,21.626957145386534,47.02004059759106,0.7226523372178568,1.7817993217750616,100000
0.25,domestic_080,80% domestic equity,0.9849985092860626,1.1484480268028985,0.15964,21.226088995834207,43.571578973016116,0.7012191596393726,1.7813223335141812,100000
0.25,domestic_090,90% domestic equity,0.9566729758903828,1.105611093858599,0.18115,20.66973504248627,39.30612351687107,0.6795997273955706,1.778647264592239,100000
0.25,domestic_100,100% domestic equity,0.9283495795402601,1.0642824821611323,0.20712,19.985551807482032,34.17087142677624,0.6574030646191358,1.7732320921412492,100000
0.3,balanced_all_equity,50/50 Domestic/International Equity,1.0705370006142831,1.284437290433884,0.10649,22.578578978556028,53.90822753503522,0.764885005254386,1.8049598612993287,100000
0.3,domestic_equity,100% Domestic Equity,0.9380406160707063,1.0790695415847058,0.19876,20.88802488397295,39.14271993562605,0.6637822565636287,1.8312548328542229,100000
0.3,international_equity,100% International Equity,1.0469930412547468,1.2543883052114682,0.12122,21.226082774301712,42.796109565028544,0.7529089180806426,1.731495329536707,100000
0.3,sixty_forty,60/40 Domestic Equity/Domestic Bonds,0.9066729798400583,1.0166397360539627,0.19994,15.512602238029396,17.662238562072442,0.6460912341769812,1.4088253644062614,100000
0.3,target_date_fund,Target-Date Fund (glide path),0.962780780465157,1.0820713418654457,0.20766,17.653105808256917,11.364935565896257,0.6973031289598931,1.486128880923116,100000
0.3,bills_only,100% Bills (cash),0.738999359783288,0.7664522001573014,0.56357,6.395067469984038,0.0,0.5405300135722927,0.908272012393883,100000
0.3,domestic_000,0% domestic equity,1.0469930412547468,1.2543883052114682,0.12122,21.226082774301712,42.796109565028544,0.7529089180806426,1.731495329536707,100000
0.3,domestic_010,10% domestic equity,1.0710225398802367,1.2902593301923193,0.10357,21.714693196435107,46.48522023572546,0.7691486422651894,1.7503165891963213,100000
0.3,domestic_020,20% domestic equity,1.0863485896507319,1.3129761437933851,0.09309,22.111827587768925,49.252778165810284,0.7769329434258689,1.7670821370064418,100000
0.3,domestic_030,30% domestic equity,1.0911807800931665,1.3196199444889314,0.09154,22.38050100252934,51.514678433288864,0.7800131160778561,1.7816531995718174,100000
0.3,domestic_040,40% domestic equity,1.0855381537727045,1.3094771529184939,0.09633,22.519542291086555,53.17823794300535,0.7753506842343338,1.7942094140443179,100000
0.3,domestic_050,50% domestic equity,1.0705370006142831,1.284437290433884,0.10649,22.578578978556028,53.90822753503522,0.764885005254386,1.8049598612993287,100000
0.3,domestic_060,60% domestic equity,1.0485403691989639,1.248715513538743,0.11961,22.517073631310243,53.28212618468122,0.7492140974072459,1.8137713849410768,100000
