rule,rate,can_deplete,strategy,cec,prob_ruin,mean_retirement_consumption,n_paths
life_expectancy,,False,domestic_090,1.0068958349062287,0.0,3.1699329163112684,20000
life_expectancy,,False,domestic_100,0.9650246304976646,0.0,3.048806822942807,20000
life_expectancy,,False,reteq_equity_000,1.023124660024009,0.0,1.9588817768866034,20000
life_expectancy,,False,reteq_equity_010,1.0473303518413188,0.0,2.0746403174498353,20000
life_expectancy,,False,reteq_equity_020,1.0705723815966912,0.0,2.2009232057365606,20000
life_expectancy,,False,reteq_equity_030,1.0925361025737768,0.0,2.3384712438292015,20000
life_expectancy,,False,reteq_equity_040,1.1129097723357928,0.0,2.4880622022728653,20000
life_expectancy,,False,reteq_equity_050,1.131425481458556,0.0,2.6505174229350543,20000
life_expectancy,,False,reteq_equity_060,1.1478794782690764,0.0,2.826710681862504,20000
life_expectancy,,False,reteq_equity_070,1.1621339163657742,0.0,3.0175796624787554,20000
life_expectancy,,False,reteq_equity_080,1.1741032174992156,0.0,3.2241403777110476,20000
life_expectancy,,False,reteq_equity_090,1.183733400998715,0.0,3.4475048542342397,20000
life_expectancy,,False,reteq_equity_100,1.190982308303365,0.0,3.6889023517161856,20000
life_expectancy,,False,retdom_domestic_000,1.2163206035289984,0.0,3.9534785857289463,20000
life_expectancy,,False,retdom_domestic_010,1.2177127201141398,0.0,3.9026197609440003,20000
life_expectancy,,False,retdom_domestic_020,1.2158725973727351,0.0,3.850831516329065,20000
life_expectancy,,False,retdom_domestic_030,1.210822463057902,0.0,3.7979869019367056,20000
life_expectancy,,False,retdom_domestic_040,1.202535431706285,0.0,3.7440150768826017,20000
life_expectancy,,False,retdom_domestic_050,1.190982308303365,0.0,3.6889023517161856,20000
life_expectancy,,False,retdom_domestic_060,1.1761984912647252,0.0,3.632692573598881,20000
life_expectancy,,False,retdom_domestic_070,1.158350338006201,0.0,3.5754864500434866,20000
life_expectancy,,False,retdom_domestic_080,1.137753320873203,0.0,3.517439415104826,20000
life_expectancy,,False,retdom_domestic_090,1.1148171825363966,0.0,3.458757724235871,20000
life_expectancy,,False,retdom_domestic_100,1.0899106517831691,0.0,3.3996925875779356,20000
