bucket,n_paths,challenger_cec,incumbent_cec,advantage_pct,challenger_ruin,incumbent_ruin
Expensive,49504,1.0385810461415925,0.9335451489053691,11.251292704952043,0.1231819650937298,0.2312944408532644
Middling,18938,1.0583659466648525,0.9488818068030508,11.538227319445937,0.11289470905058613,0.2183440701235611
Cheap,17939,1.0889812822623832,0.9751936169171572,11.6682126883622,0.0997825965772897,0.20246390545738335
