withdrawal_rate,strategy,label,cec_crra_gamma2,cec_crra_gamma5,cec_crra_gamma10,cec_ez_gamma2_psi1.5,cec_ez_gamma5_psi1.5,cec_ez_gamma10_psi1.5,prob_ruin,median_wealth_at_retirement,mean_wealth_at_retirement,median_bequest,mean_bequest,p5_bequest,prob_zero_bequest,median_retirement_consumption,mean_retirement_consumption,p1_wealth_at_retirement,p1_bequest,p1_retirement_consumption,p5_wealth_at_retirement,p5_retirement_consumption,p10_wealth_at_retirement,p10_bequest,p10_retirement_consumption,p25_wealth_at_retirement,p25_bequest,p25_retirement_consumption,p50_wealth_at_retirement,p50_bequest,p50_retirement_consumption,p75_wealth_at_retirement,p75_bequest,p75_retirement_consumption,p90_wealth_at_retirement,p90_bequest,p90_retirement_consumption,p95_wealth_at_retirement,p95_bequest,p95_retirement_consumption,p99_wealth_at_retirement,p99_bequest,p99_retirement_consumption,mean_consumption_target,mean_consumption_shortfall,prob_consumption_below_target,median_consumption_replacement_ratio,p5_consumption_replacement_ratio
0.025,international_equity,100% International Equity,1.2016859518982181,0.9493986651828268,0.741589442273457,1.5316716939498547,1.1584081982826517,0.8541375970289865,0.03344,23.035540431490276,30.15229022351887,91.64043462452643,190.9956061415093,1.6651682979637323,0.0357,1.2347909044536385,1.408500278721108,2.7501892646303143,0.0,0.5275706618241867,5.686238170261025,0.6568650527650833,7.988652904866822,8.960173076795797,0.7452088316913055,13.66677526047373,34.66299279778147,0.9394227221836807,23.035540431490276,91.64043462452643,1.2347909044536385,37.837935050006806,212.16004077030755,1.6627246211137177,59.073372819766924,440.10022535034,2.240731493570473,78.21159458990947,682.2013667112184,2.7345352289319207,131.10497507722405,1563.7646129069224,4.080885935291167,1.075741161498871,0.054973432258460325,0.26694,1.2174009130957666,0.7637450330116194
0.025,sixty_forty,60/40 Domestic Equity/Domestic Bonds,0.9808036283222786,0.8113553980311952,0.6639597081476196,1.1262367700326585,0.9136151222615755,0.7305820903335417,0.08686,13.276144452025072,19.655086165845848,22.194713120071494,177.00185680566724,0.0,0.0926,0.9890993942810398,1.142368848293971,1.4513477131512074,0.0,0.4756940431922583,3.2012814697090786,0.5698209003792709,4.599342107070248,0.22418983879173113,0.6355599546999204,7.8819976150358775,6.27939309543611,0.7758912481272119,13.276144452025072,22.194713120071494,0.9890993942810398,21.91881417228435,59.092075613695556,1.281980402603767,35.7753962264165,145.66661816131432,1.6839310927801274,50.93902099983887,279.6522944826702,2.0810811983166877,142.21569584197516,4697.681151381021,4.246538387503544,1.075741161498871,0.1205763773933112,0.53918,0.97527321569021,0.6823464034045358
0.025,target_date_fund,Target-Date Fund (glide path),1.0418747922185387,0.8599968091306192,0.6962003109745238,1.1876888017632683,0.9702307241590009,0.7720064830015415,0.06116,15.987709960224779,21.077555601567862,22.07959645028387,55.0068356058078,0.0,0.06618,1.0582445803045266,1.179727673030184,2.3312296940432082,0.0,0.4970772119090625,4.416982201636415,0.6043130253253726,6.0724503600891255,1.3879114735940103,0.6761783971881576,9.832887571360288,7.6885579187547695,0.8271162222692412,15.987709960224779,22.07959645028387,1.0582445803045266,25.454941430027052,52.054019680077786,1.3677058605467538,39.647699178258534,110.22434060274092,1.7755119511951527,53.2156546345036,182.9635058925302,2.13211106742263,102.07778187507458,605.9151447068765,3.309973744462808,1.075741161498871,0.0910980656481742,0.43616,1.0416800121099627,0.7192973941166002
0.025,bills_only,100% Bills (cash),0.78825590263188,0.6984571332673842,0.6026669445180257,0.8205524283923084,0.7344376865178676,0.6350598292507648,0.15686,6.285229027846699,7.12501760709177,2.289424760667459,4.151945775763255,0.0,0.17474,0.7942044505980671,0.8318237972387251,0.9528913820491977,0.0,0.44173172940396044,2.006425612439432,0.510075453692809,2.7572160318083108,0.0,0.557122471255007,4.216834026940628,0.4386625730899445,0.6526160107878368,6.285229027846699,2.289424760667459,0.7942044505980671,9.050193412633572,5.3663351460232525,0.9783935350645228,12.458337196904633,10.242024334752008,1.1523751081489975,14.940992285889086,14.85368578612089,1.2653972983048132,21.29096577817797,28.79506644027655,1.531675519356173,1.075741161498871,0.2463432351455134,0.94138,0.8033188326967924,0.6223747242588541
0.03,balanced_all_equity,50/50 Domestic/International Equity,1.2243987868486357,0.9555444447706166,0.740857287522623,1.4820773517871235,1.1231318966080253,0.8444325721033028,0.06074,20.07978708978618,28.077218070225502,55.06697339210044,213.09936916312154,0.0,0.06542,1.2565966799414245,1.4908285313449883,2.6873696789212733,0.0,0.5253913946880573,5.0659178183957945,0.6565555283848825,7.035498552549397,2.7118194239775915,0.7486787261034481,11.766029836601142,17.102581075678685,0.9456139169845736,20.07978708978618,55.06697339210044,1.2565966799414245,33.55369986712904,146.007831963958,1.722290286967467,54.466807838331654,342.76477961994834,2.391021843225158,75.29848608855988,594.1598632377552,3.0264607045299217,149.3909725228749,3023.4466350722787,5.202222606518344,1.075741161498871,0.05116038589309862,0.25452,1.2377529074773106,0.7716794543624349
0.03,domestic_equity,100% Domestic Equity,1.0827832331856642,0.8425479757723955,0.6654768765321876,1.2412467564674519,0.9421286638317352,0.7316039773864806,0.16576,15.108063489633508,34.79101091688022,22.742320768808256,2555.6795885393,0.0,0.1761,1.0967262268348748,1.668991620562877,1.0778279668581936,0.0,0.4688250507950483,2.77330293997912,0.5733403335734211,4.265057818531017,0.0,0.647458428654009,8.018693736533397,2.6770798572371746,0.820990193751723,15.108063489633508,22.742320768808256,1.0967262268348748,28.356738937573702,87.60347806382327,1.542594208445976,52.16465545939455,265.11826410667436,2.2779148097528368,80.78125090733201,566.2068859314952,3.124979520645467,448.91265266005485,42082.31432761636,13.918048141396836,1.075741161498871,0.09576014822218193,0.41552,1.077134395509257,0.6886044235348815
0.03,international_equity,100% International Equity,1.2926705364690687,0.9936061198747695,0.7536454153120303,1.6081064471293818,1.1903156260133334,0.8648158051441116,0.0547,23.035540431490276,30.15229022351887,79.54888438524985,173.3831270786445,0.0,0.05834,1.3446774681672817,1.5527598701773138,2.7501892646303143,0.0,0.5327082612412125,5.686238170261025,0.6791718167965815,7.988652904866822,5.2163013584667945,0.7809073937998492,13.66677526047373,27.95208196937493,1.0032723210633532,23.035540431490276,79.54888438524985,1.3446774681672817,37.837935050006806,191.04451150860388,1.8453127200941026,59.073372819766924,404.0429107143541,2.52957559674969,78.21159458990947,631.3411884880155,3.1148667174883884,131.10497507722405,1465.1529745366038,4.722698418633374,1.075741161498871,0.041221345609469884,0.2038,1.3259438262445569,0.7916554171959558
0.03,sixty_forty,60/40 Domestic Equity/Domestic Bonds,1.033443017940687,0.8397312258107303,0.6740397348848366,1.1656708257291193,0.933289315344855,0.7392409612397853,0.1236,13.276144452025072,19.655086165845848,17.99618693591843,164.46248737947633,0.0,0.13198,1.047772841206438,1.233672388286022,1.4513477131512074,0.0,0.4788323540269942,3.2012814697090786,0.5825137121459273,4.599342107070248,0.0,0.6538032523111632,7.8819976150358775,4.077314098056159,0.8103098605750669,13.276144452025072,17.99618693591843,1.047772841206438,21.91881417228435,51.32978568854463,1.3833346401954696,35.7753962264165,131.17570325179588,1.8533515543245076,50.93902099983887,256.5131018363949,2.327691553368795,142.21569584197516,4492.520451938571,4.94219860504592,1.075741161498871,0.0976391595071357,0.44978,1.03437413429362,0.7005364293136449
0.03,target_date_fund,Target-Date Fund (glide path),1.1063317880140353,0.8956838807703421,0.7082984655015939,1.2375282185100358,0.9967961322831593,0.7845532863092842,0.09568,15.987709960224779,21.077555601567862,17.729109539269185,48.259774614191244,0.0,0.10446,1.1321859037680835,1.2787225812320355,2.3312296940432082,0.0,0.5002010319270704,4.416982201636415,0.6210357193392009,6.0724503600891255,0.0,0.7028968516549301,9.832887571360288,5.196334723478526,0.8714090910956749,15.987709960224779,17.729109539269185,1.1321859037680835,25.454941430027052,44.515869311350784,1.4876036414889084,39.647699178258534,97.69819223192403,1.9650173764240995,53.2156546345036,164.13808354082994,2.3880902660926977,102.07778187507458,550.9558585349677,3.80139084321012,1.075741161498871,0.07004625539301887,0.34596,1.114429544760307,0.7436510251746591
0.03,bills_only,100% Bills (cash),0.811510628870799,0.7160021201362273,0.6122852519764649,0.8359949653968128,0.7457058166365677,0.6423369134792573,0.26076,6.285229027846699,7.12501760709177,1.2504191076940194,3.0231951179273153,0.0,0.2876,0.8207638626701854,0.8618248730806211,0.9528913820491977,0.0,0.44531839194154377,2.006425612439432,0.5181179536603338,2.7572160318083108,0.0,0.5681330489097308,4.216834026940628,0.0,0.6698821325090573,6.285229027846699,1.2504191076940194,0.8207638626701854,9.050193412633572,3.8303841790429507,1.0152104060267773,12.458337196904633,7.982300524827018,1.2061535901559846,14.940992285889086,11.973507333168738,1.331901533720667,21.29096577817797,24.290252867937927,1.6263213485109194,1.075741161498871,0.2191482407048573,0.89996,0.8295687792082418,0.6383437573627145
