asset,correlation,forward_low_inflation,forward_high_inflation,gap
bond,-0.21639458131588218,0.03816134570269465,-0.01747199732430292,-0.05563334302699757
bill,-0.2660724504865367,0.024730965959134914,-0.023382903923760703,-0.04811386988289562
dom_eq,-0.10004141359986204,0.07615577105278651,0.04924067251105102,-0.026915098541735488
intl_eq,-0.11754061033345274,0.09433099903980584,0.07493204458344394,-0.019398954456361903
