strategy,cec_dev38,cec_jst16,difference_pct
50/50 Domestic/International Equity,1.0020194928476427,1.0477715240966154,4.5659821565895875
100% Domestic Equity,0.8641900679672816,0.8817855922986605,2.0360711125466224
100% International Equity,1.0433932866630438,1.1084723595383563,6.2372524058925904
60/40 Domestic Equity/Domestic Bonds,0.8730332479990199,0.8706869896186361,-0.26874788397365235
Target-Date Fund (glide path),0.934017242832836,0.9425195381382904,0.910293184702593
100% Bills (cash),0.7356388583921525,0.738999359783288,0.45681401312600567
