spread,holding_cost,cec,mean_lvr,lvr_working,lvr_retired,housing_weight,gross_housing_exposure,negative_equity_share,w_dom_eq,w_intl_eq,w_bond,w_bill,w_housing,cec_unlevered,gain_vs_unlevered_pct,housing_weight_unlevered
0.0,0.02,1.577479142863924,0.6764705882352939,0.7842105263157896,0.5400000000000001,0.25,1.0269607843137256,0.018301470588235294,0.05,0.7,0.0,0.0,0.25,1.2143226932735878,29.90609099228263,0.25
0.02,0.02,1.305284409456634,0.614705882352941,0.7052631578947369,0.5000000000000001,0.2,0.7223039215686277,0.01686029411764706,0.1,0.7,0.0,0.0,0.2,1.2143226932735878,7.490736744598792,0.25
0.04,0.02,1.2160927560453412,0.09411764705882353,0.021052631578947368,0.18666666666666665,0.25,0.3134191176470589,0.0013602941176470587,0.05,0.7,0.0,0.0,0.25,1.2143226932735878,0.14576543628461724,0.25
