strategy,label,mean,p1,p5,p10,p25,p50,p75,p90,p95,p99
balanced_all_equity,50/50 Domestic/International Equity,1.748100710734238,0.5660158701323279,0.7137412861035382,0.8176084368206775,1.05188139117055,1.4346905231827791,2.028505975815613,2.891395261280167,3.705689498009773,6.6688283054793
domestic_equity,100% Domestic Equity,1.9788172362448613,0.49678153176808604,0.6141450150493277,0.6963858074908245,0.8889493231307085,1.2134954032651728,1.7658251215485896,2.705891457531033,3.7376116201652083,17.923290266706392
international_equity,100% International Equity,1.8328728826578509,0.5780089481057652,0.7411838243424639,0.8622567309116727,1.124189424556715,1.5522481442518345,2.191840217182855,3.0677416710522594,3.8319992292855067,6.098700590442203
sixty_forty,60/40 Domestic Equity/Domestic Bonds,1.4029116728393527,0.5069955258026915,0.6223771498913636,0.7023695429915274,0.8787074847933514,1.1564158148621564,1.5691951200146943,2.1610415092731214,2.7707141374813595,6.187757184890452
target_date_fund,Target-Date Fund (glide path),1.4642931013651443,0.5412224178564706,0.6705453451036901,0.7611549154473533,0.9591423107349103,1.262727924667801,1.7089266995591974,2.3181310079976307,2.8712051113409895,4.746078050436449
bills_only,100% Bills (cash),0.9070099750625693,0.45642010856652937,0.5370053784082927,0.5896240296007121,0.6985648975148989,0.8595104674384478,1.065995119081477,1.282611139853931,1.428485987711765,1.7730452433036994
