volatility_factor,cec,mean_savings_rate,matched_value_pct,extrapolated,prob_ruin,p5_retirement_consumption,median_retirement_consumption,increment_pct
0.5,1.1267441852086104,0.09921580447198344,2.6739328816456576,False,0.11675,0.9458662017328995,1.5911274982771912,2.051705535197712
1.0,0.8303162221860187,0.09558976024461774,5.051330127063092,False,0.11675,0.771518953237096,1.581588093529833,4.429102780615146
1.5,0.5932364807011941,0.09261796126653578,5.52703038349418,False,0.11675,0.6348909636152226,1.5488573239200312,4.904803037046235
