rule,n_paths,optimal_equity_share,cec_at_optimum,cec_at_worst,cec_at_low_end,cec_at_high_end,range_pct,margin_over_low_end_pct,margin_over_high_end_pct,margin_over_runner_up_pct,at_grid_edge
constant_real,20000,1.0,1.04847126825557,0.7634467399507363,0.7634467399507363,1.04847126825557,37.33391124615002,37.33391124615002,0.0,2.1582551905147795,True
vanguard_dynamic,20000,1.0,1.1157925475738244,0.774856690418351,0.774856690418351,1.1157925475738244,43.99985976392608,43.99985976392608,0.0,2.182433881016421,True
guyton_klinger,20000,1.0,1.1910834353702913,0.7852408168524353,0.7852408168524353,1.1910834353702913,51.68384141627256,51.68384141627256,0.0,2.9603607806134358,True
endowment,20000,1.0,1.1941275411609606,0.7744387652684036,0.7744387652684036,1.1941275411609606,54.192635326965075,54.192635326965075,0.0,3.5301509458002034,True
constant_percent,20000,1.0,1.2032445879632478,0.7727115628473872,0.7727115628473872,1.2032445879632478,55.717171298612,55.717171298612,0.0,3.6240789027972564,True
life_expectancy,20000,1.0,1.190982308303365,0.7852922219172045,0.7852922219172045,1.190982308303365,51.66103458859084,51.66103458859084,0.0,3.0415788172569513,True
