arm,leisure,cec,prob_ruin,mean_retirement_consumption,n_paths,cec_survival_weighted,retire_age,working_years,retired_years,claim_factor,mean_benefit
formula,1.0,0.3199404449727416,0.19575,0.4931442470881005,100000,0.349069223451368,50,25,43,0.4319793894559076,0.13897100938215082
formula,1.05,0.31963960897459237,0.19575,0.4931442470881005,100000,0.34858330072451404,50,25,43,0.4319793894559076,0.13897100938215082
formula,1.1,0.31929433389823947,0.19575,0.4931442470881005,100000,0.3480269474316879,50,25,43,0.4319793894559076,0.13897100938215082
formula,1.15,0.3189009063085294,0.19575,0.4931442470881005,100000,0.34739474828406003,50,25,43,0.4319793894559076,0.13897100938215082
formula,1.2,0.31845561203608386,0.19575,0.4931442470881005,100000,0.3466814255151618,50,25,43,0.4319793894559076,0.13897100938215082
formula,1.25,0.31795477100659014,0.19575,0.4931442470881005,100000,0.34588191120526873,50,25,43,0.4319793894559076,0.13897100938215082
formula,1.3,0.31739477455115644,0.19575,0.4931442470881005,100000,0.3449914221667559,50,25,43,0.4319793894559076,0.13897100938215082
formula,1.4,0.3160834755725888,0.19575,0.4931442470881005,100000,0.3429202655927622,50,25,43,0.4319793894559076,0.13897100938215082
formula,1.5,0.3144958040134602,0.19575,0.4931442470881005,100000,0.34043823573732146,50,25,43,0.4319793894559076,0.13897100938215082
formula,1.75,0.3091848555343481,0.19575,0.4931442470881005,100000,0.3323278815320991,50,25,43,0.4319793894559076,0.13897100938215082
formula,2.0,0.30183485338237165,0.19575,0.4931442470881005,100000,0.3215453773277332,50,25,43,0.4319793894559076,0.13897100938215082
formula,1.0,0.3648979219884989,0.18519,0.5503510596722879,100000,0.39841519190902874,52,27,41,0.48540657615634303,0.12481471968287333
formula,1.05,0.3642749176784681,0.18519,0.5503510596722879,100000,0.39740726891649475,52,27,41,0.48540657615634303,0.12481471968287333
formula,1.1,0.3635628171389346,0.18519,0.5503510596722879,100000,0.3962602549045832,52,27,41,0.48540657615634303,0.12481471968287333
formula,1.15,0.3627551848345373,0.18519,0.5503510596722879,100000,0.39496579366235696,52,27,41,0.48540657615634303,0.12481471968287333
formula,1.2,0.36184587496160714,0.18519,0.5503510596722879,100000,0.39351641351605393,52,27,41,0.48540657615634303,0.12481471968287333
formula,1.25,0.3608291339602833,0.18519,0.5503510596722879,100000,0.39190570992280094,52,27,41,0.48540657615634303,0.12481471968287333
formula,1.3,0.3596997039072867,0.18519,0.5503510596722879,100000,0.39012851493587697,52,27,41,0.48540657615634303,0.12481471968287333
formula,1.4,0.3570848273008521,0.18519,0.5503510596722879,100000,0.38606103007655357,52,27,41,0.48540657615634303,0.12481471968287333
formula,1.5,0.3539728038828182,0.18519,0.5503510596722879,100000,0.3813022922952192,52,27,41,0.48540657615634303,0.12481471968287333
formula,1.75,0.3439585388172558,0.18519,0.5503510596722879,100000,0.3665380766825841,52,27,41,0.48540657615634303,0.12481471968287333
formula,2.0,0.33097721753536374,0.18519,0.5503510596722879,100000,0.3484672209022364,52,27,41,0.48540657615634303,0.12481471968287333
formula,1.0,0.43100178594058386,0.16931,0.6583344480214516,100000,0.4711255631714549,55,30,38,0.5823445124780893,0.10506318836525554
formula,1.05,0.42940298907235896,0.16931,0.6583344480214516,100000,0.46853682980846395,55,30,38,0.5823445124780893,0.10506318836525554
formula,1.1,0.42759495628746813,0.16931,0.6583344480214516,100000,0.4656368687872093,55,30,38,0.5823445124780893,0.10506318836525554
formula,1.15,0.42556877402856613,0.16931,0.6583344480214516,100000,0.4624207265488925,55,30,38,0.5823445124780893,0.10506318836525554
formula,1.2,0.4233176486866897,0.16931,0.6583344480214516,100000,0.4588879295348686,55,30,38,0.5823445124780893,0.10506318836525554
formula,1.25,0.42083715743482447,0.16931,0.6583344480214516,100000,0.45504261970400334,55,30,38,0.5823445124780893,0.10506318836525554
formula,1.3,0.41812543861402185,0.16931,0.6583344480214516,100000,0.45089351348388657,55,30,38,0.5823445124780893,0.10506318836525554
formula,1.4,0.4120143041948961,0.16931,0.6583344480214516,100000,0.4417401782877273,55,30,38,0.5823445124780893,0.10506318836525554
formula,1.5,0.40502301261909995,0.16931,0.6583344480214516,100000,0.43157697412212026,55,30,38,0.5823445124780893,0.10506318836525554
formula,1.75,0.384288552221006,0.16931,0.6583344480214516,100000,0.4030735496801199,55,30,38,0.5823445124780893,0.10506318836525554
formula,2.0,0.3605309875568858,0.16931,0.6583344480214516,100000,0.3727828219166948,55,30,38,0.5823445124780893,0.10506318836525554
formula,1.0,0.5022056381103245,0.15081,0.8014005743563832,100000,0.5471827433517069,58,33,35,0.7057252997566046,0.08759049226309323
formula,1.05,0.4983405704603124,0.15081,0.8014005743563832,100000,0.5410739035043327,58,33,35,0.7057252997566046,0.08759049226309323
formula,1.1,0.4940607035423683,0.15081,0.8014005743563832,100000,0.5344306730016617,58,33,35,0.7057252997566046,0.08759049226309323
formula,1.15,0.4893734024059676,0.15081,0.8014005743563832,100000,0.5272927561203963,58,33,35,0.7057252997566046,0.08759049226309323
formula,1.2,0.4842932538984362,0.15081,0.8014005743563832,100000,0.5197091756976753,58,33,35,0.7057252997566046,0.08759049226309323
formula,1.25,0.4788415922782664,0.15081,0.8014005743563832,100000,0.5117360104254166,58,33,35,0.7057252997566046,0.08759049226309323
formula,1.3,0.4730457232450892,0.15081,0.8014005743563832,100000,0.5034339350774371,58,33,35,0.7057252997566046,0.08759049226309323
formula,1.4,0.460554189752312,0.15081,0.8014005743563832,100000,0.48609424700929366,58,33,35,0.7057252997566046,0.08759049226309323
formula,1.5,0.4471146324149859,0.15081,0.8014005743563832,100000,0.4681802678952407,58,33,35,0.7057252997566046,0.08759049226309323
formula,1.75,0.4114135060512454,0.15081,0.8014005743563832,100000,0.4235397296066003,58,33,35,0.7057252997566046,0.08759049226309323
formula,2.0,0.3759394868937237,0.15081,0.8014005743563832,100000,0.38229434678263524,58,33,35,0.7057252997566046,0.08759049226309323
formula,1.0,0.5423219959235606,0.1391,0.9172571116174845,100000,0.5888767530212656,60,35,33,0.8074954341699282,0.07721532992763243
formula,1.05,0.5361257641721096,0.1391,0.9172571116174845,100000,0.5793163991760969,60,35,33,0.8074954341699282,0.07721532992763243
formula,1.1,0.5293966116557486,0.1391,0.9172571116174845,100000,0.569187328466218,60,35,33,0.8074954341699282,0.07721532992763243
formula,1.15,0.5221765488444859,0.1391,0.9172571116174845,100000,0.5585896065574253,60,35,33,0.8074954341699282,0.07721532992763243
formula,1.2,0.5145167568214374,0.1391,0.9172571116174845,100000,0.5476269954949424,60,35,33,0.8074954341699282,0.07721532992763243
formula,1.25,0.5064752041573609,0.1391,0.9172571116174845,100000,0.536402224911403,60,35,33,0.8074954341699282,0.07721532992763243
formula,1.3,0.4981140984236116,0.1391,0.9172571116174845,100000,0.525013096635084,60,35,33,0.8074954341699282,0.07721532992763243
formula,1.4,0.48068849660143215,0.1391,0.9172571116174845,100000,0.5020919844475087,60,35,33,0.8074954341699282,0.07721532992763243
formula,1.5,0.46273417545003404,0.1391,0.9172571116174845,100000,0.47946206390580526,60,35,33,0.8074954341699282,0.07721532992763243
formula,1.75,0.41817304328676697,0.1391,0.9172571116174845,100000,0.4266041054494537,60,35,33,0.8074954341699282,0.07721532992763243
formula,2.0,0.3771807186145209,0.1391,0.9172571116174845,100000,0.380954196479033,60,35,33,0.8074954341699282,0.07721532992763243
formula,1.0,0.5803135190750868,0.12418,1.0535571748526473,100000,0.6233645438904372,62,37,31,0.9296188534715357,0.06696836206172274
formula,1.05,0.5707027462773302,0.12418,1.0535571748526473,100000,0.6094210408106678,62,37,31,0.9296188534715357,0.06696836206172274
formula,1.1,0.5605371927157167,0.12418,1.0535571748526473,100000,0.5950989834298537,62,37,31,0.9296188534715357,0.06696836206172274
formula,1.15,0.5499189414606098,0.12418,1.0535571748526473,100000,0.5805601651180958,62,37,31,0.9296188534715357,0.06696836206172274
formula,1.2,0.5389529867178691,0.12418,1.0535571748526473,100000,0.5659508199376452,62,37,31,0.9296188534715357,0.06696836206172274
formula,1.25,0.5277425095732743,0.12418,1.0535571748526473,100000,0.5513980144667708,62,37,31,0.9296188534715357,0.06696836206172274
formula,1.3,0.516385057852274,0.12418,1.0535571748526473,100000,0.5370082039572327,62,37,31,0.9296188534715357,0.06696836206172274
formula,1.4,0.49357565956802346,0.12418,1.0535571748526473,100000,0.5090428225881106,62,37,31,0.9296188534715357,0.06696836206172274
formula,1.5,0.4711120879013215,0.12418,1.0535571748526473,100000,0.48252751115978215,62,37,31,0.9296188534715357,0.06696836206172274
formula,1.75,0.4188192789826959,0.12418,1.0535571748526473,100000,0.4237674158694001,62,37,31,0.9296188534715357,0.06696836206172274
formula,2.0,0.37380905380216856,0.12418,1.0535571748526473,100000,0.37553642491501743,62,37,31,0.9296188534715357,0.06696836206172274
formula,1.0,0.5933758570249643,0.11716,1.130941098184238,100000,0.6350852213112357,63,38,30,1.0,0.06213310296253803
formula,1.05,0.5820200055052267,0.11716,1.130941098184238,100000,0.6189743826303051,63,38,30,1.0,0.06213310296253803
formula,1.1,0.5701647046759102,0.11716,1.130941098184238,100000,0.6026717972772606,63,38,30,1.0,0.06213310296253803
formula,1.15,0.5579400696710989,0.11716,1.130941098184238,100000,0.5863535217456541,63,38,30,1.0,0.06213310296253803
formula,1.2,0.545472161232649,0.11716,1.130941098184238,100000,0.570168608127479,63,38,30,1.0,0.06213310296253803
formula,1.25,0.5328781524235618,0.11716,1.130941098184238,100000,0.554238219560769,63,38,30,1.0,0.06213310296253803
formula,1.3,0.5202630532517307,0.11716,1.130941098184238,100000,0.538656897278506,63,38,30,1.0,0.06213310296253803
formula,1.4,0.4953191916045545,0.11716,1.130941098184238,100000,0.5088027580958565,63,38,30,1.0,0.06213310296253803
formula,1.5,0.47119710375070406,0.11716,1.130941098184238,100000,0.48094155637703495,63,38,30,1.0,0.06213310296253803
formula,1.75,0.41638129499025184,0.11716,1.130941098184238,100000,0.42038676436149947,63,38,30,1.0,0.06213310296253803
formula,2.0,0.37030140728930744,0.11716,1.130941098184238,100000,0.37156718397724314,63,38,30,1.0,0.06213310296253803
formula,1.0,0.6175544578931691,0.0996,1.3038927219049479,100000,0.6519192903338406,65,40,28,1.1638080752999713,0.053135094498244516
formula,1.05,0.601821749697781,0.0996,1.3038927219049479,100000,0.6312524386423674,65,40,28,1.1638080752999713,0.053135094498244516
formula,1.1,0.5859103123512079,0.0996,1.3038927219049479,100000,0.6109811166843603,65,40,28,1.1638080752999713,0.053135094498244516
formula,1.15,0.5699914760040288,0.0996,1.3038927219049479,100000,0.5912559018414157,65,40,28,1.1638080752999713,0.053135094498244516
formula,1.2,0.5542099363267954,0.0996,1.3038927219049479,100000,0.5721825330220401,65,40,28,1.1638080752999713,0.053135094498244516
formula,1.25,0.538683012160978,0.0996,1.3038927219049479,100000,0.5538293687083095,65,40,28,1.1638080752999713,0.053135094498244516
formula,1.3,0.5235019820984808,0.0996,1.3038927219049479,100000,0.5362349013613015,65,40,28,1.1638080752999713,0.053135094498244516
formula,1.4,0.4944287969256921,0.0996,1.3038927219049479,100000,0.5033668263031403,65,40,28,1.1638080752999713,0.053135094498244516
formula,1.5,0.4673108194747829,0.0996,1.3038927219049479,100000,0.473524169814181,65,40,28,1.1638080752999713,0.053135094498244516
formula,1.75,0.4084091187885301,0.0996,1.3038927219049479,100000,0.4107222875382691,65,40,28,1.1638080752999713,0.053135094498244516
formula,2.0,0.36095002435646906,0.0996,1.3038927219049479,100000,0.36153326542655784,65,40,28,1.1638080752999713,0.053135094498244516
formula,1.0,0.6291565049848444,0.08261,1.5061402930165226,100000,0.6543161051196164,67,42,26,1.3661461143788665,0.044780833974199484
formula,1.05,0.6089926837258414,0.08261,1.5061402930165226,100000,0.6299453791420095,67,42,26,1.3661461143788665,0.044780833974199484
formula,1.1,0.5892482217919144,0.08261,1.5061402930165226,100000,0.6066738734213902,67,42,26,1.3661461143788665,0.044780833974199484
formula,1.15,0.5700644384032751,0.08261,1.5061402930165226,100000,0.5845508357067726,67,42,26,1.3661461143788665,0.044780833974199484
formula,1.2,0.5515390035024631,0.08261,1.5061402930165226,100000,0.5635852854966247,67,42,26,1.3661461143788665,0.044780833974199484
formula,1.25,0.5337335629728848,0.08261,1.5061402930165226,100000,0.5437582364636708,67,42,26,1.3661461143788665,0.044780833974199484
formula,1.3,0.5166812461249142,0.08261,1.5061402930165226,100000,0.5250321558513349,67,42,26,1.3661461143788665,0.044780833974199484
formula,1.4,0.4848653283436324,0.08261,1.5061402930165226,100000,0.4906803647940863,67,42,26,1.3661461143788665,0.044780833974199484
formula,1.5,0.45601596760614294,0.08261,1.5061402930165226,100000,0.46008107702980716,67,42,26,1.3661461143788665,0.044780833974199484
formula,1.75,0.3953955425586506,0.08261,1.5061402930165226,100000,0.39705353763479523,67,42,26,1.3661461143788665,0.044780833974199484
formula,2.0,0.34797766647832995,0.08261,1.5061402930165226,100000,0.3485973819696928,67,42,26,1.3661461143788665,0.044780833974199484
formula,1.0,0.6178878424676564,0.05651,1.868213618971102,100000,0.6334337879660823,70,45,23,1.771036874236366,0.03383347327865185
formula,1.05,0.5932738905773316,0.05651,1.868213618971102,100000,0.6062520448715378,70,45,23,1.771036874236366,0.03383347327865185
formula,1.1,0.570059654300967,0.05651,1.868213618971102,100000,0.5809880033394217,70,45,23,1.771036874236366,0.03383347327865185
formula,1.15,0.5482205596232953,0.05651,1.868213618971102,100000,0.5575059980520601,70,45,23,1.771036874236366,0.03383347327865185
formula,1.2,0.5277056002373227,0.05651,1.868213618971102,100000,0.5356675224243486,70,45,23,1.771036874236366,0.03383347327865185
formula,1.25,0.5084481942297595,0.05651,1.868213618971102,100000,0.515337671148583,70,45,23,1.771036874236366,0.03383347327865185
formula,1.3,0.4903737689513556,0.05651,1.868213618971102,100000,0.49638874941450095,70,45,23,1.771036874236366,0.03383347327865185
formula,1.4,0.45746458636382104,0.05651,1.868213618971102,100000,0.46216859545665623,70,45,23,1.771036874236366,0.03383347327865185
formula,1.5,0.4283759519759515,0.05651,1.868213618971102,100000,0.4321730215291222,70,45,23,1.771036874236366,0.03383347327865185
formula,1.75,0.36896425686239953,0.05651,1.868213618971102,100000,0.37145829117835794,70,45,23,1.771036874236366,0.03383347327865185
formula,2.0,0.3236155686529086,0.05651,1.868213618971102,100000,0.32546548849223433,70,45,23,1.771036874236366,0.03383347327865185
both,1.0,0.31707852792289365,0.19575,0.4691578740101197,100000,0.3446991856073692,50,25,43,1.0,0.11498463630417007
both,1.05,0.31679088462703203,0.19575,0.4691578740101197,100000,0.34424284945021033,50,25,43,1.0,0.11498463630417007
both,1.1,0.31646069237965185,0.19575,0.4691578740101197,100000,0.3437201801404711,50,25,43,1.0,0.11498463630417007
both,1.15,0.3160843748652521,0.19575,0.4691578740101197,100000,0.34312601062330766,50,25,43,1.0,0.11498463630417007
both,1.2,0.31565834870810094,0.19575,0.4691578740101197,100000,0.34245528419284904,50,25,43,1.0,0.11498463630417007
both,1.25,0.3151790559249334,0.19575,0.4691578740101197,100000,0.3417031205129273,50,25,43,1.0,0.11498463630417007
both,1.3,0.31464299877142277,0.19575,0.4691578740101197,100000,0.34086488434434253,50,25,43,1.0,0.11498463630417007
both,1.4,0.31338712445970834,0.19575,0.4691578740101197,100000,0.3389132997073439,50,25,43,1.0,0.11498463630417007
both,1.5,0.31186538498917743,0.19575,0.4691578740101197,100000,0.3365709980862287,50,25,43,1.0,0.11498463630417007
both,1.75,0.3067658583824718,0.19575,0.4691578740101197,100000,0.32889098643456066,50,25,43,1.0,0.11498463630417007
both,2.0,0.2996862042405392,0.19575,0.4691578740101197,100000,0.31862176119720637,50,25,43,1.0,0.11498463630417007
both,1.0,0.3615569875079306,0.18519,0.5315135692810257,100000,0.3933180344194145,52,27,41,1.0,0.10597722929161142
both,1.05,0.36096189463118417,0.18519,0.5315135692810257,100000,0.3923726579853525,52,27,41,1.0,0.10597722929161142
both,1.1,0.36028147351104356,0.18519,0.5315135692810257,100000,0.3912960966706477,52,27,41,1.0,0.10597722929161142
both,1.15,0.3595094833641123,0.18519,0.5315135692810257,100000,0.39008022440035317,52,27,41,1.0,0.10597722929161142
both,1.2,0.3586399396945123,0.18519,0.5315135692810257,100000,0.38871769020422575,52,27,41,1.0,0.10597722929161142
both,1.25,0.3576672106562331,0.18519,0.5315135692810257,100000,0.3872020890130222,52,27,41,1.0,0.10597722929161142
both,1.3,0.3565861147600636,0.18519,0.5315135692810257,100000,0.3855281225028,52,27,41,1.0,0.10597722929161142
both,1.4,0.3540809236771179,0.18519,0.5315135692810257,100000,0.3816902782381107,52,27,41,1.0,0.10597722929161142
both,1.5,0.3510954699193806,0.18519,0.5315135692810257,100000,0.37718878554154,52,27,41,1.0,0.10597722929161142
both,1.75,0.3414603680352367,0.18519,0.5315135692810257,100000,0.36314839960600465,52,27,41,1.0,0.10597722929161142
both,2.0,0.32891088239324645,0.18519,0.5315135692810257,100000,0.3458235990569884,52,27,41,1.0,0.10597722929161142
both,1.0,0.4274541641731091,0.16931,0.645987312640521,100000,0.46571750971036646,55,30,38,1.0,0.09271605298432568
both,1.05,0.4259196312180158,0.16931,0.645987312640521,100000,0.4632724768821395,55,30,38,1.0,0.09271605298432568
both,1.1,0.4241831694043491,0.16931,0.645987312640521,100000,0.46052994769243283,55,30,38,1.0,0.09271605298432568
both,1.15,0.42223581801182314,0.16931,0.645987312640521,100000,0.45748409153770325,55,30,38,1.0,0.09271605298432568
both,1.2,0.4200705922253251,0.16931,0.645987312640521,100000,0.45413321578047766,55,30,38,1.0,0.09271605298432568
both,1.25,0.4176827308200458,0.16931,0.645987312640521,100000,0.45047993644880496,55,30,38,1.0,0.09271605298432568
both,1.3,0.4150698896535559,0.16931,0.645987312640521,100000,0.44653118987721013,55,30,38,1.0,0.09271605298432568
both,1.4,0.4091726673814985,0.16931,0.645987312640521,100000,0.4377955788216073,55,30,38,1.0,0.09271605298432568
both,1.5,0.4024114643836026,0.16931,0.645987312640521,100000,0.4280588175465881,55,30,38,1.0,0.09271605298432568
both,1.75,0.382274325986477,0.16931,0.645987312640521,100000,0.40056136335177867,55,30,38,1.0,0.09271605298432568
both,2.0,0.35906269703592536,0.16931,0.645987312640521,100000,0.3710758755323384,55,30,38,1.0,0.09271605298432568
both,1.0,0.4988136616215582,0.15081,0.794017413323788,100000,0.542131706159733,58,33,35,1.0,0.08020733123049868
both,1.05,0.4950754600347787,0.15081,0.794017413323788,100000,0.5362937930289193,58,33,35,1.0,0.08020733123049868
both,1.1,0.49093168616900285,0.15081,0.794017413323788,100000,0.5299321430931443,58,33,35,1.0,0.08020733123049868
both,1.15,0.486388267523226,0.15081,0.794017413323788,100000,0.5230821204508433,58,33,35,1.0,0.08020733123049868
both,1.2,0.481458120663729,0.15081,0.794017413323788,100000,0.5157883713355186,58,33,35,1.0,0.08020733123049868
both,1.25,0.4761607541344136,0.15081,0.794017413323788,100000,0.508102795913123,58,33,35,1.0,0.08020733123049868
both,1.3,0.470521577755412,0.15081,0.794017413323788,100000,0.5000822848362398,58,33,35,1.0,0.08020733123049868
both,1.4,0.45834319345889474,0.15081,0.794017413323788,100000,0.48327528389230273,58,33,35,1.0,0.08020733123049868
both,1.5,0.4452054000572078,0.15081,0.794017413323788,100000,0.4658391312012886,58,33,35,1.0,0.08020733123049868
both,1.75,0.41015032115006883,0.15081,0.794017413323788,100000,0.4221153651736656,58,33,35,1.0,0.08020733123049868
both,2.0,0.3751328615297973,0.15081,0.794017413323788,100000,0.38143855970959367,58,33,35,1.0,0.08020733123049868
both,1.0,0.5395474262274405,0.1391,0.9123683702980917,100000,0.5848356233405209,60,35,33,1.0,0.07232658860823893
both,1.05,0.5335046176347553,0.1391,0.9123683702980917,100000,0.5755888003177433,60,35,33,1.0,0.07232658860823893
both,1.1,0.5269344075133433,0.1391,0.9123683702980917,100000,0.5657706869668225,60,35,33,1.0,0.07232658860823893
both,1.15,0.5198763051634134,0.1391,0.9123683702980917,100000,0.555476047732934,60,35,33,1.0,0.07232658860823893
both,1.2,0.5123790010939441,0.1391,0.9123683702980917,100000,0.5448042214228264,60,35,33,1.0,0.07232658860823893
both,1.25,0.504498116794276,0.1391,0.9123683702980917,100000,0.5338545284233478,60,35,33,1.0,0.07232658860823893
both,1.3,0.49629376408700016,0.1391,0.9123683702980917,100000,0.5227223977046684,60,35,33,1.0,0.07232658860823893
both,1.4,0.47916321188652367,0.1391,0.9123683702980917,100000,0.5002562662663794,60,35,33,1.0,0.07232658860823893
both,1.5,0.4614718376465962,0.1391,0.9123683702980917,100000,0.4780021481024966,60,35,33,1.0,0.07232658860823893
both,1.75,0.4174104671926328,0.1391,0.9123683702980917,100000,0.42578768400143807,60,35,33,1.0,0.07232658860823893
both,2.0,0.37672476631442653,0.1391,0.9123683702980917,100000,0.38048977844706233,60,35,33,1.0,0.07232658860823893
both,1.0,0.5782660477180561,0.12418,1.050604604010829,100000,0.6205565212145832,62,37,31,1.0,0.06401579121990515
both,1.05,0.5688182253480902,0.12418,1.050604604010829,100000,0.606910895489089,62,37,31,1.0,0.06401579121990515
both,1.1,0.5588136529705632,0.12418,1.050604604010829,100000,0.5928681760018445,62,37,31,1.0,0.06401579121990515
both,1.15,0.5483516934420106,0.12418,1.050604604010829,100000,0.5785871318565851,62,37,31,1.0,0.06401579121990515
both,1.2,0.5375351125495131,0.12418,1.050604604010829,100000,0.5642124255036777,62,37,31,1.0,0.06401579121990515
both,1.25,0.5264654137463849,0.12418,1.050604604010829,100000,0.5498707648527971,62,37,31,1.0,0.06401579121990515
both,1.3,0.5152390173754492,0.12418,1.050604604010829,100000,0.5356691755453877,62,37,31,1.0,0.06401579121990515
both,1.4,0.49266049747071694,0.12418,1.050604604010829,100000,0.5080167518167233,62,37,31,1.0,0.06401579121990515
both,1.5,0.47038649611360495,0.12418,1.050604604010829,100000,0.4817414847525364,62,37,31,1.0,0.06401579121990515
both,1.75,0.41841578984858296,0.12418,1.050604604010829,100000,0.42335609501603805,62,37,31,1.0,0.06401579121990515
both,2.0,0.3735803203500861,0.12418,1.050604604010829,100000,0.37531141221063485,62,37,31,1.0,0.06401579121990515
both,1.0,0.5917883173233238,0.11716,1.1287723379808312,100000,0.6329551843446777,63,38,30,1.0,0.05996434275913203
both,1.05,0.5805779553683249,0.11716,1.1287723379808312,100000,0.6170996247804462,63,38,30,1.0,0.05996434275913203
both,1.1,0.5688630236820611,0.11716,1.1287723379808312,100000,0.6010300045811956,63,38,30,1.0,0.05996434275913203
both,1.15,0.5567715228499142,0.11716,1.1287723379808312,100000,0.58492127268457,63,38,30,1.0,0.05996434275913203
both,1.2,0.5444280001369121,0.11716,1.1287723379808312,100000,0.5689226090404887,63,38,30,1.0,0.05996434275913203
both,1.25,0.5319486955885543,0.11716,1.1287723379808312,100000,0.5531561943620219,63,38,30,1.0,0.05996434275913203
both,1.3,0.5194381986828409,0.11716,1.1287723379808312,100000,0.5377181595344724,63,38,30,1.0,0.05996434275913203
both,1.4,0.4946735447587379,0.11716,1.1287723379808312,100000,0.508096252053287,63,38,30,1.0,0.05996434275913203
both,1.5,0.470693790587775,0.11716,1.1287723379808312,100000,0.4804080569995763,63,38,30,1.0,0.05996434275913203
both,1.75,0.4161098175694106,0.11716,1.1287723379808312,100000,0.4201142315857901,63,38,30,1.0,0.05996434275913203
both,2.0,0.3701502881451285,0.11716,1.1287723379808312,100000,0.37142007656457054,63,38,30,1.0,0.05996434275913203
both,1.0,0.6168190889530619,0.0996,1.3029757130277873,100000,0.6510062255707966,65,40,28,1.0,0.05221808562108241
both,1.05,0.6011752102245642,0.0996,1.3029757130277873,100000,0.6304748831095899,65,40,28,1.0,0.05221808562108241
both,1.1,0.5853446857805626,0.0996,1.3029757130277873,100000,0.6103203950292084,65,40,28,1.0,0.05221808562108241
both,1.15,0.5694985007001753,0.0996,1.3029757130277873,100000,0.5906949812779866,65,40,28,1.0,0.05221808562108241
both,1.2,0.5537814326182812,0.0996,1.3029757130277873,100000,0.5717062957078849,65,40,28,1.0,0.05221808562108241
both,1.25,0.5383111863074889,0.0996,1.3029757130277873,100000,0.5534246616655814,65,40,28,1.0,0.05221808562108241
both,1.3,0.5231796186694951,0.0996,1.3029757130277873,100000,0.5358904465152335,65,40,28,1.0,0.05221808562108241
both,1.4,0.4941864656618004,0.0996,1.3029757130277873,100000,0.5031156748409396,65,40,28,1.0,0.05221808562108241
both,1.5,0.4671279979631277,0.0996,1.3029757130277873,100000,0.47333909770906146,65,40,28,1.0,0.05221808562108241
both,1.75,0.40831586806554426,0.0996,1.3029757130277873,100000,0.41063138925006465,65,40,28,1.0,0.05221808562108241
both,2.0,0.360899731409786,0.0996,1.3029757130277873,100000,0.3614852200392121,65,40,28,1.0,0.05221808562108241
both,1.0,0.6291565049848444,0.08261,1.5061402930165226,100000,0.6543161051196164,67,42,26,1.0,0.044780833974199484
both,1.05,0.6089926837258414,0.08261,1.5061402930165226,100000,0.6299453791420095,67,42,26,1.0,0.044780833974199484
both,1.1,0.5892482217919144,0.08261,1.5061402930165226,100000,0.6066738734213902,67,42,26,1.0,0.044780833974199484
both,1.15,0.5700644384032751,0.08261,1.5061402930165226,100000,0.5845508357067726,67,42,26,1.0,0.044780833974199484
both,1.2,0.5515390035024631,0.08261,1.5061402930165226,100000,0.5635852854966247,67,42,26,1.0,0.044780833974199484
both,1.25,0.5337335629728848,0.08261,1.5061402930165226,100000,0.5437582364636708,67,42,26,1.0,0.044780833974199484
both,1.3,0.5166812461249142,0.08261,1.5061402930165226,100000,0.5250321558513349,67,42,26,1.0,0.044780833974199484
both,1.4,0.4848653283436324,0.08261,1.5061402930165226,100000,0.4906803647940863,67,42,26,1.0,0.044780833974199484
both,1.5,0.45601596760614294,0.08261,1.5061402930165226,100000,0.46008107702980716,67,42,26,1.0,0.044780833974199484
both,1.75,0.3953955425586506,0.08261,1.5061402930165226,100000,0.39705353763479523,67,42,26,1.0,0.044780833974199484
both,2.0,0.34797766647832995,0.08261,1.5061402930165226,100000,0.3485973819696928,67,42,26,1.0,0.044780833974199484
both,1.0,0.6178878424676564,0.05651,1.868213618971102,100000,0.6334337879660823,70,45,23,1.0,0.03383347327865185
both,1.05,0.5932738905773316,0.05651,1.868213618971102,100000,0.6062520448715378,70,45,23,1.0,0.03383347327865185
both,1.1,0.570059654300967,0.05651,1.868213618971102,100000,0.5809880033394217,70,45,23,1.0,0.03383347327865185
both,1.15,0.5482205596232953,0.05651,1.868213618971102,100000,0.5575059980520601,70,45,23,1.0,0.03383347327865185
both,1.2,0.5277056002373227,0.05651,1.868213618971102,100000,0.5356675224243486,70,45,23,1.0,0.03383347327865185
both,1.25,0.5084481942297595,0.05651,1.868213618971102,100000,0.515337671148583,70,45,23,1.0,0.03383347327865185
both,1.3,0.4903737689513556,0.05651,1.868213618971102,100000,0.49638874941450095,70,45,23,1.0,0.03383347327865185
both,1.4,0.45746458636382104,0.05651,1.868213618971102,100000,0.46216859545665623,70,45,23,1.0,0.03383347327865185
both,1.5,0.4283759519759515,0.05651,1.868213618971102,100000,0.4321730215291222,70,45,23,1.0,0.03383347327865185
both,1.75,0.36896425686239953,0.05651,1.868213618971102,100000,0.37145829117835794,70,45,23,1.0,0.03383347327865185
both,2.0,0.3236155686529086,0.05651,1.868213618971102,100000,0.32546548849223433,70,45,23,1.0,0.03383347327865185
