arm,leisure,cec,prob_ruin,mean_retirement_consumption,n_paths,cec_survival_weighted,retire_age,working_years,retired_years,claim_factor,mean_benefit
baseline,1.2,0.6375986705036986,0.12418,1.6008852274688483,100000,0.6345228475200917,62,37,31,0.9296188534715357,0.6142964146779243
baseline,1.25,0.612819582109028,0.12418,1.6008852274688483,100000,0.6096405916159103,62,37,31,0.9296188534715357,0.6142964146779243
baseline,1.3,0.5898232143022697,0.12418,1.6008852274688483,100000,0.5865868322156385,62,37,31,0.9296188534715357,0.6142964146779243
baseline,1.4,0.5485023659070792,0.12418,1.6008852274688483,100000,0.5452425956495847,62,37,31,0.9296188534715357,0.6142964146779243
baseline,1.5,0.5124668559235535,0.12418,1.6008852274688483,100000,0.509256588718382,62,37,31,0.9296188534715357,0.6142964146779243
baseline,1.75,0.4399210056061644,0.12418,1.6008852274688483,100000,0.4369588171423849,62,37,31,0.9296188534715357,0.6142964146779243
baseline,2.0,0.3852143267516252,0.12418,1.6008852274688483,100000,0.3825321603508331,62,37,31,0.9296188534715357,0.6142964146779243
baseline,1.0,0.7510351359476126,0.11716,1.729325895179758,100000,0.7487154814732868,63,38,30,1.0,0.6605178999580591
baseline,1.05,0.7166427166485596,0.11716,1.729325895179758,100000,0.7140043788664359,63,38,30,1.0,0.6605178999580591
baseline,1.1,0.68510814309559,0.11716,1.729325895179758,100000,0.6822622946746244,63,38,30,1.0,0.6605178999580591
baseline,1.15,0.656118673737412,0.11716,1.729325895179758,100000,0.6531442194766893,63,38,30,1.0,0.6605178999580591
baseline,1.2,0.6293988470528472,0.11716,1.729325895179758,100000,0.6263519977921154,63,38,30,1.0,0.6605178999580591
baseline,1.25,0.6047070032022257,0.11716,1.729325895179758,100000,0.6016278813646825,63,38,30,1.0,0.6605178999580591
baseline,1.3,0.5818314735128809,0.11716,1.729325895179758,100000,0.5787487089359535,63,38,30,1.0,0.6605178999580591
baseline,1.4,0.5408106275627059,0.11716,1.729325895179758,100000,0.537775680647242,63,38,30,1.0,0.6605178999580591
baseline,1.5,0.5051093877783092,0.11716,1.729325895179758,100000,0.5021635225550023,63,38,30,1.0,0.6605178999580591
baseline,1.75,0.4333906957657881,0.11716,1.729325895179758,100000,0.4307240909306186,63,38,30,1.0,0.6605178999580591
baseline,2.0,0.379404335361038,0.11716,1.729325895179758,100000,0.3770105512891652,63,38,30,1.0,0.6605178999580591
baseline,1.0,0.7291879097422662,0.0996,2.017560094834387,100000,0.7270077562331523,65,40,28,1.1638080752999713,0.7668024674276824
baseline,1.05,0.6950566745003418,0.0996,2.017560094834387,100000,0.6927876801707804,65,40,28,1.1638080752999713,0.7668024674276824
baseline,1.1,0.6639101128096045,0.0996,2.017560094834387,100000,0.661598437700856,65,40,28,1.1638080752999713,0.7668024674276824
baseline,1.15,0.6353859792176166,0.0996,2.017560094834387,100000,0.6330631577348558,65,40,28,1.1638080752999713,0.7668024674276824
baseline,1.2,0.6091754852796845,0.0996,2.017560094834387,100000,0.6068630243029147,65,40,28,1.1638080752999713,0.7668024674276824
baseline,1.25,0.5850145430466316,0.0996,2.017560094834387,100000,0.5827270101044602,65,40,28,1.1638080752999713,0.7668024674276824
baseline,1.3,0.5626764459962448,0.0996,2.017560094834387,100000,0.5604235685811221,65,40,28,1.1638080752999713,0.7668024674276824
baseline,1.4,0.522713522269459,0.0996,2.017560094834387,100000,0.5205465531605786,65,40,28,1.1638080752999713,0.7668024674276824
baseline,1.5,0.48801512616252507,0.0996,2.017560094834387,100000,0.485943537754,65,40,28,1.1638080752999713,0.7668024674276824
baseline,1.75,0.41848418477740695,0.0996,2.017560094834387,100000,0.4166474224601721,65,40,28,1.1638080752999713,0.7668024674276824
baseline,2.0,0.3662525716764506,0.0996,2.017560094834387,100000,0.3646193791093335,65,40,28,1.1638080752999713,0.7668024674276824
baseline,1.0,0.7004127997882004,0.08261,2.357237941866144,100000,0.6996441233813822,67,42,26,1.3661461143788665,0.8958784828238212
baseline,1.05,0.6673007070938769,0.08261,2.357237941866144,100000,0.6664877502025206,67,42,26,1.3661461143788665,0.8958784828238212
baseline,1.1,0.6371503206955733,0.08261,2.357237941866144,100000,0.6363133226353017,67,42,26,1.3661461143788665,0.8958784828238212
baseline,1.15,0.6095865591370434,0.08261,2.357237941866144,100000,0.6087393849330461,67,42,26,1.3661461143788665,0.8958784828238212
baseline,1.2,0.5842939420406613,0.08261,2.357237941866144,100000,0.5834461065880239,67,42,26,1.3661461143788665,0.8958784828238212
baseline,1.25,0.5610054998008498,0.08261,2.357237941866144,100000,0.5601635156128548,67,42,26,1.3661461143788665,0.8958784828238212
baseline,1.3,0.5394939865871176,0.08261,2.357237941866144,100000,0.5386622740575248,67,42,26,1.3661461143788665,0.8958784828238212
baseline,1.4,0.5010507996762148,0.08261,2.357237941866144,100000,0.5002474454350093,67,42,26,1.3661461143788665,0.8958784828238212
baseline,1.5,0.46770753833162526,0.08261,2.357237941866144,100000,0.4669374600114347,67,42,26,1.3661461143788665,0.8958784828238212
baseline,1.75,0.4009668643399195,0.08261,2.357237941866144,100000,0.4002815906841665,67,42,26,1.3661461143788665,0.8958784828238212
baseline,2.0,0.3508777469240241,0.08261,2.357237941866144,100000,0.35026741549669105,67,42,26,1.3661461143788665,0.8958784828238212
baseline,1.0,0.6491223711126378,0.05651,2.9832764687758457,100000,0.6519729267206943,70,45,23,1.771036874236366,1.148896323083395
baseline,1.05,0.6182670101317809,0.05651,2.9832764687758457,100000,0.6209626008294685,70,45,23,1.771036874236366,1.148896323083395
baseline,1.1,0.5902055160221522,0.05651,2.9832764687758457,100000,0.5927641124480145,70,45,23,1.771036874236366,1.148896323083395
baseline,1.15,0.5645760731025823,0.05651,2.9832764687758457,100000,0.567012398347241,70,45,23,1.771036874236366,1.148896323083395
baseline,1.2,0.5410764880581675,0.05651,2.9832764687758457,100000,0.5434027947610366,70,45,23,1.771036874236366,1.148896323083395
baseline,1.25,0.5194524612353723,0.05651,2.9832764687758457,100000,0.5216790855347266,70,45,23,1.771036874236366,1.148896323083395
baseline,1.3,0.49948850343877504,0.05651,2.9832764687758457,100000,0.5016242683613655,70,45,23,1.771036874236366,1.148896323083395
baseline,1.4,0.4638317693592618,0.05651,2.9832764687758457,100000,0.46580765685213016,70,45,23,1.771036874236366,1.148896323083395
baseline,1.5,0.4329233635563121,0.05651,2.9832764687758457,100000,0.4347627468018934,70,45,23,1.771036874236366,1.148896323083395
baseline,1.75,0.3710941921219011,0.05651,2.9832764687758457,100000,0.3726648732732868,70,45,23,1.771036874236366,1.148896323083395
baseline,2.0,0.32471464879734074,0.05651,2.9832764687758457,100000,0.3260864744494995,70,45,23,1.771036874236366,1.148896323083395
timing,1.0,0.7219462275564785,0.19575,0.8874525509344587,100000,0.7236576608395846,50,25,43,1.0,0.6334533278681187
timing,1.05,0.7053094371420524,0.19575,0.8874525509344587,100000,0.7061041664859025,50,25,43,1.0,0.6334533278681187
timing,1.1,0.6882786814776035,0.19575,0.8874525509344587,100000,0.688243339816915,50,25,43,1.0,0.6334533278681187
timing,1.15,0.6710455537280253,0.19575,0.8874525509344587,100000,0.670272899835873,50,25,43,1.0,0.6334533278681187
timing,1.2,0.6537807394374112,0.19575,0.8874525509344587,100000,0.6523644307856127,50,25,43,1.0,0.6334533278681187
timing,1.25,0.6366304307010049,0.19575,0.8874525509344587,100000,0.6346610391864065,50,25,43,1.0,0.6334533278681187
timing,1.3,0.6197152934282031,0.19575,0.8874525509344587,100000,0.6172775675646548,50,25,43,1.0,0.6334533278681187
timing,1.4,0.5869519060974507,0.19575,0.8874525509344587,100000,0.5838011323571054,50,25,43,1.0,0.6334533278681187
timing,1.5,0.5560040214439278,0.19575,0.8874525509344587,100000,0.552383310959849,50,25,43,1.0,0.6334533278681187
timing,1.75,0.48774048861454333,0.19575,0.8874525509344587,100000,0.48363093540815294,50,25,43,1.0,0.6334533278681187
timing,2.0,0.431952466149806,0.19575,0.8874525509344587,100000,0.4278545200271548,50,25,43,1.0,0.6334533278681187
timing,1.0,0.7477707098860117,0.18519,0.9735795542121648,100000,0.7489621246508184,52,27,41,1.0,0.6419934795180783
timing,1.05,0.7267271758897418,0.18519,0.9735795542121648,100000,0.7268789443768201,52,27,41,1.0,0.6419934795180783
timing,1.1,0.7057231968949028,0.18519,0.9735795542121648,100000,0.7049823250585485,52,27,41,1.0,0.6419934795180783
timing,1.15,0.684962438864957,0.18519,0.9735795542121648,100000,0.6834682488073421,52,27,41,1.0,0.6419934795180783
timing,1.2,0.664606035571525,0.18519,0.9735795542121648,100000,0.6624859167167458,52,27,41,1.0,0.6419934795180783
timing,1.25,0.644775586121058,0.18519,0.9735795542121648,100000,0.6421428749627498,52,27,41,1.0,0.6419934795180783
timing,1.3,0.6255579623830189,0.18519,0.9735795542121648,100000,0.6225113853767285,52,27,41,1.0,0.6419934795180783
timing,1.4,0.5891681704230453,0.18519,0.9735795542121648,100000,0.5855346149089948,52,27,41,1.0,0.6419934795180783
timing,1.5,0.5556432639080827,0.18519,0.9735795542121648,100000,0.551663878998394,52,27,41,1.0,0.6419934795180783
timing,1.75,0.48389090344634006,0.18519,0.9735795542121648,100000,0.4796562623661902,52,27,41,1.0,0.6419934795180783
timing,2.0,0.4268432300145424,0.18519,0.9735795542121648,100000,0.4227476182591525,52,27,41,1.0,0.6419934795180783
timing,1.0,0.7708538383035615,0.16931,1.1227528946162844,100000,0.770719645121309,55,30,38,1.0,0.6518163291711854
timing,1.05,0.7438608338888275,0.16931,1.1227528946162844,100000,0.7427097474468869,55,30,38,1.0,0.6518163291711854
timing,1.1,0.7178070613035348,0.16931,1.1227528946162844,100000,0.7158467461078885,55,30,38,1.0,0.6518163291711854
timing,1.15,0.6928098109436776,0.16931,1.1227528946162844,100000,0.6902145271330529,55,30,38,1.0,0.6518163291711854
timing,1.2,0.6689330764410614,0.16931,1.1227528946162844,100000,0.6658465308026595,55,30,38,1.0,0.6518163291711854
timing,1.25,0.6462006070899975,0.16931,1.1227528946162844,100000,0.6427397962379865,55,30,38,1.0,0.6518163291711854
timing,1.3,0.6246069469962805,0.16931,1.1227528946162844,100000,0.6208662163009157,55,30,38,1.0,0.6518163291711854
timing,1.4,0.5847193514972351,0.16931,1.1227528946162844,100000,0.5806299872160934,55,30,38,1.0,0.6518163291711854
timing,1.5,0.5489312727608078,0.16931,1.1227528946162844,100000,0.5446863619979792,55,30,38,1.0,0.6518163291711854
timing,1.75,0.4746225886106768,0.16931,1.1227528946162844,100000,0.4704162864351692,55,30,38,1.0,0.6518163291711854
timing,2.0,0.4170980837319951,0.16931,1.1227528946162844,100000,0.413161761718418,55,30,38,1.0,0.6518163291711854
timing,1.0,0.7753872297263241,0.15081,1.304204511210683,100000,0.7738778193192363,58,33,35,1.0,0.6580829623919994
timing,1.05,0.744216840200103,0.15081,1.304204511210683,100000,0.7419177175738889,58,33,35,1.0,0.6580829623919994
timing,1.1,0.7148700067557408,0.15081,1.304204511210683,100000,0.7119843192725231,58,33,35,1.0,0.6580829623919994
timing,1.15,0.6873015698969186,0.15081,1.304204511210683,100000,0.6839867017455102,58,33,35,1.0,0.6580829623919994
timing,1.2,0.6614359705331199,0.15081,1.304204511210683,100000,0.6578131219464378,58,33,35,1.0,0.6580829623919994
timing,1.25,0.6371804905775,0.15081,1.304204511210683,100000,0.6333426214796023,58,33,35,1.0,0.6580829623919994
timing,1.3,0.6144343538101016,0.15081,1.304204511210683,100000,0.6104525593743672,58,33,35,1.0,0.6580829623919994
timing,1.4,0.5730607994682112,0.15081,1.304204511210683,100000,0.5689409316046105,58,33,35,1.0,0.6580829623919994
timing,1.5,0.536528240944844,0.15081,1.304204511210683,100000,0.5323979384644206,58,33,35,1.0,0.6580829623919994
timing,1.75,0.461996431136186,0.15081,1.304204511210683,100000,0.458089834126833,58,33,35,1.0,0.6580829623919994
timing,2.0,0.4051606232103539,0.15081,1.304204511210683,100000,0.4015819276659444,58,33,35,1.0,0.6580829623919994
timing,1.0,0.7693268510507609,0.1391,1.444257463880203,100000,0.7672493200818523,60,35,33,1.0,0.6602356792146212
timing,1.05,0.7365123739093891,0.1391,1.444257463880203,100000,0.7338306725769492,60,35,33,1.0,0.6602356792146212
timing,1.1,0.705975683155111,0.1391,1.444257463880203,100000,0.7028642971836555,60,35,33,1.0,0.6602356792146212
timing,1.15,0.677564521463359,0.1391,1.444257463880203,100000,0.6741537004976458,60,35,33,1.0,0.6602356792146212
timing,1.2,0.6511201404927679,0.1391,1.444257463880203,100000,0.6475069962890808,60,35,33,1.0,0.6602356792146212
timing,1.25,0.6264858373508646,0.1391,1.444257463880203,100000,0.6227427288725138,60,35,33,1.0,0.6602356792146212
timing,1.3,0.6035119056009274,0.1391,1.444257463880203,100000,0.5996927106174896,60,35,33,1.0,0.6602356792146212
timing,1.4,0.5619955277849515,0.1391,1.444257463880203,100000,0.5581340063161827,60,35,33,1.0,0.6602356792146212
timing,1.5,0.5255800564044293,0.1391,1.444257463880203,100000,0.5217659324890486,60,35,33,1.0,0.6602356792146212
timing,1.75,0.45181777361959174,0.1391,1.444257463880203,100000,0.44828205091710915,60,35,33,1.0,0.6602356792146212
timing,2.0,0.39590752422424236,0.1391,1.444257463880203,100000,0.3926983930220434,60,35,33,1.0,0.6602356792146212
timing,1.0,0.756411627901743,0.12418,1.6047608580097832,100000,0.7541628619364513,62,37,31,1.0,0.6608046000615388
timing,1.05,0.7227970207694587,0.12418,1.6047608580097832,100000,0.7201247570484617,62,37,31,1.0,0.6608046000615388
timing,1.1,0.691778622265435,0.12418,1.6047608580097832,100000,0.6888180851423729,62,37,31,1.0,0.6608046000615388
timing,1.15,0.6631169356697634,0.12418,1.6047608580097832,100000,0.6599662829156419,62,37,31,1.0,0.6608046000615388
timing,1.2,0.6365890000239822,0.12418,1.6047608580097832,100000,0.6333196094207756,62,37,31,1.0,0.6608046000615388
timing,1.25,0.6119909579115781,0.12418,1.6047608580097832,100000,0.6086547919963915,62,37,31,1.0,0.6608046000615388
timing,1.3,0.5891384962138544,0.12418,1.6047608580097832,100000,0.5857733812366286,62,37,31,1.0,0.6608046000615388
timing,1.4,0.5480258113785405,0.12418,1.6047608580097832,100000,0.5446776585345068,62,37,31,1.0,0.6608046000615388
timing,1.5,0.5121274078154127,0.12418,1.6047608580097832,100000,0.5088547949434863,62,37,31,1.0,0.6608046000615388
timing,1.75,0.43976264521614167,0.12418,1.6047608580097832,100000,0.43677178566162467,62,37,31,1.0,0.6608046000615388
timing,2.0,0.3851327725643814,0.12418,1.6047608580097832,100000,0.3824359451520969,62,37,31,1.0,0.6608046000615388
timing,1.0,0.747904479799174,0.11716,1.694098273848662,100000,0.7457632023115315,63,38,30,1.0,0.6605178999580591
timing,1.05,0.7141617605639674,0.11716,1.694098273848662,100000,0.7116719087420806,63,38,30,1.0,0.6605178999580591
timing,1.1,0.6831242469929123,0.11716,1.694098273848662,100000,0.6804016772243688,63,38,30,1.0,0.6605178999580591
timing,1.15,0.6545186238231846,0.11716,1.694098273848662,100000,0.651646540367421,63,38,30,1.0,0.6605178999580591
timing,1.2,0.6280979102542785,0.11716,1.694098273848662,100000,0.6251362343711797,63,38,30,1.0,0.6605178999580591
timing,1.25,0.603641185470997,0.11716,1.694098273848662,100000,0.6006331412743782,63,38,30,1.0,0.6605178999580591
timing,1.3,0.5809520112980985,0.11716,1.694098273848662,100000,0.5779287773972204,63,38,30,1.0,0.6605178999580591
timing,1.4,0.5401998641610004,0.11716,1.694098273848662,100000,0.5372071886171877,63,38,30,1.0,0.6605178999580591
timing,1.5,0.504675010566483,0.11716,1.694098273848662,100000,0.5017596732284761,63,38,30,1.0,0.6605178999580591
timing,1.75,0.43318850312899204,0.11716,1.694098273848662,100000,0.4305364230926133,63,38,30,1.0,0.6605178999580591
timing,2.0,0.37930032230335775,0.11716,1.694098273848662,100000,0.3769140891424684,63,38,30,1.0,0.6605178999580591
timing,1.0,0.7262836513411163,0.0996,1.890806310097945,100000,0.7248161148460787,65,40,28,1.0,0.6588736439468674
timing,1.05,0.6927674335357393,0.0996,1.890806310097945,100000,0.6910632407558075,65,40,28,1.0,0.6588736439468674
timing,1.1,0.6620873313117867,0.0996,1.890806310097945,100000,0.6602273239082744,65,40,28,1.0,0.6588736439468674
timing,1.15,0.6339209186207483,0.0996,1.890806310097945,100000,0.6319623800982687,65,40,28,1.0,0.6588736439468674
timing,1.2,0.6079876202146319,0.0996,1.890806310097945,100000,0.6059713401010947,65,40,28,1.0,0.6588736439468674
timing,1.25,0.5840435764376051,0.0996,1.890806310097945,100000,0.581998690130338,65,40,28,1.0,0.6588736439468674
timing,1.3,0.561876751318798,0.0996,1.890806310097945,100000,0.5598240890239132,65,40,28,1.0,0.6588736439468674
timing,1.4,0.5221597352903287,0.0996,1.890806310097945,100000,0.5201318025416818,65,40,28,1.0,0.6588736439468674
timing,1.5,0.48762205910232465,0.0996,1.890806310097945,100000,0.48564934890248707,65,40,28,1.0,0.6588736439468674
timing,1.75,0.41830175444605844,0.0996,1.890806310097945,100000,0.41651101356251713,65,40,28,1.0,0.6588736439468674
timing,2.0,0.3661588584670558,0.0996,1.890806310097945,100000,0.36454933930853783,65,40,28,1.0,0.6588736439468674
timing,1.0,0.6984998517771376,0.08261,2.11713007786163,100000,0.6984350581007847,67,42,26,1.0,0.6557706188193073
timing,1.05,0.6657973506788121,0.08261,2.11713007786163,100000,0.6655385552164895,67,42,26,1.0,0.6557706188193073
timing,1.1,0.6359561238751456,0.08261,2.11713007786163,100000,0.6355599480411268,67,42,26,1.0,0.6557706188193073
timing,1.15,0.6086285430737526,0.08261,2.11713007786163,100000,0.6081354064493368,67,42,26,1.0,0.6557706188193073
timing,1.2,0.5835183764356349,0.08261,2.11713007786163,100000,0.5829574134316695,67,42,26,1.0,0.6557706188193073
timing,1.25,0.5603723399132565,0.08261,2.11713007786163,100000,0.5597647265501019,67,42,26,1.0,0.6557706188193073
timing,1.3,0.5389730461132108,0.08261,2.11713007786163,100000,0.5383342815667895,67,42,26,1.0,0.6557706188193073
timing,1.4,0.5006906093120216,0.08261,2.11713007786163,100000,0.5000207854807461,67,42,26,1.0,0.6557706188193073
timing,1.5,0.4674521606213744,0.08261,2.11713007786163,100000,0.4667768167684536,67,42,26,1.0,0.6557706188193073
timing,1.75,0.40084852582073466,0.08261,2.11713007786163,100000,0.4002071913990669,67,42,26,1.0,0.6557706188193073
timing,2.0,0.35081700404658056,0.08261,2.11713007786163,100000,0.35022923664657574,67,42,26,1.0,0.6557706188193073
timing,1.0,0.6479524292537246,0.05651,2.483094093886656,100000,0.6512489243879673,70,45,23,1.0,0.648713948194204
timing,1.05,0.6173491897311897,0.05651,2.483094093886656,100000,0.6203948827181368,70,45,23,1.0,0.648713948194204
timing,1.1,0.5894774568714015,0.05651,2.483094093886656,100000,0.5923139354263584,70,45,23,1.0,0.648713948194204
timing,1.15,0.5639926543080781,0.05651,2.483094093886656,100000,0.5666517609720709,70,45,23,1.0,0.648713948194204
timing,1.2,0.5406046024723095,0.05651,2.483094093886656,100000,0.5431111694095847,70,45,23,1.0,0.648713948194204
timing,1.25,0.519067501874504,0.05651,2.483094093886656,100000,0.5214412258894945,70,45,23,1.0,0.648713948194204
timing,1.3,0.4991719624116615,0.05651,2.483094093886656,100000,0.5014287137081918,70,45,23,1.0,0.648713948194204
timing,1.4,0.4636131033197718,0.05651,2.483094093886656,100000,0.46567259985320286,70,45,23,1.0,0.648713948194204
timing,1.5,0.43276842576541485,0.05651,2.483094093886656,100000,0.43466706673157585,70,45,23,1.0,0.648713948194204
timing,1.75,0.3710224619608884,0.05651,2.483094093886656,100000,0.37262058771666284,70,45,23,1.0,0.648713948194204
timing,2.0,0.32467784630287067,0.05651,2.483094093886656,100000,0.326063755558593,70,45,23,1.0,0.648713948194204
