gamma,sweep,cec,mean_equity,mean_domestic,gain_pct
2.0,0,1.5251584441908899,0.9926470588235294,0.08235294117647061,12.615479241776995
2.0,1,1.5251775906805922,0.9911764705882353,0.08235294117647061,0.0012553770905032735
5.0,0,1.1167525650854244,0.9838235294117645,0.08823529411764706,6.5484222202988995
5.0,1,1.1169834288082223,0.9852941176470589,0.08823529411764706,0.020672773004126732
10.0,0,0.7946461117300089,0.9647058823529411,0.11176470588235295,2.83811306617876
10.0,1,0.7960933102030117,0.9632352941176471,0.11764705882352941,0.18211861250438943
