width,rate_floor,rate_cap,cec,mean_savings_rate,matched_value_pct,extrapolated,prob_ruin,p5_retirement_consumption,median_retirement_consumption,increment_pct
0.0,0.1,0.1,0.7852658533060626,0.10000000000000007,0.0,False,0.1467,0.707607825735363,1.4224375125292372,-0.624586955781492
0.01,0.09000000000000001,0.11,0.7914775325007956,0.09723074508263689,0.5690893319228341,False,0.1467,0.7040645655877531,1.4037737540862203,-0.055497623858657974
0.02,0.08,0.12000000000000001,0.7971614243948466,0.0957438417126449,1.1716964079051095,False,0.1467,0.7024038645980031,1.3931497899949599,0.5471094521236175
0.03,0.07,0.13,0.802185859514203,0.09533463660432849,1.7762954423550026,False,0.1467,0.7034995970508446,1.3931307275732148,1.1517084865735105
0.05,0.05,0.15000000000000002,0.8103329511132085,0.09601964188340775,2.8658921092391765,False,0.1467,0.7082851122657384,1.4075222794516389,2.2413051534576844
0.075,0.02500000000000001,0.175,0.8191325757739595,0.09536401857810048,3.928812637904211,False,0.1467,0.7160978058586244,1.4335689830822127,3.304225682122719
0.1,0.0,0.2,0.8257914436916207,0.09388952025650132,4.651151311565349,False,0.1467,0.7234288438847118,1.4551260841788898,4.026564355783857
0.15,0.0,0.25,0.8263227260497668,0.09585303028004707,4.881796567173069,False,0.1467,0.7324265830963278,1.485402356044586,4.257209611391577
0.3,0.0,0.4,0.8265128163261406,0.0967234861555981,4.978504697276009,False,0.1467,0.7388296610397573,1.5019698490508901,4.353917741494517
