hedge_cost,optimal_hedge_ratio,cec_at_optimum,gain_over_unhedged_pct
0.0,0.0,1.0485096914222272,0.0
0.001,0.0,1.0485096914222272,0.0
0.002,0.0,1.0485096914222272,0.0
0.003,0.0,1.0485096914222272,0.0
0.005,0.0,1.0485096914222272,0.0
0.0075,0.0,1.0485096914222272,0.0
0.01,0.0,1.0485096914222272,0.0
0.015,0.0,1.0485096914222272,0.0
0.02,0.0,1.0485096914222272,0.0
