fund_earnings_tax,cec,prob_ruin,median_wealth,cost_pct
0.0,0.7223411587603107,0.11872,49.45697724766477,0.0
0.05,0.6847891058476235,0.11872,45.396152245615646,-5.198658896460273
0.075,0.6660023298215932,0.11872,43.542943212370915,-7.799476501575342
0.1,0.6466421061663011,0.11872,41.7477463539217,-10.479681474045455
0.15,0.6012469385040059,0.11872,38.35832456742722,-16.764131295540174
