mean_block_years,dom_eq_mean_annualised,dom_eq_sd_annualised,dom_eq_p5_annualised,dom_eq_p95_annualised,within_path_ar1
1.0,0.04402369811348815,0.040813457297419274,-0.01940209113641367,0.10168536369345278,-0.015453716197777407
5.0,0.04324031807262809,0.04114132867231318,-0.020920656769287872,0.09795182893172802,0.03050131288864822
10.0,0.04265259513869733,0.040069962377352046,-0.020118972358021216,0.09535723055751158,0.045852308621691235
20.0,0.04266384081125463,0.038835020917251224,-0.018841366453568983,0.09342461763939755,0.056610596810681535
