bucket,n_paths,optimal_equity_share,cec_at_optimum,cec_at_worst,cec_at_low_end,cec_at_high_end,range_pct,margin_over_low_end_pct,margin_over_high_end_pct,margin_over_runner_up_pct,at_grid_edge
Expensive,53097,1.0,1.0591375749839245,0.9337902645499051,0.9337902645499051,1.0591375749839245,13.42349724479488,13.42349724479488,0.0,0.11129541592211911,True
Middling,19382,1.0,1.0571457968159024,0.9160849489591102,0.9160849489591102,1.0571457968159024,15.398227862718494,15.398227862718494,0.0,0.5229959506428905,True
Cheap,18231,1.0,1.0011051971191718,0.9048796091689343,0.9048796091689343,1.0011051971191718,10.634076287630535,10.634076287630535,0.0,0.27390037084749075,True
