series,bootstrap_mean,panel_pooled_mean,panel_country_weighted_mean,mean_gap_bp,bootstrap_std,panel_pooled_std,std_ratio,bootstrap_skew,bootstrap_kurtosis
dom_eq,0.06963969223967882,0.07015528104025122,0.07015528104025122,-5.155888005723974,0.2350724483196586,0.23053364708711566,1.019688237660283,0.2730924741383115,1.8985332137941224
intl_eq,0.08117006111678447,0.08119156360483908,0.08119156360483909,-0.21502488054603308,0.20329118937873694,0.1977779865650923,1.0278757151359217,1.1321524845412012,9.931478706965013
bond,0.02199031032133447,0.02256692303884187,0.022566923038841866,-5.766127175074014,0.1174225703880656,0.11838120121562615,0.9919021701273799,-0.23997785100449792,3.7354348052323196
bill,0.005008733108574541,0.004343380330335424,0.004343380330335423,6.653527782391174,0.07643792622012342,0.07952529303996926,0.9611775486536827,-1.8882554628398747,13.896244896210757
inflation,0.07113696887706611,0.07298427260682834,0.07298427260682833,-18.473037297622312,0.5202153979777465,0.5618388111898579,0.9259157388505047,39.91578482370076,1878.9597385924685
