peak_marginal,top_statutory,torpedo_marginal,torpedo_statutory,torpedo_excess,torpedo_at,torpedo_multiple
0.24000000000011368,0.37,0.2220000000000491,0.12,0.10200000000004911,0.915,1.8500000000004093
