bucket,bucket_index,n_paths,strategy,label,cec_crra_gamma2,cec_crra_gamma5,cec_crra_gamma10,prob_ruin,median_retirement_consumption,p5_retirement_consumption,median_wealth_at_retirement
Low inflation,0,16223,domestic_080,80% domestic equity,1.2756665053746807,0.9486085326845641,0.6988553531412633,0.17678604450471552,1.342659754053295,0.6288300605774882,18.053092098230685
Low inflation,0,16223,domestic_090,90% domestic equity,1.2304393020122797,0.9161770314098299,0.6821442071993847,0.20766812550083216,1.292826276196166,0.605606278884987,17.002220170747524
Low inflation,0,16223,domestic_100,100% domestic equity,1.1845832161015493,0.884724617652319,0.6668074773852284,0.24206373667015965,1.2401297370104412,0.5840927992352596,15.912752043996038
Moderate,1,33621,equity_000,0% equity,0.9006496714613353,0.7703195758315263,0.6347068434759309,0.44811278665120013,0.912144462344946,0.5347569912592964,7.716298885160587
Moderate,1,33621,equity_010,10% equity,0.9394282836341747,0.7967953486794973,0.649705824129145,0.3711370869397103,0.9547542155009874,0.5518865396437863,8.666269658921644
Moderate,1,33621,equity_020,20% equity,0.9818506091293404,0.8252329058510619,0.665347502247031,0.3034115582522828,1.0023221383756504,0.5709230440080161,9.702094588049322
Moderate,1,33621,equity_030,30% equity,1.0276448876041746,0.8551529683591306,0.6812595724400555,0.24490645727372773,1.0532359724244338,0.5904721631328343,10.836770374562198
Moderate,1,33621,equity_040,40% equity,1.076369003845578,0.8859199931037124,0.6969517239151592,0.2020463400850659,1.106539948764905,0.6095342210825242,12.050696615309564
Moderate,1,33621,equity_050,50% equity,1.1277996965788573,0.9172157057149279,0.712129664948555,0.1717081585913566,1.1626625652911642,0.6290347549872529,13.345465615401109
Moderate,1,33621,equity_060,60% equity,1.1816680181481523,0.9484666155893687,0.7264449974571463,0.1502632283394307,1.2216178126975616,0.6497810577545877,14.7925348232801
Moderate,1,33621,equity_070,70% equity,1.2374326335744013,0.979022415929824,0.740326146981329,0.13494542101662652,1.2842542080950756,0.6691485859560993,16.229762833785646
Moderate,1,33621,equity_080,80% equity,1.294252330866915,1.0077948578972595,0.752368709373064,0.12367270455965022,1.3474843634655453,0.6871123091126197,17.76125116582441
Moderate,1,33621,equity_090,90% equity,1.3510163983915606,1.0336231309860577,0.7620882791018042,0.1155527795128045,1.4112579123672213,0.7013259919656464,19.35249688236799
Moderate,1,33621,equity_100,100% equity,1.4060957210457974,1.0547647401751739,0.7684847460830417,0.11165640522292615,1.475615147746743,0.7129741259524023,21.051622099471615
Moderate,1,33621,domestic_000,0% domestic equity,1.5162404610607352,1.1126213726649354,0.7899784850602757,0.08637458731150174,1.6005389036270006,0.7574495597136188,24.131637919354635
Moderate,1,33621,domestic_010,10% domestic equity,1.5102493115593643,1.1199650680083848,0.7994250192076292,0.07831414889503584,1.5894416288928535,0.7656370554484843,23.744752260086337
Moderate,1,33621,domestic_020,20% domestic equity,1.495269173009835,1.1170912865130196,0.8016001592208597,0.07822491894946611,1.5704159092046472,0.7622505071305166,23.172897193644655
Moderate,1,33621,domestic_030,30% domestic equity,1.472188733030051,1.1044705728152833,0.7965943979122284,0.08408435204187859,1.5441677012018986,0.7527843203469589,22.581263060582785
Moderate,1,33621,domestic_040,40% domestic equity,1.4419901962568415,1.082963242483236,0.7850997622040925,0.09553552838999435,1.5115395830304599,0.7367228017928386,21.875228455130166
Moderate,1,33621,domestic_050,50% domestic equity,1.4060957210457974,1.0547647401751739,0.7684847460830417,0.11165640522292615,1.475615147746743,0.7129741259524023,21.051622099471615
Moderate,1,33621,domestic_060,60% domestic equity,1.3661185104761058,1.0226988074403809,0.7497282914470665,0.13066238362927932,1.4355653623113402,0.6859490807425721,20.171969253040768
Moderate,1,33621,domestic_070,70% domestic equity,1.3236244081197412,0.9892375981488192,0.7306274875240948,0.15436780583563844,1.3913204722570547,0.6592061778496925,19.205391585419214
Moderate,1,33621,domestic_080,80% domestic equity,1.2801021908188097,0.9566022071579402,0.7126543283602853,0.17783528152047828,1.345127664047956,0.6318302182084473,18.26677099810959
Moderate,1,33621,domestic_090,90% domestic equity,1.2358028595390527,0.924732612419921,0.6955925839902017,0.2074893667648196,1.2981722889701044,0.6087301790503143,17.238197150435184
Moderate,1,33621,domestic_100,100% domestic equity,1.191529275626546,0.8943091773906611,0.6794908272544754,0.23979060706106303,1.2503779668032173,0.5889531242053604,16.156520906655587
High inflation,2,41573,equity_000,0% equity,0.8954465463715057,0.7618508752595096,0.6253624129749414,0.4728549779905227,0.9070259930591363,0.5293598211729574,7.7018521132362245
High inflation,2,41573,equity_010,10% equity,0.934071012576468,0.7871791347863292,0.6387919046218954,0.399153296610781,0.9500119401272543,0.5441624485239231,8.65472385537287
High inflation,2,41573,equity_020,20% equity,0.9766252393190453,0.8146240347905619,0.6529695216632984,0.32915594255887237,0.9974683322068486,0.5612352351221921,9.732111946201686
High inflation,2,41573,equity_030,30% equity,1.0228239176152174,0.8436396648052769,0.6674758789300625,0.27135400380054364,1.0503481642321049,0.5794363193300593,10.891562901915043
High inflation,2,41573,equity_040,40% equity,1.072385875780068,0.8737589674414868,0.6818307934224468,0.22507396627618886,1.1056229294235096,0.5986253844023194,12.165770439261937
High inflation,2,41573,equity_050,50% equity,1.1251337858233665,0.9046150870706217,0.6958480684913556,0.19498232025593534,1.1651795862597436,0.6175314218642132,13.548033911498287
High inflation,2,41573,equity_060,60% equity,1.1809876200078742,0.9360423991428045,0.7094742099934647,0.17174608519952855,1.227580446304365,0.6362678330903211,15.025703073368138
High inflation,2,41573,equity_070,70% equity,1.2395323509024023,0.9673824158067974,0.7223683418603963,0.15353715151660935,1.2938613334812699,0.6566614764469234,16.62611763831068
High inflation,2,41573,equity_080,80% equity,1.3000146462368805,0.997714692654113,0.7342480740839218,0.13939335626488344,1.3635063890432075,0.6752644781929725,18.2950660349107
High inflation,2,41573,equity_090,90% equity,1.3613647298930833,1.0259308883892055,0.7445380796422677,0.12919442907656412,1.4344780941007975,0.6926010103731058,20.053722759544392
High inflation,2,41573,equity_100,100% equity,1.421897336170532,1.0502142844610574,0.7520394034451375,0.12233901811271738,1.5058499162558965,0.7055128019278065,21.832708688278885
High inflation,2,41573,domestic_000,0% domestic equity,1.5466127262110647,1.1175308797832726,0.7807109094294699,0.08991412695740024,1.652072694700605,0.7607312208484194,25.377308059409362
High inflation,2,41573,domestic_010,10% domestic equity,1.5401940997813068,1.1261988724210685,0.789399674520052,0.08366006783248743,1.6362054529974324,0.7694831494072607,24.88390081892172
High inflation,2,41573,domestic_020,20% domestic equity,1.5237250993876006,1.1236647040261654,0.7911961027143855,0.08168763380078416,1.6130038082786586,0.7691211910398775,24.29118790359946
High inflation,2,41573,domestic_030,30% domestic equity,1.4975553498705907,1.108782353869391,0.7846239080510906,0.08856709883818825,1.5829465212531586,0.7554195103593049,23.526440825881636
High inflation,2,41573,domestic_040,40% domestic equity,1.4629985219799888,1.0831987849577607,0.7702257970211224,0.10302359704615976,1.5471001063085938,0.7336407429753944,22.72088240209708
High inflation,2,41573,domestic_050,50% domestic equity,1.421897336170532,1.0502142844610574,0.7520394034451375,0.12233901811271738,1.5058499162558965,0.7055128019278065,21.832708688278885
High inflation,2,41573,domestic_060,60% domestic equity,1.3765261990782862,1.0135831294475062,0.7321472794870165,0.14499795540374763,1.4619926842489144,0.6742082989900184,20.888064282859258
High inflation,2,41573,domestic_070,70% domestic equity,1.329055773230672,0.9767500333257518,0.7128453488309935,0.17237149111201983,1.412914444154149,0.643056869094796,19.86191363992699
High inflation,2,41573,domestic_080,80% domestic equity,1.2809416759942969,0.9415538380271444,0.6951285343770046,0.19928799942270223,1.3598284974913588,0.6165293976608422,18.773708638426687
High inflation,2,41573,domestic_090,90% domestic equity,1.2326211055062601,0.9081765405644131,0.6785910436021068,0.2302455920910206,1.3031981831832051,0.5932657077421877,17.576571278745224
High inflation,2,41573,domestic_100,100% domestic equity,1.184641461361995,0.8769487758173663,0.6635617499775736,0.2651239987491882,1.245232403283922,0.5728535074453924,16.36874449426079
