system,leisure,cec,prob_ruin,mean_retirement_consumption,n_paths,cec_survival_weighted,retire_age,working_years,retired_years,claim_factor,mean_benefit
us,1.1,0.68510814309559,0.11716,1.729325895179758,100000,0.6822622946746244,63,38,30,1.0,0.6605178999580591
us,1.15,0.656118673737412,0.11716,1.729325895179758,100000,0.6531442194766893,63,38,30,1.0,0.6605178999580591
us,1.2,0.6293988470528472,0.11716,1.729325895179758,100000,0.6263519977921154,63,38,30,1.0,0.6605178999580591
us,1.25,0.6047070032022257,0.11716,1.729325895179758,100000,0.6016278813646825,63,38,30,1.0,0.6605178999580591
us,1.3,0.5818314735128809,0.11716,1.729325895179758,100000,0.5787487089359535,63,38,30,1.0,0.6605178999580591
us,1.4,0.5408106275627059,0.11716,1.729325895179758,100000,0.537775680647242,63,38,30,1.0,0.6605178999580591
us,1.5,0.5051093877783092,0.11716,1.729325895179758,100000,0.5021635225550023,63,38,30,1.0,0.6605178999580591
us,1.75,0.4333906957657881,0.11716,1.729325895179758,100000,0.4307240909306186,63,38,30,1.0,0.6605178999580591
us,2.0,0.379404335361038,0.11716,1.729325895179758,100000,0.3770105512891652,63,38,30,1.0,0.6605178999580591
us,1.0,0.7291879097422662,0.0996,2.017560094834387,100000,0.7270077562331523,65,40,28,1.1638080752999713,0.7668024674276824
us,1.05,0.6950566745003418,0.0996,2.017560094834387,100000,0.6927876801707804,65,40,28,1.1638080752999713,0.7668024674276824
