system,leisure,cec,prob_ruin,mean_retirement_consumption,n_paths,cec_survival_weighted,retire_age,working_years,retired_years,claim_factor,mean_benefit
au_pension_only,1.25,0.5084481942297595,0.05651,1.868213618971102,100000,0.515337671148583,70,45,23,1.0,0.03383347327865185
au_pension_only,1.3,0.4903737689513556,0.05651,1.868213618971102,100000,0.49638874941450095,70,45,23,1.0,0.03383347327865185
au_pension_only,1.4,0.45746458636382104,0.05651,1.868213618971102,100000,0.46216859545665623,70,45,23,1.0,0.03383347327865185
au_pension_only,1.5,0.4283759519759515,0.05651,1.868213618971102,100000,0.4321730215291222,70,45,23,1.0,0.03383347327865185
au_pension_only,1.75,0.36896425686239953,0.05651,1.868213618971102,100000,0.37145829117835794,70,45,23,1.0,0.03383347327865185
au_pension_only,2.0,0.3236155686529086,0.05651,1.868213618971102,100000,0.32546548849223433,70,45,23,1.0,0.03383347327865185
au_as_legislated,1.0,0.5447910179575541,0.19575,0.8864995516753141,100000,0.5688400320131692,50,25,43,1.0,0.060939614965942565
au_as_legislated,1.05,0.5405578119378366,0.19575,0.8864995516753141,100000,0.5633704075070416,50,25,43,1.0,0.060939614965942565
au_as_legislated,1.1,0.5358721198792513,0.19575,0.8864995516753141,100000,0.5573742372488381,50,25,43,1.0,0.060939614965942565
au_as_legislated,1.15,0.5307424990037664,0.19575,0.8864995516753141,100000,0.5508769667795016,50,25,43,1.0,0.060939614965942565
au_as_legislated,1.2,0.5251854117622579,0.19575,0.8864995516753141,100000,0.5439135873804576,50,25,43,1.0,0.060939614965942565
au_as_legislated,1.25,0.519224680679033,0.19575,0.8864995516753141,100000,0.536527151772074,50,25,43,1.0,0.060939614965942565
au_as_legislated,1.3,0.5128906139841964,0.19575,0.8864995516753141,100000,0.5287669602697908,50,25,43,1.0,0.060939614965942565
au_as_legislated,1.4,0.4992491656589776,0.19575,0.8864995516753141,100000,0.5123418160855407,50,25,43,1.0,0.060939614965942565
au_as_legislated,1.5,0.48458670446640567,0.19575,0.8864995516753141,100000,0.49508272637279177,50,25,43,1.0,0.060939614965942565
au_as_legislated,1.75,0.44569964366003606,0.19575,0.8864995516753141,100000,0.45094383980288294,50,25,43,1.0,0.060939614965942565
au_as_legislated,2.0,0.40713375410893365,0.19575,0.8864995516753141,100000,0.4089729805877235,50,25,43,1.0,0.060939614965942565
au_as_legislated,1.0,0.6006357362959495,0.18519,1.047519411910098,100000,0.6255829348020626,52,27,41,1.0,0.05561568653356937
au_as_legislated,1.05,0.5933045971194237,0.18519,1.047519411910098,100000,0.6162598305391098,52,27,41,1.0,0.05561568653356937
au_as_legislated,1.1,0.5853750003522571,0.18519,1.047519411910098,100000,0.6063146395248089,52,27,41,1.0,0.05561568653356937
au_as_legislated,1.15,0.5769024154594339,0.18519,1.047519411910098,100000,0.5958379278049725,52,27,41,1.0,0.05561568653356937
au_as_legislated,1.2,0.5679520812589072,0.18519,1.047519411910098,100000,0.5849269933418918,52,27,41,1.0,0.05561568653356937
au_as_legislated,1.25,0.558595910085939,0.18519,1.047519411910098,100000,0.5736812640838423,52,27,41,1.0,0.05561568653356937
au_as_legislated,1.3,0.5489093257980666,0.18519,1.047519411910098,100000,0.5621982247951158,52,27,41,1.0,0.05561568653356937
au_as_legislated,1.4,0.5288467440319453,0.18519,1.047519411910098,100000,0.5388815472128322,52,27,41,1.0,0.05561568653356937
au_as_legislated,1.5,0.508335736743073,0.18519,1.047519411910098,100000,0.5156146787883751,52,27,41,1.0,0.05561568653356937
au_as_legislated,1.75,0.45801170728188795,0.18519,1.047519411910098,100000,0.46046916321460196,52,27,41,1.0,0.05561568653356937
au_as_legislated,2.0,0.4122868511181307,0.18519,1.047519411910098,100000,0.41213640866738094,52,27,41,1.0,0.05561568653356937
au_as_legislated,1.0,0.6741246127031169,0.16931,1.3378011205838614,100000,0.6951472306000255,55,30,38,1.0,0.048153746142473794
au_as_legislated,1.05,0.6598121945333605,0.16931,1.3378011205838614,100000,0.6779145474494719,55,30,38,1.0,0.048153746142473794
au_as_legislated,1.1,0.6450271230713837,0.16931,1.3378011205838614,100000,0.6604266212150622,55,30,38,1.0,0.048153746142473794
au_as_legislated,1.15,0.6299362900454314,0.16931,1.3378011205838614,100000,0.6428749895636413,55,30,38,1.0,0.048153746142473794
au_as_legislated,1.2,0.6146942332448593,0.16931,1.3378011205838614,100000,0.6254239286074804,55,30,38,1.0,0.048153746142473794
au_as_legislated,1.25,0.5994384715609232,0.16931,1.3378011205838614,100000,0.6082087978297317,55,30,38,1.0,0.048153746142473794
au_as_legislated,1.3,0.584287042058624,0.16931,1.3378011205838614,100000,0.5913368046108316,55,30,38,1.0,0.048153746142473794
au_as_legislated,1.4,0.5546694062673151,0.16931,1.3378011205838614,100000,0.5589251894580937,55,30,38,1.0,0.048153746142473794
au_as_legislated,1.5,0.5264015445542197,0.16931,1.3378011205838614,100000,0.5285897094038277,55,30,38,1.0,0.048153746142473794
au_as_legislated,1.75,0.46323679380158134,0.16931,1.3378011205838614,100000,0.4624262423302825,55,30,38,1.0,0.048153746142473794
au_as_legislated,2.0,0.41098519469693545,0.16931,1.3378011205838614,100000,0.4089139247542044,55,30,38,1.0,0.048153746142473794
au_as_legislated,1.0,0.7159778060636237,0.15081,1.7043758080913236,100000,0.7317176643483161,58,33,35,1.0,0.04052054332763092
au_as_legislated,1.05,0.6944843314420273,0.15081,1.7043758080913236,100000,0.7070730772208298,58,33,35,1.0,0.04052054332763092
au_as_legislated,1.1,0.6732282241624843,0.15081,1.7043758080913236,100000,0.6831316220267798,58,33,35,1.0,0.04052054332763092
au_as_legislated,1.15,0.6523926247592294,0.15081,1.7043758080913236,100000,0.6600315091458584,58,33,35,1.0,0.04052054332763092
au_as_legislated,1.2,0.6321146029108502,0.15081,1.7043758080913236,100000,0.6378593538977599,58,33,35,1.0,0.04052054332763092
au_as_legislated,1.25,0.6124908688987203,0.15081,1.7043758080913236,100000,0.6166611746655872,58,33,35,1.0,0.04052054332763092
au_as_legislated,1.3,0.5935844259961309,0.15081,1.7043758080913236,100000,0.5964522791773782,58,33,35,1.0,0.04052054332763092
au_as_legislated,1.4,0.5580460347808623,0.15081,1.7043758080913236,100000,0.5589582966094757,58,33,35,1.0,0.04052054332763092
au_as_legislated,1.5,0.5255643778917835,0.15081,1.7043758080913236,100000,0.5251621251135279,58,33,35,1.0,0.04052054332763092
au_as_legislated,1.75,0.45668590771130885,0.15081,1.7043758080913236,100000,0.45462479957185004,58,33,35,1.0,0.04052054332763092
au_as_legislated,2.0,0.40237346573093463,0.15081,1.7043758080913236,100000,0.3997740042646554,58,33,35,1.0,0.04052054332763092
au_as_legislated,1.0,0.7267841601572337,0.1391,1.9940964069495926,100000,0.7389792790813692,60,35,33,1.0,0.03600142321487989
au_as_legislated,1.05,0.7015666985762105,0.1391,1.9940964069495926,100000,0.7108703299208312,60,35,33,1.0,0.03600142321487989
au_as_legislated,1.1,0.6771890459109617,0.1391,1.9940964069495926,100000,0.6841309362099279,60,35,33,1.0,0.03600142321487989
au_as_legislated,1.15,0.6537686270961945,0.1391,1.9940964069495926,100000,0.6587929490577454,60,35,33,1.0,0.03600142321487989
au_as_legislated,1.2,0.6313722300439376,0.1391,1.9940964069495926,100000,0.6348461277328978,60,35,33,1.0,0.03600142321487989
au_as_legislated,1.25,0.6100280167582687,0.1391,1.9940964069495926,100000,0.61225199596519,60,35,33,1.0,0.03600142321487989
au_as_legislated,1.3,0.5897358231923329,0.1391,1.9940964069495926,100000,0.5909542471615856,60,35,33,1.0,0.03600142321487989
au_as_legislated,1.4,0.552213517448,0.1391,1.9940964069495926,100000,0.5519765496728919,60,35,33,1.0,0.03600142321487989
au_as_legislated,1.5,0.518511110449215,0.1391,1.9940964069495926,100000,0.517341077867422,60,35,33,1.0,0.03600142321487989
au_as_legislated,1.75,0.44844811697904924,0.1391,1.9940964069495926,100000,0.4461905391140219,60,35,33,1.0,0.03600142321487989
au_as_legislated,2.0,0.3941534241493997,0.1391,1.9940964069495926,100000,0.3916142689405273,60,35,33,1.0,0.03600142321487989
au_as_legislated,1.0,0.7295335562352026,0.12418,2.330844805744208,100000,0.7372379379488287,62,37,31,1.0,0.03115609091795352
au_as_legislated,1.05,0.7010729666191402,0.12418,2.330844805744208,100000,0.7065639820889781,62,37,31,1.0,0.03115609091795352
au_as_legislated,1.1,0.674125060640998,0.12418,2.330844805744208,100000,0.6778771663283321,62,37,31,1.0,0.03115609091795352
au_as_legislated,1.15,0.6486897619143418,0.12418,2.330844805744208,100000,0.6510779275778367,62,37,31,1.0,0.03115609091795352
au_as_legislated,1.2,0.6247305378093267,0.12418,2.330844805744208,100000,0.6260497211876442,62,37,31,1.0,0.03115609091795352
au_as_legislated,1.25,0.6021877934876557,0.12418,2.330844805744208,100000,0.6026695227673324,62,37,31,1.0,0.03115609091795352
au_as_legislated,1.3,0.5809885553390618,0.12418,2.330844805744208,100000,0.5808145123944674,62,37,31,1.0,0.03115609091795352
au_as_legislated,1.4,0.542300266543208,0.12418,2.330844805744208,100000,0.5412123523918773,62,37,31,1.0,0.03115609091795352
au_as_legislated,1.5,0.5080217948757758,0.12418,2.330844805744208,100000,0.5063793532142743,62,37,31,1.0,0.03115609091795352
au_as_legislated,1.75,0.43782825226042094,0.12418,2.330844805744208,100000,0.435612024182401,62,37,31,1.0,0.03115609091795352
au_as_legislated,2.0,0.38413169119766866,0.12418,2.330844805744208,100000,0.381837427662467,62,37,31,1.0,0.03115609091795352
au_as_legislated,1.0,0.7257650801404444,0.11716,2.5201107358971084,100000,0.7319230690461763,63,38,30,1.0,0.028773257647903075
au_as_legislated,1.05,0.696369794785863,0.11716,2.5201107358971084,100000,0.7006329240095657,63,38,30,1.0,0.028773257647903075
au_as_legislated,1.1,0.6687340982109903,0.11716,2.5201107358971084,100000,0.6715281403711031,63,38,30,1.0,0.028773257647903075
au_as_legislated,1.15,0.6428042589173409,0.11716,2.5201107358971084,100000,0.6444594131812473,63,38,30,1.0,0.028773257647903075
au_as_legislated,1.2,0.6185003833931034,0.11716,2.5201107358971084,100000,0.6192723374647934,63,38,30,1.0,0.028773257647903075
au_as_legislated,1.25,0.595728458908839,0.11716,2.5201107358971084,100000,0.5958152802496471,63,38,30,1.0,0.028773257647903075
au_as_legislated,1.3,0.5743885132236867,0.11716,2.5201107358971084,100000,0.5739438909284083,63,38,30,1.0,0.028773257647903075
au_as_legislated,1.4,0.535604889813429,0.11716,2.5201107358971084,100000,0.534429756988685,63,38,30,1.0,0.028773257647903075
au_as_legislated,1.5,0.5013883198764079,0.11716,2.5201107358971084,100000,0.4997792850727831,63,38,30,1.0,0.028773257647903075
au_as_legislated,1.75,0.43164569199215364,0.11716,2.5201107358971084,100000,0.42961112463453927,63,38,30,1.0,0.028773257647903075
au_as_legislated,2.0,0.3785033622171852,0.11716,2.5201107358971084,100000,0.37643721209774367,63,38,30,1.0,0.028773257647903075
au_as_legislated,1.0,0.7088215873871595,0.0996,2.939490612453436,100000,0.7145409343367528,65,40,28,1.0,0.024037727281087846
au_as_legislated,1.05,0.6788383993538416,0.0996,2.939490612453436,100000,0.6829183422435668,65,40,28,1.0,0.024037727281087846
au_as_legislated,1.1,0.6508897031158503,0.0996,2.939490612453436,100000,0.6537128111071012,65,40,28,1.0,0.024037727281087846
au_as_legislated,1.15,0.6248506486634393,0.0996,2.939490612453436,100000,0.6267073107968426,65,40,28,1.0,0.024037727281087846
au_as_legislated,1.2,0.6005867331254618,0.0996,2.939490612453436,100000,0.6016979711518068,65,40,28,1.0,0.024037727281087846
au_as_legislated,1.25,0.5779624945425113,0.0996,2.939490612453436,100000,0.5784971778697434,65,40,28,1.0,0.024037727281087846
au_as_legislated,1.3,0.5568467483250336,0.0996,2.939490612453436,100000,0.5569344782113055,65,40,28,1.0,0.024037727281087846
au_as_legislated,1.4,0.5186535264437646,0.0996,2.939490612453436,100000,0.5181246860364171,65,40,28,1.0,0.024037727281087846
au_as_legislated,1.5,0.4851218485173936,0.0996,2.939490612453436,100000,0.4842216958065815,65,40,28,1.0,0.024037727281087846
au_as_legislated,1.75,0.41713344486593845,0.0996,2.939490612453436,100000,0.41584634496685713,65,40,28,1.0,0.024037727281087846
au_as_legislated,2.0,0.36555670342831853,0.0996,2.939490612453436,100000,0.36420738362931837,65,40,28,1.0,0.024037727281087846
au_as_legislated,1.0,0.6896618831955313,0.08261,3.4260497148825393,100000,0.6931554018608607,67,42,26,1.0,0.019694592369689845
au_as_legislated,1.05,0.6588052505116847,0.08261,3.4260497148825393,100000,0.6613768198600893,67,42,26,1.0,0.019694592369689845
au_as_legislated,1.1,0.6303723254906566,0.08261,3.4260497148825393,100000,0.6322461274153712,67,42,26,1.0,0.019694592369689845
au_as_legislated,1.15,0.6041298974833074,0.08261,3.4260497148825393,100000,0.6054718612413277,67,42,26,1.0,0.019694592369689845
au_as_legislated,1.2,0.5798638523398845,0.08261,3.4260497148825393,100000,0.5807977783749284,67,42,26,1.0,0.019694592369689845
au_as_legislated,1.25,0.5573803971477854,0.08261,3.4260497148825393,100000,0.5579993997723514,67,42,26,1.0,0.019694592369689845
au_as_legislated,1.3,0.5365056562679269,0.08261,3.4260497148825393,100000,0.5368803247903126,67,42,26,1.0,0.019694592369689845
au_as_legislated,1.4,0.49897856397544627,0.08261,3.4260497148825393,100000,0.4990138994487961,67,42,26,1.0,0.019694592369689845
au_as_legislated,1.5,0.466235290992138,0.08261,3.4260497148825393,100000,0.4660621365202389,67,42,26,1.0,0.019694592369689845
au_as_legislated,1.75,0.4002826031629579,0.08261,3.4260497148825393,100000,0.3998754851512323,67,42,26,1.0,0.019694592369689845
au_as_legislated,2.0,0.35052600463112105,0.08261,3.4260497148825393,100000,0.3500588391468954,67,42,26,1.0,0.019694592369689845
au_as_legislated,1.0,0.6448618941675037,0.05651,4.289623321036334,100000,0.6494826453686834,70,45,23,1.0,0.013775809835889727
au_as_legislated,1.05,0.6149176539032508,0.05651,4.289623321036334,100000,0.6190075395774115,70,45,23,1.0,0.013775809835889727
au_as_legislated,1.1,0.5875442346114998,0.05651,4.289623321036334,100000,0.5912123641758175,70,45,23,1.0,0.013775809835889727
au_as_legislated,1.15,0.5624406653334716,0.05651,4.289623321036334,100000,0.5657683527024794,70,45,23,1.0,0.013775809835889727
au_as_legislated,1.2,0.5393474592472876,0.05651,4.289623321036334,100000,0.5423961993644327,70,45,23,1.0,0.013775809835889727
au_as_legislated,1.25,0.5180407073516824,0.05651,4.289623321036334,100000,0.5208576657651459,70,45,23,1.0,0.013775809835889727
au_as_legislated,1.3,0.4983268282777537,0.05651,4.289623321036334,100000,0.5009486700821827,70,45,23,1.0,0.013775809835889727
au_as_legislated,1.4,0.46302841660473415,0.05651,4.289623321036334,100000,0.4653407785674109,70,45,23,1.0,0.013775809835889727
au_as_legislated,1.5,0.4323537086760229,0.05651,4.289623321036334,100000,0.43443184860342804,70,45,23,1.0,0.013775809835889727
au_as_legislated,1.75,0.370830173428183,0.05651,4.289623321036334,100000,0.3725116215817934,70,45,23,1.0,0.013775809835889727
au_as_legislated,2.0,0.3245791164838281,0.05651,4.289623321036334,100000,0.3260078311658793,70,45,23,1.0,0.013775809835889727
