claim_arm,system,leisure,cec,prob_ruin,mean_retirement_consumption,n_paths,cec_survival_weighted,retire_age,working_years,retired_years,claim_factor,mean_benefit
unadjusted,us,1.15,0.6823337543462606,0.1391,1.5002774609044733,100000,0.6786598882857053,60,35,33,1.0,0.6602356792146212
unadjusted,us,1.2,0.6550183932090385,0.1391,1.5002774609044733,100000,0.6511810922994108,60,35,33,1.0,0.6602356792146212
unadjusted,us,1.25,0.6296934888036905,0.1391,1.5002774609044733,100000,0.6257597472406409,60,35,33,1.0,0.6602356792146212
unadjusted,us,1.3,0.6061682564992722,0.1391,1.5002774609044733,100000,0.6021869560276961,60,35,33,1.0,0.6602356792146212
unadjusted,us,1.4,0.563850477681525,0.1391,1.5002774609044733,100000,0.5598712372491282,60,35,33,1.0,0.6602356792146212
unadjusted,us,1.5,0.5269044535846578,0.1391,1.5002774609044733,100000,0.523003998697331,60,35,33,1.0,0.6602356792146212
unadjusted,us,1.75,0.45243778267287493,0.1391,1.5002774609044733,100000,0.44886007901720065,60,35,33,1.0,0.6602356792146212
unadjusted,us,2.0,0.39622736842985495,0.1391,1.5002774609044733,100000,0.3929961843603983,60,35,33,1.0,0.6602356792146212
unadjusted,us,1.0,0.7610592342765014,0.12418,1.64739341285246,100000,0.7585626287259475,62,37,31,1.0,0.6608046000615388
unadjusted,us,1.05,0.7264902493784219,0.12418,1.64739341285246,100000,0.7236086904615818,62,37,31,1.0,0.6608046000615388
unadjusted,us,1.1,0.6947384340243256,0.12418,1.64739341285246,100000,0.6916022523416897,62,37,31,1.0,0.6608046000615388
unadjusted,us,1.15,0.6655083422731687,0.12418,1.64739341285246,100000,0.6622106246353425,62,37,31,1.0,0.6608046000615388
unadjusted,us,1.2,0.6385361838648801,0.12418,1.64739341285246,100000,0.6351436410211045,62,37,31,1.0,0.6608046000615388
unadjusted,us,1.25,0.6135881270920314,0.12418,1.64739341285246,100000,0.6101486610073825,62,37,31,1.0,0.6608046000615388
unadjusted,us,1.3,0.5904577003563222,0.12418,1.64739341285246,100000,0.5870057085474767,62,37,31,1.0,0.6608046000615388
unadjusted,us,1.4,0.5489433375347516,0.12418,1.64739341285246,100000,0.5455331159846118,62,37,31,1.0,0.6608046000615388
unadjusted,us,1.5,0.5127806459826022,0.12418,1.64739341285246,100000,0.5094630186326733,62,37,31,1.0,0.6608046000615388
unadjusted,us,1.75,0.4400671829076468,0.12418,1.64739341285246,100000,0.4370547771575316,62,37,31,1.0,0.6608046000615388
unadjusted,us,2.0,0.38528955308849033,0.12418,1.64739341285246,100000,0.38258149239876993,62,37,31,1.0,0.6608046000615388
unadjusted,us,1.0,0.7510351359476126,0.11716,1.729325895179758,100000,0.7487154814732868,63,38,30,1.0,0.6605178999580591
unadjusted,us,1.05,0.7166427166485596,0.11716,1.729325895179758,100000,0.7140043788664359,63,38,30,1.0,0.6605178999580591
unadjusted,us,1.1,0.68510814309559,0.11716,1.729325895179758,100000,0.6822622946746244,63,38,30,1.0,0.6605178999580591
