strategy,label,cec_crra_gamma5,cec_ez_gamma5_psi1.5,prob_ruin,median_wealth_at_retirement,median_bequest,p5_retirement_consumption
balanced_all_equity,50/50 Domestic/International Equity,1.0472458808579992,1.2472354570942208,0.11765,21.20030935827627,44.7152266778202,0.7491465690666098
domestic_equity,100% Domestic Equity,0.8814303155741228,0.9932018917026897,0.25432,16.090700359762437,16.672212609713362,0.6265694958888831
international_equity,100% International Equity,1.1088911561375867,1.3595392461146174,0.09015,24.440133877905243,64.11269916510209,0.7957265888923005
sixty_forty,60/40 Domestic Equity/Domestic Bonds,0.8703661956525225,0.9624150415453511,0.2422,13.331564671319402,10.155942756051353,0.6221026495783111
target_date_fund,Target-Date Fund (glide path),0.9424254518963532,1.052158992968743,0.22293,16.344755525425008,9.33622928447786,0.6823678392717074
bills_only,100% Bills (cash),0.7388621360036813,0.766246573488161,0.5641,6.390909741103451,0.0,0.5400555063000733
