strategy,label,cec_crra_gamma5,cec_ez_gamma5_psi1.5,prob_ruin,median_wealth_at_retirement,median_bequest,p5_retirement_consumption
balanced_all_equity,50/50 Domestic/International Equity,1.0086258475188072,1.200799009192526,0.13899,20.163279819665526,37.19013024691506,0.722875106559351
domestic_equity,100% Domestic Equity,0.8638372052452081,0.9871382930154227,0.27959,15.216186472414234,11.960256111474326,0.6202384470911887
international_equity,100% International Equity,1.0463418244369624,1.2676912993497642,0.11289,23.00346886996104,53.965282603505386,0.7490065988727623
sixty_forty,60/40 Domestic Equity/Domestic Bonds,0.8768605271739933,0.9798088342558586,0.23598,13.38213265943373,9.737856106558672,0.6301799254268244
target_date_fund,Target-Date Fund (glide path),0.9408487742440561,1.0544062251961528,0.21669,16.06020252850419,9.279672220131165,0.6817690644227097
bills_only,100% Bills (cash),0.7344046214101039,0.7619777154147364,0.58824,6.226849853964442,0.0,0.5379636024407864
