rate,strategy,label,cec_crra_gamma5,cec_ez_gamma5_psi1.5,prob_ruin,median_wealth_at_retirement,median_bequest,p5_retirement_consumption,mean_retirement_consumption,n_paths
0.5,target_date_fund,Target-Date Fund (glide path),0.9057619734999094,0.9993889290672369,0.25258,14.320216532107507,6.4465829275758475,0.6546900727889204,1.3195807741555174,100000
0.5,bills_only,100% Bills (cash),0.738999359783288,0.7664522001573014,0.56357,6.395067469984038,0.0,0.5405300135722927,0.908272012393883,100000
0.5,domestic_000,0% domestic equity,0.9279990931285782,1.0632323659569134,0.21287,15.434825116319036,15.008890792203186,0.670765372557918,1.4149224830669218,100000
0.5,domestic_010,10% domestic equity,0.9461814741836148,1.088496238915292,0.19274,15.86513894581243,16.927615023130272,0.6837695806003823,1.4343785501825896,100000
0.5,domestic_020,20% domestic equity,0.9592757280848303,1.1067948198274191,0.17817,16.225868538233605,18.57797011751484,0.6924509823068267,1.452075488205689,100000
0.5,domestic_030,30% domestic equity,0.9661002268013039,1.1163315219787913,0.1718,16.522460216631266,19.846614140642103,0.6959048651442801,1.4675507090740285,100000
0.5,domestic_040,40% domestic equity,0.9662679624874717,1.1163636739814473,0.17141,16.699773527017243,20.94887189831058,0.6947772827664974,1.4811132643015241,100000
0.5,domestic_050,50% domestic equity,0.9604009914272367,1.1075496624185712,0.17589,16.83232756810951,21.717171020935766,0.6896636272331718,1.4928267181414179,100000
0.5,domestic_060,60% domestic equity,0.9498050036489135,1.0916347011711498,0.18476,16.875775496187337,21.899666627447942,0.6819265461704173,1.5030053507725845,100000
0.5,domestic_070,70% domestic equity,0.9357029861006723,1.0707336826139366,0.1972,16.823439403519806,21.54287712997386,0.6697427155267234,1.511731669726801,100000
0.5,domestic_080,80% domestic equity,0.9192576364462234,1.0465676417693284,0.21279,16.69587285096508,20.492056289677123,0.6569563420326033,1.5187810730105582,100000
0.5,domestic_090,90% domestic equity,0.9010808513077838,1.0205492826227411,0.23156,16.43449806013721,18.78811527169957,0.6426406923772986,1.5239704142404698,100000
0.5,domestic_100,100% domestic equity,0.8817855922986605,0.9936571805443004,0.2538,16.0819016652959,16.667399047289898,0.6270354299061549,1.5266692298407818,100000
