rate,strategy,label,cec_crra_gamma5,cec_ez_gamma5_psi1.5,prob_ruin,median_wealth_at_retirement,median_bequest,p5_retirement_consumption,mean_retirement_consumption,n_paths
0.0,domestic_050,50% domestic equity,1.0477715240966154,1.247841331479547,0.11714,21.19006684442273,44.749356374785776,0.7490714591444009,1.7277510696500815,100000
0.0,domestic_060,60% domestic equity,1.0136949514591336,1.1931636563826815,0.13812,20.281045368522797,39.21388894980628,0.7256027254625402,1.6886425197130204,100000
0.0,domestic_070,70% domestic equity,0.9788390929371455,1.1384561165328102,0.16329,19.318767480848503,33.49851112505374,0.7003263419192932,1.6490767086750526,100000
0.0,domestic_080,80% domestic equity,0.9450613794464463,1.0864688097180777,0.18901,18.296241864969716,27.68517131875489,0.6748371354983856,1.6091627459890017,100000
0.0,domestic_090,90% domestic equity,0.9125746636105094,1.0380814250528543,0.21983,17.201385294449466,21.973090171347273,0.6503485188456651,1.56851957263348,100000
0.0,domestic_100,100% domestic equity,0.8817855922986605,0.9936571805443004,0.2538,16.0819016652959,16.667399047289898,0.6270354299061549,1.5266692298407818,100000
0.05,balanced_all_equity,50/50 Domestic/International Equity,1.0382432095388479,1.2322361704180353,0.12238,20.700416258561823,41.71655887686569,0.7423937824495827,1.7015166898628644,100000
0.05,domestic_equity,100% Domestic Equity,0.8817855922986605,0.9936571805443004,0.2538,16.0819016652959,16.667399047289898,0.6270354299061549,1.5266692298407818,100000
0.05,international_equity,100% International Equity,1.0872997872431969,1.3219196226835763,0.09916,23.30473737161827,56.22034139180836,0.7809769831220715,1.844248293642691,100000
0.05,sixty_forty,60/40 Domestic Equity/Domestic Bonds,0.8706869896186361,0.9630499276769333,0.24212,13.336937897658256,10.196712230131132,0.6225299301076345,1.2918603688188384,100000
0.05,target_date_fund,Target-Date Fund (glide path),0.9386804327975904,1.0469307391081566,0.22506,16.15241957558811,9.035659027673674,0.6795499417079718,1.4096037042147092,100000
0.05,bills_only,100% Bills (cash),0.738999359783288,0.7664522001573014,0.56357,6.395067469984038,0.0,0.5405300135722927,0.908272012393883,100000
0.05,domestic_000,0% domestic equity,1.0872997872431969,1.3219196226835763,0.09916,23.30473737161827,56.22034139180836,0.7809769831220715,1.844248293642691,100000
0.05,domestic_010,10% domestic equity,1.0970308787482292,1.334259854428845,0.09069,23.014755333965443,55.13056001870946,0.7866623375714359,1.8192297131196602,100000
0.05,domestic_020,20% domestic equity,1.0968463575116436,1.3308972813830717,0.08779,22.595392629172373,52.41064236912112,0.7840510538947808,1.792458702276465,100000
0.05,domestic_030,30% domestic equity,1.085982552885728,1.311190899876908,0.09362,22.065763321773026,49.29834572270228,0.7762024791574617,1.763824003057571,100000
0.05,domestic_040,40% domestic equity,1.0657241262572652,1.277016504153362,0.10547,21.419373853387796,45.79480797662172,0.7626542689622141,1.7334298552413931,100000
0.05,domestic_050,50% domestic equity,1.0382432095388479,1.2322361704180353,0.12238,20.700416258561823,41.71655887686569,0.7423937824495827,1.7015166898628644,100000
0.05,domestic_060,60% domestic equity,1.00686199905662,1.1821525318445856,0.14224,19.91547966475312,37.10095794655361,0.7206620593163257,1.668330575475517,100000
0.05,domestic_070,70% domestic equity,0.9743156578804273,1.1312945654302702,0.16635,19.055479085410408,32.09223980412581,0.6972630846619443,1.6343761367227199,100000
0.05,domestic_080,80% domestic equity,0.9424002672807494,1.082335683295416,0.19117,18.129168950006893,26.89434254541821,0.6728568035297289,1.5997063958247146,100000
0.05,domestic_090,90% domestic equity,0.9114080796923983,1.0362997130716713,0.22101,17.12351323603823,21.61791349418798,0.6495935694079399,1.563960667024883,100000
0.05,domestic_100,100% domestic equity,0.8817855922986605,0.9936571805443004,0.2538,16.0819016652959,16.667399047289898,0.6270354299061549,1.5266692298407818,100000
0.075,balanced_all_equity,50/50 Domestic/International Equity,1.033531621488277,1.224571940883279,0.12489,20.45746768393429,40.31368240024537,0.7391378147785068,1.688644725465244,100000
0.075,domestic_equity,100% Domestic Equity,0.8817855922986605,0.9936571805443004,0.2538,16.0819016652959,16.667399047289898,0.6270354299061549,1.5266692298407818,100000
0.075,international_equity,100% International Equity,1.0769906837259635,1.3044464436859067,0.10449,22.75906232070912,52.56185027528887,0.7735439653809485,1.8150049448154224,100000
0.075,sixty_forty,60/40 Domestic Equity/Domestic Bonds,0.8706869896186361,0.9630499276769333,0.24212,13.336937897658256,10.196712230131132,0.6225299301076345,1.2918603688188384,100000
0.075,target_date_fund,Target-Date Fund (glide path),0.9367766014555812,1.0441534514075497,0.22637,16.048270163003203,8.874466032693872,0.6780922838820042,1.404259064981166,100000
0.075,bills_only,100% Bills (cash),0.738999359783288,0.7664522001573014,0.56357,6.395067469984038,0.0,0.5405300135722927,0.908272012393883,100000
0.075,domestic_000,0% domestic equity,1.0769906837259635,1.3044464436859067,0.10449,22.75906232070912,52.56185027528887,0.7735439653809485,1.8150049448154224,100000
0.075,domestic_010,10% domestic equity,1.0874192714305886,1.3179269845463613,0.09523,22.53302011010488,51.8110134546014,0.7802753836838884,1.7935631944780595,100000
0.075,domestic_020,20% domestic equity,1.0882112933755277,1.3162517007389964,0.09188,22.183077715606004,49.585800186912046,0.7782765522061408,1.7702348688700915,100000
0.075,domestic_030,30% domestic equity,1.0785653489971243,1.2986923919751583,0.09727,21.707389517672656,46.983468983370884,0.7712379879959326,1.7448446003448383,100000
0.075,domestic_040,40% domestic equity,1.0596235877046503,1.2669250403141836,0.10815,21.12061270801636,43.943349735446375,0.7582797554396904,1.7175692363051787,100000
0.075,domestic_050,50% domestic equity,1.033531621488277,1.224571940883279,0.12489,20.45746768393429,40.31368240024537,0.7391378147785068,1.688644725465244,100000
0.075,domestic_060,60% domestic equity,1.0034517568986794,1.1767204307237558,0.14463,19.731047356855527,36.06093943742165,0.7185214654482767,1.6583290830981832,100000
0.075,domestic_070,70% domestic equity,0.9720872040774737,1.127748181364969,0.16783,18.92235627980417,31.421104935691588,0.6957861666042907,1.6271118842380612,100000
0.075,domestic_080,80% domestic equity,0.9410767763071737,1.080281092564401,0.19233,18.048261581662185,26.501683360028984,0.6719389794316936,1.5950141871998702,100000
0.075,domestic_090,90% domestic equity,0.910827448149878,1.035411254340556,0.22164,17.083384188208868,21.442097086338116,0.6491043507811519,1.5616900567307608,100000
0.075,domestic_100,100% domestic equity,0.8817855922986605,0.9936571805443004,0.2538,16.0819016652959,16.667399047289898,0.6270354299061549,1.5266692298407818,100000
0.1,balanced_all_equity,50/50 Domestic/International Equity,1.0288760601530351,1.216997990387084,0.12752,20.219161199172344,38.9469799149001,0.7357738506793464,1.6759325509177794,100000
0.1,domestic_equity,100% Domestic Equity,0.8817855922986605,0.9936571805443004,0.2538,16.0819016652959,16.667399047289898,0.6270354299061549,1.5266692298407818,100000
0.1,international_equity,100% International Equity,1.0668293179881594,1.2873671044417816,0.10944,22.23231040565709,49.07362551144953,0.7667965662141824,1.7864882787999936,100000
0.1,sixty_forty,60/40 Domestic Equity/Domestic Bonds,0.8706869896186361,0.9630499276769333,0.24212,13.336937897658256,10.196712230131132,0.6225299301076345,1.2918603688188384,100000
0.1,target_date_fund,Target-Date Fund (glide path),0.934886634394017,1.0413927693472054,0.22783,15.939811129562663,8.714104437153818,0.676467538614487,1.3989568907926964,100000
0.1,bills_only,100% Bills (cash),0.738999359783288,0.7664522001573014,0.56357,6.395067469984038,0.0,0.5405300135722927,0.908272012393883,100000
0.1,domestic_000,0% domestic equity,1.0668293179881594,1.2873671044417816,0.10944,22.23231040565709,49.07362551144953,0.7667965662141824,1.7864882787999936,100000
0.1,domestic_010,10% domestic equity,1.0779305825567764,1.3019433755457117,0.10008,22.059766293256423,48.685889785105736,0.7740845460335298,1.7684546343622578,100000
0.1,domestic_020,20% domestic equity,1.0797026656868642,1.3018886964716372,0.09637,21.77629441791457,46.94503940805343,0.7725771733256005,1.7484283196249306,100000
0.1,domestic_030,30% domestic equity,1.0712448448622358,1.286404656776053,0.10051,21.354771537473226,44.80417541576435,0.7662628459326183,1.7262002281428699,100000
0.1,domestic_040,40% domestic equity,1.0535959698039228,1.2569812050057443,0.11163,20.82550994891828,42.13303183964848,0.7537780005298972,1.701943304276544,100000
0.1,domestic_050,50% domestic equity,1.0288760601530351,1.216997990387084,0.12752,20.219161199172344,38.9469799149001,0.7357738506793464,1.6759325509177794,100000
0.1,domestic_060,60% domestic equity,1.0001117930885526,1.1713405862258697,0.14697,19.55041726997902,35.030018516993,0.7163068994146251,1.6484282640472663,100000
0.1,domestic_070,70% domestic equity,0.9698656528425779,1.1242241599073217,0.16951,18.791043598492266,30.732734824089118,0.694261924373379,1.619901625254557,100000
0.1,domestic_080,80% domestic equity,0.9397539787380256,1.0782348501308467,0.19365,17.966086339565067,26.11111258798597,0.671024864752291,1.59034597318375,100000
0.1,domestic_090,90% domestic equity,0.9102473914892388,1.0345244593193423,0.22221,17.044274068076266,21.281322089836436,0.6487848152363023,1.5594256412938443,100000
0.1,domestic_100,100% domestic equity,0.8817855922986605,0.9936571805443004,0.2538,16.0819016652959,16.667399047289898,0.6270354299061549,1.5266692298407818,100000
0.15,balanced_all_equity,50/50 Domestic/International Equity,1.0197211734399703,1.20212473140659,0.13286,19.751625663596137,36.33386717052788,0.7295381642979953,1.6509849381792114,100000
0.15,domestic_equity,100% Domestic Equity,0.8817855922986605,0.9936571805443004,0.2538,16.0819016652959,16.667399047289898,0.6270354299061549,1.5266692298407818,100000
0.15,international_equity,100% International Equity,1.0469930412547468,1.2543883052114682,0.12122,21.226082774301712,42.796109565028544,0.7529089180806426,1.731495329536707,100000
0.15,sixty_forty,60/40 Domestic Equity/Domestic Bonds,0.8706869896186361,0.9630499276769333,0.24212,13.336937897658256,10.196712230131132,0.6225299301076345,1.2918603688188384,100000
0.15,target_date_fund,Target-Date Fund (glide path),0.9311298546253112,1.0359202973946882,0.23118,15.727429273701254,8.40047989078193,0.6738320437424211,1.3884783431244612,100000
0.15,bills_only,100% Bills (cash),0.738999359783288,0.7664522001573014,0.56357,6.395067469984038,0.0,0.5405300135722927,0.908272012393883,100000
0.15,domestic_000,0% domestic equity,1.0469930412547468,1.2543883052114682,0.12122,21.226082774301712,42.796109565028544,0.7529089180806426,1.731495329536707,100000
0.15,domestic_010,10% domestic equity,1.0593924943703623,1.27098884902812,0.10967,21.148930767357022,42.95500384534872,0.7614621707803586,1.7198797364043341,100000
0.15,domestic_020,20% domestic equity,1.0629023733970209,1.2739891164588875,0.10554,20.976244100400635,42.036585525619614,0.761212722845175,1.7060766072886326,100000
0.15,domestic_030,30% domestic equity,1.0568114317362656,1.2624463100695127,0.10775,20.67266032143217,40.66909710957407,0.7567815714273683,1.6898614477874487,100000
0.15,domestic_040,40% domestic equity,1.0418010929193051,1.237521600778811,0.11805,20.252568128496527,38.70684485286225,0.745853774772445,1.6713751546972115,100000
0.15,domestic_050,50% domestic equity,1.0197211734399703,1.20212473140659,0.13286,19.751625663596137,36.33386717052788,0.7295381642979953,1.6509849381792114,100000
0.15,domestic_060,60% domestic equity,0.993509988561567,1.1607279191382651,0.15132,19.19068652920422,33.08940246513852,0.7117392387839033,1.6289327809928933,100000
0.15,domestic_070,70% domestic equity,0.9654546483537592,1.1172403607539514,0.17243,18.53171818707444,29.406992702192074,0.6912717983927528,1.605648026237592,100000
0.15,domestic_080,80% domestic equity,0.9371403630587917,1.0741666267187946,0.19579,17.798018785272173,25.331626909211945,0.6694342196292303,1.5810832871151803,100000
0.15,domestic_090,90% domestic equity,0.9090874169254576,1.0327557072857885,0.22347,16.965228114518965,20.955610052780226,0.6479168741100008,1.5549146739081743,100000
0.15,domestic_100,100% domestic equity,0.8817855922986605,0.9936571805443004,0.2538,16.0819016652959,16.667399047289898,0.6270354299061549,1.5266692298407818,100000
0.2,balanced_all_equity,50/50 Domestic/International Equity,1.0107524035769826,1.187610438366029,0.13862,19.302690099707785,33.82517094606347,0.7237945308779097,1.626646164080417,100000
0.2,domestic_equity,100% Domestic Equity,0.8817855922986605,0.9936571805443004,0.2538,16.0819016652959,16.667399047289898,0.6270354299061549,1.5266692298407818,100000
0.2,international_equity,100% International Equity,1.0278703257215935,1.2229524112049308,0.13269,20.268714845137005,37.19321735342551,0.7394790584134522,1.6791406293956648,100000
0.2,sixty_forty,60/40 Domestic Equity/Domestic Bonds,0.8706869896186361,0.9630499276769333,0.24212,13.336937897658256,10.196712230131132,0.6225299301076345,1.2918603688188384,100000
0.2,target_date_fund,Target-Date Fund (glide path),0.9274168447174221,1.0305131485134742,0.23384,15.515260473551718,8.094918381362572,0.6712014766905537,1.3781630216966902,100000
0.2,bills_only,100% Bills (cash),0.738999359783288,0.7664522001573014,0.56357,6.395067469984038,0.0,0.5405300135722927,0.908272012393883,100000
0.2,domestic_000,0% domestic equity,1.0278703257215935,1.2229524112049308,0.13269,20.268714845137005,37.19321735342551,0.7394790584134522,1.6791406293956648,100000
0.2,domestic_010,10% domestic equity,1.0414398878457536,1.2413419045832674,0.11953,20.28854084649445,37.85329532805031,0.749282859279683,1.6734564366222109,100000
0.2,domestic_020,20% domestic equity,1.0466845549314496,1.2471626415152568,0.11439,20.218214246510872,37.58413287549104,0.7510521229017969,1.6653602570435178,100000
0.2,domestic_030,30% domestic equity,1.0427571484667237,1.239316159985037,0.11613,20.0184481749163,36.83931865903704,0.7472635943287766,1.654741053080442,100000
0.2,domestic_040,40% domestic equity,1.0301540619403933,1.218624654777734,0.12452,19.69244292835542,35.62984993394838,0.7381827146985019,1.6417089811728938,100000
0.2,domestic_050,50% domestic equity,1.0107524035769826,1.187610438366029,0.13862,19.302690099707785,33.82517094606347,0.7237945308779097,1.626646164080417,100000
0.2,domestic_060,60% domestic equity,0.9869856907427994,1.1503048250963521,0.1558,18.84250448742553,31.220325462366745,0.7068506164813441,1.6098277951993347,100000
0.2,domestic_070,70% domestic equity,0.9610611700892454,1.1103414076725284,0.17573,18.274182180561915,28.166156376458638,0.6882170039013316,1.5916129312316953,100000
0.2,domestic_080,80% domestic equity,0.9345215149110478,1.070129578517556,0.19821,17.63674886934976,24.58865497459435,0.66769589299035,1.5719154881397228,100000
0.2,domestic_090,90% domestic equity,0.9079291971298452,1.0309932058753997,0.22458,16.888815070170075,20.64561533446387,0.6470630233998577,1.550426658303542,100000
0.2,domestic_100,100% domestic equity,0.8817855922986605,0.9936571805443004,0.2538,16.0819016652959,16.667399047289898,0.6270354299061549,1.5266692298407818,100000
0.25,balanced_all_equity,50/50 Domestic/International Equity,1.0019223922069211,1.1734444326507394,0.14448,18.864378226018424,31.475743083855832,0.7175897296350502,1.6029053498554715,100000
0.25,domestic_equity,100% Domestic Equity,0.8817855922986605,0.9936571805443004,0.2538,16.0819016652959,16.667399047289898,0.6270354299061549,1.5266692298407818,100000
0.25,international_equity,100% International Equity,1.0094900827656221,1.1929856572758308,0.14399,19.355266092612112,32.243820372980224,0.7271400192011337,1.629420168805851,100000
0.25,sixty_forty,60/40 Domestic Equity/Domestic Bonds,0.8706869896186361,0.9630499276769333,0.24212,13.336937897658256,10.196712230131132,0.6225299301076345,1.2918603688188384,100000
0.25,target_date_fund,Target-Date Fund (glide path),0.9237263228361549,1.0251697305987955,0.23702,15.308727686804245,7.8065985955499935,0.6684951655398503,1.3680091196105297,100000
0.25,bills_only,100% Bills (cash),0.738999359783288,0.7664522001573014,0.56357,6.395067469984038,0.0,0.5405300135722927,0.908272012393883,100000
0.25,domestic_000,0% domestic equity,1.0094900827656221,1.1929856572758308,0.14399,19.355266092612112,32.243820372980224,0.7271400192011337,1.629420168805851,100000
0.25,domestic_010,10% domestic equity,1.0241690659756029,1.2129527424663784,0.1302,19.469722739492106,33.3092947730036,0.7374056065208879,1.629058979732275,100000
0.25,domestic_020,20% domestic equity,1.0309309628753116,1.2213718878036557,0.12373,19.47175887346217,33.57252666441621,0.7405419136095918,1.626205834564878,100000
0.25,domestic_030,30% domestic equity,1.0291179764685239,1.2169766748991142,0.12453,19.378717796177092,33.34340296594022,0.7384209746231829,1.6208087431704727,100000
0.25,domestic_040,40% domestic equity,1.0189027332468075,1.2002798305185538,0.1316,19.154533650054596,32.72427321465484,0.7303862067278558,1.6129200550489828,100000
0.25,domestic_050,50% domestic equity,1.0019223922069211,1.1734444326507394,0.14448,18.864378226018424,31.475743083855832,0.7175897296350502,1.6029053498554715,100000
0.25,domestic_060,60% domestic equity,0.980522410090674,1.1400691912691905,0.16057,18.49970070694895,29.444448366808402,0.7026740742556385,1.5911020082580491,100000
0.25,domestic_070,70% domestic equity,0.956743226958424,1.1035299787357418,0.17904,18.020260180968965,26.962246108506918,0.6848455126772404,1.5777941086201295,100000
0.25,domestic_080,80% domestic equity,0.9319371192997317,1.066125589571147,0.20053,17.47950779298403,23.85454626425019,0.6659856846462958,1.5628370235878095,100000
0.25,domestic_090,90% domestic equity,0.9067748917380687,1.0292367440700867,0.22598,16.810111095119726,20.3293879069459,0.6462826876259709,1.5459618319817388,100000
0.25,domestic_100,100% domestic equity,0.8817855922986605,0.9936571805443004,0.2538,16.0819016652959,16.667399047289898,0.6270354299061549,1.5266692298407818,100000
0.3,balanced_all_equity,50/50 Domestic/International Equity,0.993272065819583,1.1596186657642127,0.15063,18.440863581343855,29.245068203819805,0.7115985317064255,1.5797577156736013,100000
0.3,domestic_equity,100% Domestic Equity,0.8817855922986605,0.9936571805443004,0.2538,16.0819016652959,16.667399047289898,0.6270354299061549,1.5266692298407818,100000
0.3,international_equity,100% International Equity,0.9918234341278511,1.1644331281570475,0.15654,18.48175078339264,27.86210168461878,0.7151277386707593,1.5821264900691216,100000
0.3,sixty_forty,60/40 Domestic Equity/Domestic Bonds,0.8706869896186361,0.9630499276769333,0.24212,13.336937897658256,10.196712230131132,0.6225299301076345,1.2918603688188384,100000
0.3,target_date_fund,Target-Date Fund (glide path),0.9200599502064606,1.0198892500520118,0.24008,15.107109090207803,7.519126045748315,0.6657183756535056,1.3580137208690304,100000
0.3,bills_only,100% Bills (cash),0.738999359783288,0.7664522001573014,0.56357,6.395067469984038,0.0,0.5405300135722927,0.908272012393883,100000
0.3,domestic_000,0% domestic equity,0.9918234341278511,1.1644331281570475,0.15654,18.48175078339264,27.86210168461878,0.7151277386707593,1.5821264900691216,100000
0.3,domestic_010,10% domestic equity,1.007361034845004,1.1857850551973461,0.14206,18.6832274336967,29.21541900671408,0.7256974118473588,1.5865741218915048,100000
0.3,domestic_020,20% domestic equity,1.015635130979212,1.196587731285568,0.1334,18.767065248178113,29.906915274270993,0.7302169983132257,1.5885847233077517,100000
0.3,domestic_030,30% domestic equity,1.0158451810366524,1.1954000878266147,0.13284,18.762764795551842,30.137715381994116,0.7296219256259568,1.5880236177654459,100000
0.3,domestic_040,40% domestic equity,1.0078646878190247,1.1824693440711318,0.13869,18.638686243042024,30.00741104673903,0.7229987366012922,1.5849745660752843,100000
0.3,domestic_050,50% domestic equity,0.993272065819583,1.1596186657642127,0.15063,18.440863581343855,29.245068203819805,0.7115985317064255,1.5797577156736013,100000
0.3,domestic_060,60% domestic equity,0.9741653473189819,1.130021960435888,0.16528,18.165701554247093,27.772170156592,0.6984235513964152,1.5727606039468118,100000
0.3,domestic_070,70% domestic equity,0.9524554752902347,1.096801513041171,0.18249,17.771158994083585,25.814355431659788,0.6817734352862027,1.5641834300693596,100000
0.3,domestic_080,80% domestic equity,0.9293771409177602,1.0621532443727641,0.20279,17.315627336012568,23.118516335625873,0.664086580872551,1.553850398545436,100000
0.3,domestic_090,90% domestic equity,0.9056212288926365,1.0274866108319465,0.22713,16.73632574811301,20.011917971705856,0.6455511581837172,1.541519954792311,100000
0.3,domestic_100,100% domestic equity,0.8817855922986605,0.9936571805443004,0.2538,16.0819016652959,16.667399047289898,0.6270354299061549,1.5266692298407818,100000
0.35,balanced_all_equity,50/50 Domestic/International Equity,0.9848186925625524,1.1461222197000356,0.15652,18.02021596174719,27.167511147242102,0.7057730942728417,1.5571988229910123,100000
0.35,domestic_equity,100% Domestic Equity,0.8817855922986605,0.9936571805443004,0.2538,16.0819016652959,16.667399047289898,0.6270354299061549,1.5266692298407818,100000
0.35,international_equity,100% International Equity,0.9748212242063479,1.1372553518460333,0.1701,17.661568753220028,23.984226946206267,0.7033507225930733,1.5371181738905795,100000
0.35,sixty_forty,60/40 Domestic Equity/Domestic Bonds,0.8706869896186361,0.9630499276769333,0.24212,13.336937897658256,10.196712230131132,0.6225299301076345,1.2918603688188384,100000
0.35,target_date_fund,Target-Date Fund (glide path),0.9164263129846651,1.0146717420941596,0.24367,14.905635393651195,7.235084019686371,0.6627804223690346,1.3481767189523108,100000
0.35,bills_only,100% Bills (cash),0.738999359783288,0.7664522001573014,0.56357,6.395067469984038,0.0,0.5405300135722927,0.908272012393883,100000
0.35,domestic_000,0% domestic equity,0.9748212242063479,1.1372553518460333,0.1701,17.661568753220028,23.984226946206267,0.7033507225930733,1.5371181738905795,100000
0.35,domestic_010,10% domestic equity,0.9912609870473559,1.1597996050690405,0.15385,17.924708352340282,25.630635472978877,0.7146830105129035,1.5459673242619125,100000
0.35,domestic_020,20% domestic equity,1.0008774700915908,1.1727752594055532,0.14436,18.0898590795156,26.666647963182783,0.7201422243678971,1.5524134250138328,100000
0.35,domestic_030,30% domestic equity,1.002896157164311,1.174567701756687,0.14217,18.161651427402216,27.201518826250034,0.7205765726899898,1.5563467587835584,100000
0.35,domestic_040,40% domestic equity,0.9971042415955714,1.165186456214503,0.14652,18.13123337346304,27.456681704165604,0.7157501799410043,1.557830068901111,100000
0.35,domestic_050,50% domestic equity,0.9848186925625524,1.1461222197000356,0.15652,18.02021596174719,27.167511147242102,0.7057730942728417,1.5571988229910123,100000
0.35,domestic_060,60% domestic equity,0.9679659728024067,1.1201614963585123,0.17002,17.836833054716934,26.20304487947359,0.6943021994543628,1.5547930752130337,100000
0.35,domestic_070,70% domestic equity,0.9482024642957874,1.0901586870235285,0.18618,17.531701242805987,24.67577337515207,0.6789167717747521,1.5507738825482449,100000
0.35,domestic_080,80% domestic equity,0.926822588538744,1.0582111987225478,0.20528,17.16078193975737,22.435818824483768,0.6621324746692102,1.5449446918106198,100000
0.35,domestic_090,90% domestic equity,0.9044822229913588,1.0257430853979428,0.22836,16.660419767315197,19.702156614423842,0.6447837863299652,1.5370999156464291,100000
0.35,domestic_100,100% domestic equity,0.8817855922986605,0.9936571805443004,0.2538,16.0819016652959,16.667399047289898,0.6270354299061549,1.5266692298407818,100000
0.4,balanced_all_equity,50/50 Domestic/International Equity,0.9765317896678779,1.1329521960775808,0.16274,17.611697322893054,25.21258382129093,0.7004732459736829,1.5352027302884443,100000
0.4,domestic_equity,100% Domestic Equity,0.8817855922986605,0.9936571805443004,0.2538,16.0819016652959,16.667399047289898,0.6270354299061549,1.5266692298407818,100000
0.4,international_equity,100% International Equity,0.958562607133207,1.1113740762827158,0.18309,16.882078831667222,20.617999187713316,0.6917861481721078,1.4943607108688475,100000
0.4,sixty_forty,60/40 Domestic Equity/Domestic Bonds,0.8706869896186361,0.9630499276769333,0.24212,13.336937897658256,10.196712230131132,0.6225299301076345,1.2918603688188384,100000
0.4,target_date_fund,Target-Date Fund (glide path),0.9128406112846025,1.0095165193279103,0.24668,14.707332392248603,6.957653538858523,0.6601758988191984,1.3384951287464348,100000
0.4,bills_only,100% Bills (cash),0.738999359783288,0.7664522001573014,0.56357,6.395067469984038,0.0,0.5405300135722927,0.908272012393883,100000
0.4,domestic_000,0% domestic equity,0.958562607133207,1.1113740762827158,0.18309,16.882078831667222,20.617999187713316,0.6917861481721078,1.4943607108688475,100000
0.4,domestic_010,10% domestic equity,0.9756585639682455,1.1349495509944043,0.16625,17.20955643854638,22.34775377669085,0.7036952796887218,1.507113473334067,100000
0.4,domestic_020,20% domestic equity,0.9865710667727003,1.149886439859033,0.15478,17.444807131823023,23.682375739633112,0.7108996631149537,1.5176488194834448,100000
0.4,domestic_030,30% domestic equity,0.9902563193277257,1.1544572283360426,0.1522,17.594500840809587,24.499003688796257,0.7120051657374178,1.5257090843089933,100000
0.4,domestic_040,40% domestic equity,0.9865729013363762,1.1484195894745992,0.15492,17.629738836209498,25.116790909992794,0.7085261134927235,1.531478530619789,100000
0.4,domestic_050,50% domestic equity,0.9765317896678779,1.1329521960775808,0.16274,17.611697322893054,25.21258382129093,0.7004732459736829,1.5352027302884443,100000
0.4,domestic_060,60% domestic equity,0.9618273689640254,1.1104752322956692,0.17482,17.508135240574653,24.686797146110052,0.6904185289675429,1.537189289809123,100000
0.4,domestic_070,70% domestic equity,0.9439991334232072,1.0836009507113475,0.18968,17.291344109276437,23.587669253939566,0.6757195264218437,1.5375599499556596,100000
0.4,domestic_080,80% domestic equity,0.9242762525216149,1.0542995460973623,0.20779,17.007777937159695,21.765470314116918,0.660366866521224,1.5361332295171333,100000
0.4,domestic_090,90% domestic equity,0.903352664816585,1.0240061412767276,0.22938,16.584836731135844,19.382396152389152,0.6439138288308578,1.5327016486318463,100000
0.4,domestic_100,100% domestic equity,0.8817855922986605,0.9936571805443004,0.2538,16.0819016652959,16.667399047289898,0.6270354299061549,1.5266692298407818,100000
0.5,balanced_all_equity,50/50 Domestic/International Equity,0.9604009914272367,1.1075496624185712,0.17589,16.83232756810951,21.717171020935766,0.6896636272331718,1.4928267181414179,100000
0.5,domestic_equity,100% Domestic Equity,0.8817855922986605,0.9936571805443004,0.2538,16.0819016652959,16.667399047289898,0.6270354299061549,1.5266692298407818,100000
0.5,international_equity,100% International Equity,0.9279990931285782,1.0632323659569134,0.21287,15.434825116319036,15.008890792203186,0.670765372557918,1.4149224830669218,100000
0.5,sixty_forty,60/40 Domestic Equity/Domestic Bonds,0.8706869896186361,0.9630499276769333,0.24212,13.336937897658256,10.196712230131132,0.6225299301076345,1.2918603688188384,100000
