lvr,leverage_multiple,cec,negative_equity_share,gain_vs_unlevered_pct
0.0,1.0,1.1892408063817732,0.0,0.0
0.1,1.1111111111111112,1.1936532903823898,0.0,0.3710336861078023
0.2,1.25,1.1989141638019556,0.0,0.813406113233972
0.3,1.4285714285714286,1.2051957938022997,0.0,1.3416111636018524
0.4,1.6666666666666667,1.2125240969648188,0.0,1.9578280915102608
0.5,2.0,1.2216621421200986,0.0019125,2.726221263544293
0.6,2.5,1.2322556911704996,0.003538970588235294,3.617003768950533
0.7,3.333333333333333,1.2436849223702104,0.008373529411764707,4.578056495898575
0.8,5.000000000000001,1.2520935137794875,0.030172794117647058,5.285111901679662
