leverage,spread,prob_ruin,wipeout_share_of_years,median_retirement_consumption,mean_retirement_consumption,median_bequest,prob_zero_bequest,p1_retirement_consumption,p5_retirement_consumption,p10_retirement_consumption,p25_retirement_consumption,p50_retirement_consumption,p75_retirement_consumption,p90_retirement_consumption,p95_retirement_consumption,p99_retirement_consumption,cec_gamma2,cec_gamma5,cec_gamma10,vs_unlevered_pct
1.0,0.01,0.08445,0.0,1.563810999526088,1.8218513566426084,57.08817763124958,0.0909,0.6291537357683706,0.7895626320692054,0.9041534070916436,1.1622938770500104,1.563810999526088,2.182319020303243,2.9914662608088576,3.7011422370504667,5.587180935103542,1.4895780359436717,1.1064309037584596,0.7908987089537183,0.0
1.5,0.01,0.1258,0.0,1.9505451547048398,2.7710727868161835,126.88269244023124,0.1319,0.6154774819487208,0.8061040504113799,0.9505945336650455,1.2941555523960036,1.9505451547048398,3.181431884496765,5.226214099280048,7.18616203714655,13.876670055356163,1.7355874555156465,1.098692098543566,0.7455482112704104,-0.6994386354001514
2.0,0.01,0.24035,0.0004661764705882353,2.001702192123102,4.2781039072701645,124.11026993789466,0.24585,0.528221155658982,0.6913980916844621,0.8184199317345926,1.1645759258151638,2.001702192123102,4.17555607958583,8.866960617976218,14.004181378306754,35.439863716326926,1.5971261856957353,0.9218331809017638,0.6598872160026077,-16.68407147971299
3.0,0.01,0.51135,0.010090441176470588,1.4185807591205122,11.772024448667288,0.0,0.52035,0.44118107621826197,0.5387219443123955,0.6139675261364838,0.8221528377216858,1.4185807591205122,4.604630983463929,17.05984994751334,37.58590014235361,160.94903755327087,1.143278980584108,0.7355596894840752,0.5831521304958883,-33.51960009563758
