bucket,n_paths,optimal_equity_share,cec_at_optimum,cec_at_worst,cec_at_low_end,cec_at_high_end,range_pct,margin_over_low_end_pct,margin_over_high_end_pct,margin_over_runner_up_pct,at_grid_edge
Low inflation,17333,0.9,1.0844576600703073,0.9756914183446148,0.9756914183446148,1.0819105584317958,11.147606679807476,11.147606679807476,0.2354262668629037,0.17065657638195564,False
Moderate,36693,1.0,1.11440959730666,0.9781609450910727,0.9781609450910727,1.11440959730666,13.929062788629508,13.929062788629508,0.0,0.03540957820351576,True
High inflation,41953,1.0,0.9889790706686443,0.8721183381575667,0.8721183381575667,0.9889790706686443,13.399641699767152,13.399641699767152,0.0,0.457753232963265,True
