fee,gap_pct,cec_international_equity,cec_balanced_all_equity,leader
0.0,5.793327461736175,1.1084723595383563,1.0477715240966154,international_equity
0.001,5.719170817525598,1.0975296765103952,1.038155774419347,international_equity
0.0025,5.6103403884750325,1.0814868475766846,1.0240349984656467,international_equity
0.005,5.407392913189901,1.0555734303772835,1.001422576921734,international_equity
0.0075,5.201540734831833,1.0307816049371983,0.979816072784864,international_equity
0.01,4.990538478841722,1.0070629118525949,0.9591939678026739,international_equity
