bucket,bucket_index,n_paths,strategy,label,cec_crra_gamma2,cec_crra_gamma5,cec_crra_gamma10,prob_ruin,median_retirement_consumption,p5_retirement_consumption,median_wealth_at_retirement
Low inflation,0,17333,reteq_equity_000,"0% equity, from retirement",1.3525194860860412,0.9756914183446148,0.7006902008551487,0.3611030981365026,1.4613282376863899,0.6197844230997747,22.040150127770854
Low inflation,0,17333,reteq_equity_010,"10% equity, from retirement",1.3784719202485531,1.0005295417878373,0.7160922360954951,0.2833900651935614,1.4816403166010839,0.6481551992898412,22.040150127770854
Low inflation,0,17333,reteq_equity_020,"20% equity, from retirement",1.3995345992225325,1.0218407130054503,0.7314153388569707,0.22033116021461951,1.4943521778389892,0.6725758532063169,22.040150127770854
Low inflation,0,17333,reteq_equity_030,"30% equity, from retirement",1.4157387488886977,1.0388693971146892,0.7451058214256574,0.1764841631569838,1.504963225481283,0.6903561799007131,22.040150127770854
Low inflation,0,17333,reteq_equity_040,"40% equity, from retirement",1.427993578773014,1.0526688733313947,0.7578830349439784,0.14550279813073327,1.513355738764369,0.704542918202985,22.040150127770854
Low inflation,0,17333,reteq_equity_050,"50% equity, from retirement",1.4372775408246077,1.0635819310136403,0.7687866946272666,0.12473316794553742,1.519173364912844,0.7139219940363652,22.040150127770854
Low inflation,0,17333,reteq_equity_060,"60% equity, from retirement",1.4440530094336754,1.0718937307050742,0.7781266094820257,0.10805977038019962,1.5240808880460577,0.719635999376917,22.040150127770854
Low inflation,0,17333,reteq_equity_070,"70% equity, from retirement",1.4487225021365007,1.078182205854198,0.7864191545778931,0.09761726187042058,1.5260681838201733,0.7252035488109467,22.040150127770854
Low inflation,0,17333,reteq_equity_080,"80% equity, from retirement",1.4515909191635537,1.0826101147129734,0.7930621691374319,0.09207869382103502,1.5271991786978267,0.7283372439080138,22.040150127770854
Low inflation,0,17333,reteq_equity_090,"90% equity, from retirement",1.4525850261397464,1.0844576600703073,0.7961633651219339,0.08752091386372815,1.526729436717488,0.7295185547912391,22.040150127770854
