hedge_ratio,unhedged_cec,cec_at_zero_cost,gain_at_zero_cost_pct,break_even_annual_cost
0.25,0.9999183316312827,1.003354975039225,0.34369240959266634,0.0033184734642610013
0.5,0.9999183316312827,1.0018894828238403,0.1971312186408003,0.000968698592929461
0.75,0.9999183316312827,0.9954224644887407,-0.44962343426661056,
1.0,0.9999183316312827,0.9842669800124919,-1.5652629943544438,
