start,solved_cec,mean_dom_eq,mean_intl_eq,mean_bond,mean_bill,gap_to_best_pct
0.25 / 0.25 / 0.25 / 0.25,1.0547483429591313,0.10882352941176471,0.8610294117647059,0.015441176470588236,0.014705882352941176,0.0
0.50 / 0.50 / 0.00 / 0.00,1.0546644264769913,0.11691176470588235,0.8639705882352942,0.0058823529411764705,0.013235294117647059,-0.007956066743330936
0.00 / 0.00 / 0.50 / 0.50,1.0546984192242141,0.09705882352941175,0.8779411764705882,0.007352941176470588,0.017647058823529415,-0.004733236629428372
