rule,variant,rate,parameters,strategy,cec_gamma2,cec_nobequest_gamma2,cec_gamma5,cec_nobequest_gamma5,cec_gamma10,cec_nobequest_gamma10,prob_ruin,median_bequest,p5_bequest,median_retirement_consumption,p5_retirement_consumption,consumption_volatility,median_worst_spending_cut,p90_worst_spending_cut,median_total_real_spending,median_first_year_spending,median_final_year_spending
amortisation,Amortisation (annuity payment) (4% assumed return),,assumed_return=0.04,balanced_all_equity,1.8218511760252305,1.8731006013289606,1.257439858128595,1.273647835991492,0.8902170312500264,0.8881055670210827,0.0,0.0,0.0,2.1957441978177616,0.8652906327804734,0.25330229555604694,0.4000675528542951,0.5857499619795418,69.3506125714897,1.8929791793349042,2.4129962857839864
gompertz,Actuarial (Gompertz life expectancy),,-,balanced_all_equity,1.8556233113312899,1.8216275677998492,1.255606941046103,1.2460209754283793,0.8796615196087189,0.8764715496479578,0.0,4.428381679880641,0.610634797651918,2.132020850457237,0.8464630526418488,0.2649719154424236,0.4500640160919272,0.6418680821602574,67.59523083305282,1.641685778125393,1.8595035580195025
constant_percent,Constant % of portfolio,0.07,-,balanced_all_equity,1.7712539657917898,1.724476712923352,1.2054165662061307,1.1956732030975705,0.849574125699721,0.8464886728010617,0.0,14.224203151651324,1.9613922288429522,1.902955475879369,0.7876685789488952,0.22257500078821715,0.4767010344097091,0.6661687783096765,59.00389553007308,2.150358828189732,1.674005259302605
endowment,Endowment smoothing (light smoothing),0.07,smoothing=0.3,balanced_all_equity,1.7715349571109578,1.72516895571491,1.2051277924411257,1.195402368103433,0.8485510623296866,0.8454694403017399,0.0,13.83117204812226,1.8097984197934487,1.901903793877727,0.7858676795504113,0.2187279417518684,0.4476814198913841,0.6508831615249464,58.870431249490835,2.150358828189732,1.6587377515122363
guyton_klinger,Guyton-Klinger guardrails (tight band),0.07,"adjustment=0.1, guardrail=0.1",balanced_all_equity,1.7710028909714088,1.7323280506233056,1.2004736347802671,1.1921016113813978,0.8340293277651352,0.8310352808413056,0.04144,11.257059399754066,0.0,1.944858834276283,0.7922451507481224,0.20025081204463124,0.33664245971154305,0.6131037871946022,59.7779867087861,2.129481433334819,1.8286301403575165
life_expectancy,Life expectancy / RMD,,-,balanced_all_equity,1.7297416677630277,1.772810812961509,1.1922224632726839,1.2025678512203453,0.8645498877251432,0.8622458284030294,0.0,0.0,0.0,2.242447951040192,0.8489689640163632,0.42681650577560465,0.3049926019553309,0.46911596249137805,79.53061620401287,1.3743178904151203,4.607972331196466
vanguard_dynamic,Vanguard dynamic (ceiling/floor) (asymmetric),0.055,"ceiling=0.025, floor=-0.05",balanced_all_equity,1.6171333016448393,1.5778668217893046,1.1334991280748394,1.1256499556723338,0.7834695050356019,0.7806513688854111,0.08156,25.67242932940134,0.0,1.7460431643340497,0.7548667007515131,0.1368989104998546,0.18135174794562925,0.49831051922047287,52.70204260749546,1.8329488711500734,1.7015160253616175
constant_real,Constant real (4%-rule style),0.045,-,balanced_all_equity,1.4620262382326046,1.4302188809422547,1.0487899837502261,1.0421403868370462,0.7386844435658607,0.7360331683965201,0.17254,35.48771885615405,0.0,1.5669002499733067,0.6905218641744337,0.07047534759249437,0.0,0.5649464422044841,46.89154573504604,1.6211420827652248,1.4223423548515968
