weighting,label,year,markets,herfindahl,effective_markets,largest_share,largest_market,top3_share
inverse_vol,Inverse volatility,1923,16,0.06710480862052279,14.902061723400372,0.09351942230445592,AUS,0.25935123509454683
inverse_vol,Inverse volatility,1924,16,0.07105848826399562,14.072914080085862,0.0969176052834212,AUS,0.27080647241330524
inverse_vol,Inverse volatility,1925,16,0.07150726588435305,13.984592861056603,0.09838461954840876,AUS,0.27387826974138196
inverse_vol,Inverse volatility,1926,16,0.07205645090253024,13.878007971176462,0.10491167109388812,AUS,0.2788421121135032
inverse_vol,Inverse volatility,1927,16,0.07123610683008655,14.037824980879645,0.10417216255204365,AUS,0.2727165681766201
inverse_vol,Inverse volatility,1928,16,0.07282675977338979,13.73121642527601,0.10615529421960043,AUS,0.29312251963605057
inverse_vol,Inverse volatility,1929,16,0.07285638874365524,13.725632264295914,0.10808472592603117,AUS,0.28710028008058164
inverse_vol,Inverse volatility,1930,16,0.07242922185447875,13.806582127986285,0.09756070738331199,JPN,0.27880329938692383
inverse_vol,Inverse volatility,1931,16,0.07481918976499807,13.36555505533983,0.1200489791136547,DNK,0.3113515788209823
inverse_vol,Inverse volatility,1932,16,0.07356127873807618,13.594108437954441,0.12727319603267964,DNK,0.3125481874667918
inverse_vol,Inverse volatility,1933,16,0.07006121310517432,14.27323273005311,0.09734695446875459,GBR,0.26855974357832774
inverse_vol,Inverse volatility,1934,16,0.06773118935957748,14.764246862565921,0.09438642717034768,DNK,0.2645131200968322
inverse_vol,Inverse volatility,1935,16,0.0662464786927894,15.09514195671271,0.08788015957960851,CHE,0.25277594076647125
inverse_vol,Inverse volatility,1936,16,0.06627550712176289,15.088530339915422,0.08474867019417623,CHE,0.25283858055182684
inverse_vol,Inverse volatility,1937,16,0.06564284712977136,15.23395226936256,0.09383850831669673,JPN,0.2543211426017186
inverse_vol,Inverse volatility,1938,16,0.06525438008817173,15.324641788778006,0.09040348557558835,JPN,0.25015297990220003
inverse_vol,Inverse volatility,1939,16,0.06543202352935813,15.283036440884617,0.08874033934614754,JPN,0.2533878981720227
inverse_vol,Inverse volatility,1940,16,0.0662653959770809,15.090832632251505,0.09112622693969918,JPN,0.2611279863123238
inverse_vol,Inverse volatility,1941,16,0.06772702649843947,14.765154351240291,0.10568124610830995,JPN,0.2699473214519698
inverse_vol,Inverse volatility,1942,16,0.06644776800526675,15.049414450169921,0.09358088566449965,JPN,0.24923296606811382
inverse_vol,Inverse volatility,1943,16,0.07013060326548144,14.259110194938305,0.11583260175691912,JPN,0.29220886597710055
inverse_vol,Inverse volatility,1944,16,0.07339631467786856,13.624662278875064,0.11103100543151906,DEU,0.30428167699816644
inverse_vol,Inverse volatility,1945,15,0.0830349148916783,12.043126693205286,0.12881329826517016,AUS,0.35605626089300124
inverse_vol,Inverse volatility,1946,14,0.08849587761865323,11.299961387006114,0.14394967475080842,AUS,0.37059708098799776
inverse_vol,Inverse volatility,1947,15,0.08744464871048552,11.435805560964987,0.14921738055323244,AUS,0.38172823230519937
inverse_vol,Inverse volatility,1948,16,0.0769953678753923,12.987794299760724,0.13433813514480064,AUS,0.31208908652865824
inverse_vol,Inverse volatility,1949,16,0.07940536123701639,12.59360809423319,0.14887104830333148,AUS,0.324641785021843
inverse_vol,Inverse volatility,1950,16,0.07905084815007182,12.650085652485076,0.11063015065927764,AUS,0.31748383892569265
inverse_vol,Inverse volatility,1951,16,0.07540195446469188,13.262255694821086,0.10762495236416743,CHE,0.30093990792721
inverse_vol,Inverse volatility,1952,16,0.07783023587935409,12.848477056527443,0.1327122223489344,CHE,0.32102555096010754
inverse_vol,Inverse volatility,1953,16,0.07808855535633037,12.805973877181394,0.12604779118912524,CHE,0.32345758460173507
inverse_vol,Inverse volatility,1954,16,0.07925600423686445,12.617340599349427,0.13679722364187674,CHE,0.33014350460957764
inverse_vol,Inverse volatility,1955,16,0.07903043801805837,12.653352620562487,0.13804172139019688,CHE,0.3210948776975808
inverse_vol,Inverse volatility,1956,16,0.07788774534581955,12.838990210334453,0.13589373104185634,CHE,0.317197886181061
inverse_vol,Inverse volatility,1957,16,0.07823017803049548,12.782790799864761,0.12829324506193793,CHE,0.3425653138042166
inverse_vol,Inverse volatility,1958,16,0.07601804626001263,13.154771126050694,0.11719123675432126,CHE,0.32313330876095253
inverse_vol,Inverse volatility,1959,16,0.08109947015551242,12.330536785042472,0.1580650320145372,DNK,0.35300513225789276
inverse_vol,Inverse volatility,1960,16,0.07573847953567957,13.203328164634081,0.1439378144503923,DNK,0.32584427720841547
inverse_vol,Inverse volatility,1961,16,0.07600219605356766,13.157514544647931,0.1495942929409786,DNK,0.3376874459592904
inverse_vol,Inverse volatility,1962,16,0.07522459106202879,13.293525240641305,0.14346198970956645,DNK,0.34047904361491144
inverse_vol,Inverse volatility,1963,16,0.07381706166264936,13.547003598843997,0.13924853968286177,DNK,0.3235984974283198
inverse_vol,Inverse volatility,1964,16,0.07140729148357929,14.004172112170904,0.12324737335986496,DNK,0.30601054425261354
inverse_vol,Inverse volatility,1965,16,0.06958623426261346,14.37065837225897,0.10832295901349628,PRT,0.29098734728938247
inverse_vol,Inverse volatility,1966,16,0.06941801087816386,14.405483351505252,0.10449703647497195,PRT,0.28577215207445567
inverse_vol,Inverse volatility,1967,16,0.0698055395356777,14.325510649321732,0.10477963390836428,PRT,0.29684213774700424
inverse_vol,Inverse volatility,1968,16,0.06936932702525374,14.415593215081248,0.10794587222904958,PRT,0.2880119130464185
inverse_vol,Inverse volatility,1969,16,0.07002950895352,14.279694587944636,0.11739119158149446,PRT,0.28960461467951604
inverse_vol,Inverse volatility,1970,16,0.0653270126835298,15.307603377555319,0.08551875076090473,FRA,0.24859993126672195
inverse_vol,Inverse volatility,1971,16,0.06510692231960614,15.359349887421454,0.08563170010849455,FRA,0.24692731084926484
inverse_vol,Inverse volatility,1972,16,0.06563587341465131,15.235570854409914,0.08873320073760416,FRA,0.25236657275198404
inverse_vol,Inverse volatility,1973,16,0.0654252761917258,15.284612587183359,0.0911578838701712,USA,0.2514732877285595
inverse_vol,Inverse volatility,1974,16,0.06730210218192786,14.858376894333066,0.10752768419632648,FRA,0.27479900825769354
inverse_vol,Inverse volatility,1975,16,0.06655452217197172,15.025275028135242,0.09945165119996392,FRA,0.25808355481655654
inverse_vol,Inverse volatility,1976,16,0.06729292756108654,14.860402664042658,0.0894868913744044,ITA,0.26297467024288196
inverse_vol,Inverse volatility,1977,16,0.06945909961288957,14.396961745447523,0.10673351028824582,BEL,0.27850717894694843
inverse_vol,Inverse volatility,1978,16,0.07056661052817395,14.171007967015033,0.11478192397757418,BEL,0.2903571356608924
inverse_vol,Inverse volatility,1979,16,0.06995238844828983,14.295437542339524,0.10815911414178941,BEL,0.2935944265126001
inverse_vol,Inverse volatility,1980,16,0.07059116131246222,14.166079455381606,0.10977940095528893,BEL,0.29903684380417106
inverse_vol,Inverse volatility,1981,16,0.07223484445231117,13.843734385836347,0.11414598320763555,DEU,0.3068035320917513
inverse_vol,Inverse volatility,1982,16,0.07092104619303038,14.100186808838599,0.10579520175669051,DEU,0.29615155454500003
inverse_vol,Inverse volatility,1983,16,0.07118786963388654,14.047337069404087,0.10235330728625984,DEU,0.29070192246326243
inverse_vol,Inverse volatility,1984,16,0.06977644086507022,14.331484776269173,0.09840916474571677,DEU,0.27450193493451086
inverse_vol,Inverse volatility,1985,16,0.07016779608491756,14.251552076536548,0.09657365641167606,USA,0.2802640381886544
inverse_vol,Inverse volatility,1986,16,0.07146727454972161,13.992418296352891,0.1312597244875478,USA,0.2947104169629333
inverse_vol,Inverse volatility,1987,16,0.0740476750091554,13.504812944854217,0.14287423812622926,USA,0.309070921714454
inverse_vol,Inverse volatility,1988,16,0.07641420118499892,13.086572711517302,0.1523199726109574,USA,0.332343002878588
inverse_vol,Inverse volatility,1989,16,0.07659712469930877,13.055320339054767,0.15551823688181238,USA,0.3309520425951342
inverse_vol,Inverse volatility,1990,16,0.07506961603149367,13.32096862704711,0.1476624203951868,USA,0.32243250892398595
inverse_vol,Inverse volatility,1991,16,0.07486510510683556,13.357357858149792,0.13947487629626165,USA,0.33447937339861156
inverse_vol,Inverse volatility,1992,16,0.07786209425926299,12.843219919955253,0.1461401419758145,USA,0.35101718873876486
inverse_vol,Inverse volatility,1993,16,0.07732162205578705,12.932993041435505,0.15043227822522673,USA,0.34011852394632236
inverse_vol,Inverse volatility,1994,16,0.07710862803026593,12.96871732184743,0.14741371120645622,USA,0.3433693677099958
inverse_vol,Inverse volatility,1995,16,0.0756595622908498,13.21709999002914,0.14150459795744877,USA,0.3324354274709469
inverse_vol,Inverse volatility,1996,16,0.07317988990697777,13.66495633255454,0.11112418096414077,GBR,0.3164002356820087
inverse_vol,Inverse volatility,1997,16,0.06934844755972655,14.419933469148637,0.09458964000768147,GBR,0.2770615227395653
inverse_vol,Inverse volatility,1998,16,0.06762085200385658,14.788337774019286,0.10198573824722626,GBR,0.2678921221270677
inverse_vol,Inverse volatility,1999,16,0.0680775554169085,14.689129095132413,0.1074957518830762,GBR,0.27475190857204007
inverse_vol,Inverse volatility,2000,16,0.06986362145527313,14.313600972434598,0.10840837913096935,GBR,0.28722838040590176
inverse_vol,Inverse volatility,2001,16,0.06714562490824308,14.893003101341838,0.08680223694877093,USA,0.2560394127115216
inverse_vol,Inverse volatility,2002,16,0.06594945151361478,15.163128381644801,0.08283944202685378,GBR,0.24582462393555637
inverse_vol,Inverse volatility,2003,16,0.06568413425797819,15.224376651939156,0.08730937521866262,DNK,0.2515519923418172
inverse_vol,Inverse volatility,2004,16,0.0649539490787814,15.395522738534638,0.08083865554489385,GBR,0.2323662468724238
inverse_vol,Inverse volatility,2005,16,0.06503225903916574,15.376983896526632,0.08250332577374218,GBR,0.23448553300419617
inverse_vol,Inverse volatility,2006,16,0.06539133841035816,15.292545225555399,0.08373991873355337,USA,0.2391543352042415
inverse_vol,Inverse volatility,2007,16,0.06560115148576254,15.24363486541895,0.08949999088128133,USA,0.2443363271470805
inverse_vol,Inverse volatility,2008,16,0.06656971624101382,15.021845614896833,0.096555448438965,USA,0.25725971262225955
inverse_vol,Inverse volatility,2009,16,0.06607623708253152,15.134033718520703,0.09272512251164142,USA,0.26540584436269943
inverse_vol,Inverse volatility,2010,16,0.06607800806471409,15.133628105445325,0.09646412739711638,JPN,0.2707275104225475
inverse_vol,Inverse volatility,2011,16,0.0656153026576892,15.24034728936534,0.0923700152428282,JPN,0.2650336038259999
inverse_vol,Inverse volatility,2012,16,0.06733429293854248,14.851273494662257,0.10783665947956464,JPN,0.285388835442214
inverse_vol,Inverse volatility,2013,16,0.06718420127132863,14.884451717471823,0.10077216759735146,JPN,0.2853321132826354
inverse_vol,Inverse volatility,2014,16,0.06565853263961582,15.230312950926939,0.09196457499005402,CHE,0.2628414487368426
inverse_vol,Inverse volatility,2015,16,0.06572849320296455,15.214102001579082,0.0905847487195306,CHE,0.2651940370109052
inverse_vol,Inverse volatility,2016,16,0.06579024418274579,15.199821986103236,0.09100604081251192,CHE,0.2657351755438413
inverse_vol,Inverse volatility,2017,16,0.06567986921617687,15.22536527453531,0.09075242546821813,CHE,0.2605946744700318
inverse_vol,Inverse volatility,2018,16,0.06507007219288508,15.368048110285368,0.08804598673120184,CHE,0.2545493014789636
inverse_vol,Inverse volatility,2019,16,0.0684359857225963,14.61219546180685,0.12604075550254426,USA,0.2788438563541166
inverse_vol,Inverse volatility,2020,16,0.06665858354701126,15.001818922460984,0.11913877524342288,USA,0.2611033418379237
