weighting,label,year,markets,herfindahl,effective_markets,largest_share,largest_market,top3_share
pop,Population,1929,16,0.1451837806931683,6.887821733430417,0.2717569638168889,USA,0.5547642179909293
pop,Population,1930,16,0.1453877344806098,6.878159313593052,0.2723266433411077,USA,0.5556938269447907
pop,Population,1931,16,0.1455932428653909,6.868450625312027,0.27286401317417075,USA,0.5563828466706404
pop,Population,1932,16,0.14552345506018455,6.871744486731896,0.27263764066552965,USA,0.5566569671155847
pop,Population,1933,16,0.14540854870112596,6.877174753015443,0.2723188833759771,USA,0.5569341900709498
pop,Population,1934,16,0.14528911006591388,6.882828310713212,0.2719251993689782,USA,0.557254858557857
pop,Population,1935,16,0.14522273008696734,6.885974388452449,0.27165450814350195,USA,0.5576578545591334
pop,Population,1936,16,0.14521564284909425,6.886310457883548,0.2708945284207454,USA,0.5592683102336741
pop,Population,1937,16,0.1452247814434235,6.885877121389085,0.2706787814673825,USA,0.5599502825234393
pop,Population,1938,16,0.14525921282782583,6.884244933815586,0.2703626698648523,USA,0.5608672166286611
pop,Population,1939,16,0.14542284092766825,6.876498860982844,0.27064091101898824,USA,0.5616655572274643
pop,Population,1940,16,0.145645248042335,6.86599812517967,0.27086867844540014,USA,0.5626158608383589
pop,Population,1941,16,0.1462053599414674,6.839694525565581,0.2719458043130989,USA,0.5647390715381725
pop,Population,1942,16,0.14701659440424186,6.801953235635195,0.27348060816633807,USA,0.5680498667451086
pop,Population,1943,16,0.1475760806670587,6.776165862922362,0.2744424487588071,USA,0.5701229393804804
pop,Population,1944,16,0.14829993238176528,6.743091409008345,0.27650549846541406,USA,0.5714296568029633
pop,Population,1945,15,0.17470550608740731,5.723918051556359,0.3232441035576311,USA,0.6168409597179895
pop,Population,1946,14,0.2118588091011111,4.720124710616791,0.39449939884192425,USA,0.6602361979365485
pop,Population,1947,15,0.17849425724440687,5.6024211391335115,0.3473713465808105,USA,0.5883752080521256
pop,Population,1948,16,0.15237993121337878,6.5625439783122905,0.29441885140179275,USA,0.5541434543766215
pop,Population,1949,16,0.15296444956974575,6.537466730425094,0.2952651028097932,USA,0.5563627921751456
pop,Population,1950,16,0.15349016865415724,6.51507525705566,0.29608896409515734,USA,0.5576068677968313
pop,Population,1951,16,0.1538534097992187,6.49969345044102,0.29661535633023217,USA,0.5588163888543147
pop,Population,1952,16,0.1546320324759247,6.4669653757263665,0.29821446220047765,USA,0.5606977955443438
pop,Population,1953,16,0.15546658177493256,6.4322505105804035,0.29993427531152966,USA,0.5627786857147775
pop,Population,1954,16,0.15621523396307904,6.401424333790306,0.30150988793664185,USA,0.5646571864384045
pop,Population,1955,16,0.1570444700063855,6.367623132220698,0.3033394497642488,USA,0.5664751560087148
pop,Population,1956,16,0.15807049883186697,6.3262911636893016,0.305704247652956,USA,0.5674000980583442
pop,Population,1957,16,0.1586121349437583,6.304687849732218,0.30692597557782014,USA,0.5698654608929646
pop,Population,1958,16,0.15939940411408224,6.273549173899668,0.3088438264278632,USA,0.5714214167867462
pop,Population,1959,16,0.1600864115177293,6.246626372090624,0.310501929692872,USA,0.572708648960567
pop,Population,1960,16,0.16073782020464983,6.221311193139298,0.3120187679600976,USA,0.5739773240961523
pop,Population,1961,16,0.16155817822262367,6.1897207000070384,0.3140473059220137,USA,0.5739557772206123
pop,Population,1962,16,0.16217618814490609,6.166133335841447,0.3154922471982953,USA,0.5750570181156727
pop,Population,1963,16,0.1625922521405872,6.1503545638530115,0.3164963260105463,USA,0.5755276096937856
pop,Population,1964,16,0.1630253937393035,6.134013708312927,0.3174927723804391,USA,0.5761969870570758
pop,Population,1965,16,0.1634390135841451,6.118490182181374,0.31840725669328734,USA,0.5769259595425601
pop,Population,1966,16,0.1637645690592917,6.106326940828974,0.3190627144331022,USA,0.577694931375931
pop,Population,1967,16,0.16404887976417176,6.095744155263654,0.3197052349390976,USA,0.578218211286016
pop,Population,1968,16,0.16436972294974644,6.083845504233982,0.32037325151628293,USA,0.5785120739000523
pop,Population,1969,16,0.16464530460103521,6.073662424951489,0.320850254772113,USA,0.5789631312469574
pop,Population,1970,16,0.1648244085275382,6.067062572427942,0.32106629060863984,USA,0.5796577450542048
pop,Population,1971,16,0.1652404872832322,6.051785591057592,0.32178170731459504,USA,0.5807047833152141
pop,Population,1972,16,0.16566228483157686,6.0363769642357985,0.32247842574437197,USA,0.5817845545274414
pop,Population,1973,16,0.16601269976051752,6.0236355498257375,0.32291882730440785,USA,0.5827049746279506
pop,Population,1974,16,0.1662992885990892,6.013254827630554,0.3231782099378426,USA,0.5834834655278401
pop,Population,1975,16,0.1666044037734399,6.00224230182936,0.32355349495448754,USA,0.584110177023011
pop,Population,1976,16,0.16707815608643833,5.98522286469721,0.32433247310059016,USA,0.5847349285028327
pop,Population,1977,16,0.16765703541134924,5.964557333048886,0.3253344047790147,USA,0.5854198899507117
pop,Population,1978,16,0.1683295341860489,5.940728136838626,0.32651810861433433,USA,0.5863698239465489
pop,Population,1979,16,0.16905244596834504,5.915324053857519,0.32783374846815033,USA,0.5874069092663997
pop,Population,1980,16,0.16980914567524588,5.888964319462895,0.329236229557002,USA,0.5885363670911561
pop,Population,1981,16,0.17058458228905077,5.862194499532954,0.3307285855475594,USA,0.5897807818877956
pop,Population,1982,16,0.171148468387197,5.84288021636077,0.33184251087266114,USA,0.5906167023616467
pop,Population,1983,16,0.17185538538353115,5.818845873047803,0.3331734169961487,USA,0.5915944028838113
pop,Population,1984,16,0.17258573106522335,5.79422176924975,0.33449496643800913,USA,0.5924507568302088
pop,Population,1985,16,0.17326982480365088,5.771345363413385,0.3357342794538744,USA,0.5931442493154583
pop,Population,1986,16,0.1739612749462048,5.74840578921508,0.3370139272604575,USA,0.5939127748944898
pop,Population,1987,16,0.17462890949851315,5.7264287045697575,0.33824633957816974,USA,0.5948404388319912
pop,Population,1988,16,0.1752489341448068,5.706168798571453,0.33946784171999245,USA,0.5955582425262723
pop,Population,1989,16,0.17577672957072227,5.689035189368787,0.3405728611288915,USA,0.5964138691596432
pop,Population,1990,16,0.17622109202002834,5.674689610289927,0.3415341068391127,USA,0.5972217328945063
pop,Population,1991,16,0.17677301237054494,5.65697210558271,0.34274917389964515,USA,0.5987026056399178
pop,Population,1992,16,0.17428014249535914,5.737888354243391,0.33733327508229277,USA,0.6086810116906938
pop,Population,1993,16,0.1751615838838806,5.709014373054124,0.33923571958265925,USA,0.609811695772417
pop,Population,1994,16,0.1760436372050752,5.680409788597408,0.34113405552643017,USA,0.6108517856474154
pop,Population,1995,16,0.17690180831597338,5.652853464413709,0.34298109435841234,USA,0.611701741990406
pop,Population,1996,16,0.177787930945626,5.624678765769743,0.34483910306533894,USA,0.6125852068679309
pop,Population,1997,16,0.17868645857136306,5.596394981439649,0.34669874354145713,USA,0.6134794870696463
pop,Population,1998,16,0.17965699957264503,5.566162200074181,0.348687155840758,USA,0.6143576487872112
pop,Population,1999,16,0.18062215113827307,5.536419501694796,0.3506659967001631,USA,0.6151291991624868
pop,Population,2000,16,0.18155915937738065,5.507846607294789,0.3525890545064924,USA,0.6158554946744724
pop,Population,2001,16,0.18231218313081962,5.485096951981765,0.35416440691642453,USA,0.61635788115123
pop,Population,2002,16,0.1829545308422419,5.465838945865082,0.35555682745601197,USA,0.6167094891664774
pop,Population,2003,16,0.18349104290178483,5.449857301946115,0.35674393328309595,USA,0.6168509243500344
pop,Population,2004,16,0.1838321292995084,5.439745510267961,0.3576995980711783,USA,0.6165348886040379
pop,Population,2005,16,0.18444422085779882,5.421693319255425,0.35908869703592106,USA,0.6165554129950044
pop,Population,2006,16,0.18499895044695308,5.405436071848103,0.3604041646237966,USA,0.6163985052018925
pop,Population,2007,16,0.18563588179481694,5.386889594465893,0.3618681150616152,USA,0.6163005329524756
pop,Population,2008,16,0.18621886542780142,5.370025199663287,0.3632594725070954,USA,0.6160327469154532
pop,Population,2009,16,0.18691793536780843,5.349941395576868,0.3648401170646194,USA,0.6158922538395898
pop,Population,2010,16,0.18739990513554683,5.336181996872931,0.36609894322345365,USA,0.6153322219402989
pop,Population,2011,16,0.18778000033556846,5.325380755208063,0.3670600609878845,USA,0.6148533420389348
pop,Population,2012,16,0.1880117773706258,5.318815735828664,0.36770082399728016,USA,0.6144386039592201
pop,Population,2013,16,0.18839110828623196,5.308106147348793,0.3686775058398814,USA,0.6141735751015956
pop,Population,2014,16,0.18881748984200278,5.296119553526382,0.3696630986281641,USA,0.6141376457543091
pop,Population,2015,16,0.18926661332024072,5.283552035181142,0.3706705398608166,USA,0.614201371571741
pop,Population,2016,16,0.18963179646007117,5.273377242990786,0.3714992773044048,USA,0.6144852264797322
pop,Population,2017,16,0.1899518927482664,5.2644908430854604,0.37225086316631906,USA,0.6147547776288815
pop,Population,2018,16,0.19030425768525416,5.25474317896717,0.3731088922440305,USA,0.6147476349138715
pop,Population,2019,16,0.19053016363401692,5.248512786252926,0.37375230206868265,USA,0.6145207881562353
pop,Population,2020,16,0.19064341580732175,5.245394894784479,0.37422619730355694,USA,0.6140868634047423
gdp_pc,GDP per capita,1890,12,0.10110688346169826,9.89052343185738,0.16011130143534189,AUS,0.41096263448573567
gdp_pc,GDP per capita,1891,12,0.09900840529295425,10.100152578370668,0.149647988501815,AUS,0.3993022196689321
gdp_pc,GDP per capita,1892,12,0.09968861241614684,10.031236023484135,0.15506855214085483,AUS,0.40238410968225036
gdp_pc,GDP per capita,1893,12,0.0973916358384629,10.267822194286111,0.13397964389944322,AUS,0.3879715781139268
gdp_pc,GDP per capita,1894,12,0.09583923526517654,10.434140018261944,0.12898158869488427,GBR,0.37221400319893805
gdp_pc,GDP per capita,1895,12,0.09581842725080708,10.436405905332546,0.13464782874693668,GBR,0.3764063179310202
gdp_pc,GDP per capita,1896,13,0.08907518866520953,11.226470748869424,0.12914827702015383,GBR,0.3535815459632951
gdp_pc,GDP per capita,1897,13,0.08928387877608765,11.200230251060999,0.13088659946266712,GBR,0.3538209415579887
gdp_pc,GDP per capita,1898,13,0.08877652833701954,11.264238630775596,0.13001300867732993,GBR,0.35432666058315376
gdp_pc,GDP per capita,1899,13,0.08884402255456442,11.255681263034216,0.1303107337414267,GBR,0.3560719677844206
gdp_pc,GDP per capita,1900,16,0.0747032013343184,13.386307174771684,0.12377821558116509,CHE,0.31399064214494243
gdp_pc,GDP per capita,1901,16,0.07494068563648631,13.343886455091768,0.12803460707458922,CHE,0.3143166179115351
gdp_pc,GDP per capita,1902,16,0.07428486860290533,13.461691712016966,0.1219983433004642,CHE,0.3149701649459359
gdp_pc,GDP per capita,1903,16,0.07502621631417056,13.328674283833307,0.12513773257593117,CHE,0.3184264966373207
gdp_pc,GDP per capita,1904,16,0.07441212650257685,13.438669837843843,0.12077922688982891,CHE,0.3119867442787013
gdp_pc,GDP per capita,1905,16,0.07506879065986988,13.321115089370661,0.12712331105309607,CHE,0.31228247614205257
gdp_pc,GDP per capita,1906,16,0.0759406826814646,13.16817237730834,0.13001806002677957,CHE,0.319060888756936
gdp_pc,GDP per capita,1907,16,0.07614754175934099,13.132400296787392,0.1309306821653549,CHE,0.3238050405528191
gdp_pc,GDP per capita,1908,16,0.07548147651105415,13.248283502423956,0.12843988708653717,CHE,0.3192886239863752
gdp_pc,GDP per capita,1909,16,0.0749824009473353,13.336462788146259,0.13011966861514188,CHE,0.3133141058455977
gdp_pc,GDP per capita,1910,16,0.0754687192689728,13.25052299398337,0.128306363708014,CHE,0.3207849949088486
gdp_pc,GDP per capita,1911,16,0.07611074874217229,13.138748685649297,0.13077947297006765,CHE,0.32402603796713075
gdp_pc,GDP per capita,1912,16,0.07540497274043793,13.261724839318498,0.12873779528379045,CHE,0.3173733028813325
gdp_pc,GDP per capita,1913,16,0.07562094810836148,13.223849012935466,0.13115411872071522,CHE,0.31845195403404414
gdp_pc,GDP per capita,1914,16,0.07483741677441509,13.362299810726139,0.12647500860558386,CHE,0.31295326109880456
gdp_pc,GDP per capita,1915,16,0.0744406675882408,13.43351735547798,0.123819672362338,CHE,0.30946108790010024
gdp_pc,GDP per capita,1916,16,0.07477907141890576,13.372725563788942,0.12393104607533374,CHE,0.31450292584508477
gdp_pc,GDP per capita,1917,16,0.07502597860581718,13.328716513701888,0.12635081349214874,CHE,0.32045104038650885
gdp_pc,GDP per capita,1918,16,0.07585909665722593,13.18233467132574,0.1288381218773701,CHE,0.3303643423240821
gdp_pc,GDP per capita,1919,16,0.07708818447609439,12.972156586592169,0.12370449221503758,CHE,0.34492753450044206
gdp_pc,GDP per capita,1920,16,0.07480244544816109,13.368546897213553,0.11809698003623359,CHE,0.31985672055510034
gdp_pc,GDP per capita,1921,16,0.07389616581637379,13.532501841637115,0.12089248045059878,CHE,0.3108078959456285
gdp_pc,GDP per capita,1922,16,0.07214514109446782,13.860947318553118,0.10425223618044391,CHE,0.29672353228529424
gdp_pc,GDP per capita,1923,16,0.07246991595001745,13.798829305800503,0.1132513157010583,CHE,0.29837786751720247
gdp_pc,GDP per capita,1924,16,0.07337104708562542,13.629354353263908,0.11379527056412843,CHE,0.3063547984804906
gdp_pc,GDP per capita,1925,16,0.07369172712347502,13.57004427816488,0.11761364946922973,CHE,0.3072236019826644
gdp_pc,GDP per capita,1926,16,0.07312343127160945,13.67550705170827,0.11681293249232817,CHE,0.3046308272545142
gdp_pc,GDP per capita,1927,16,0.07349972230625815,13.605493580413906,0.11665007542043575,CHE,0.30608167541788445
gdp_pc,GDP per capita,1928,16,0.07325677589084158,13.650614401732334,0.11995095370377955,CHE,0.3025480676486805
gdp_pc,GDP per capita,1929,16,0.07340881285187684,13.622342620058227,0.12262478761460223,CHE,0.303020550423447
gdp_pc,GDP per capita,1930,16,0.07311215425461826,13.677616399011157,0.12323387191634659,CHE,0.30285910097006385
gdp_pc,GDP per capita,1931,16,0.07296282214261363,13.705610208516788,0.12429046428933316,CHE,0.29722725828947305
gdp_pc,GDP per capita,1932,16,0.07314177845223052,13.67207663200462,0.12907737445360254,CHE,0.2981364128582151
gdp_pc,GDP per capita,1933,16,0.0717748139605495,13.932463838215488,0.12433252321048936,CHE,0.28749619658436415
gdp_pc,GDP per capita,1934,16,0.07162147881273807,13.962291990851037,0.1245772843312573,CHE,0.28797352608138127
gdp_pc,GDP per capita,1935,16,0.07130478232019762,14.024304786591326,0.12167307081777641,CHE,0.2873331261157485
gdp_pc,GDP per capita,1936,16,0.0707523125003387,14.133813647366125,0.11319783407950505,CHE,0.27905356708768425
gdp_pc,GDP per capita,1937,16,0.07156045796978454,13.974197879256682,0.10856729997093943,CHE,0.28399904009592414
gdp_pc,GDP per capita,1938,16,0.07194554363494124,13.899401540060609,0.1147083211163068,CHE,0.2882411799709237
gdp_pc,GDP per capita,1939,16,0.07111528340130364,14.06167496172375,0.1091606592055765,CHE,0.2789711234162557
gdp_pc,GDP per capita,1940,16,0.070682333855394,14.147806749644936,0.10633638607714112,CHE,0.2748402213612379
gdp_pc,GDP per capita,1941,16,0.07192092561995653,13.904159205127378,0.11056459463593099,CHE,0.2989279309340169
gdp_pc,GDP per capita,1942,16,0.07396689498184147,13.519561693721162,0.11000513069550481,USA,0.3181777030811009
gdp_pc,GDP per capita,1943,16,0.07685935344763212,13.010778196063631,0.12935700750181817,USA,0.3326346471833309
gdp_pc,GDP per capita,1944,16,0.07984627682159784,12.52406548941938,0.14803240922428662,USA,0.3465524347251275
gdp_pc,GDP per capita,1945,15,0.09099231620279961,10.989938950133379,0.17497672885981913,USA,0.38962193320263605
gdp_pc,GDP per capita,1946,14,0.09516576620897307,10.507980336165371,0.17765843334714845,USA,0.3981446470310569
gdp_pc,GDP per capita,1947,15,0.08136186386394251,12.29077054665625,0.12712614477119216,USA,0.3447355501293907
gdp_pc,GDP per capita,1948,16,0.07655055288550713,13.063262932870654,0.11950481295745471,CHE,0.3218912949275624
gdp_pc,GDP per capita,1949,16,0.0753956585017932,13.263363168002787,0.11435057393353602,CHE,0.315462981300096
gdp_pc,GDP per capita,1950,16,0.07399323160322971,13.514749637672958,0.10857931118995769,USA,0.3027430532286354
gdp_pc,GDP per capita,1951,16,0.07377900854463765,13.553990758699092,0.11090070720630466,USA,0.30199506433242074
gdp_pc,GDP per capita,1952,16,0.07342439643045462,13.619451416902963,0.11224944544036432,USA,0.30300547384108845
gdp_pc,GDP per capita,1953,16,0.07273005326272239,13.749474325114342,0.11283296327558118,USA,0.29930600041187316
gdp_pc,GDP per capita,1954,16,0.07248645368932566,13.795681111480004,0.11232999031897146,USA,0.2959254535056157
gdp_pc,GDP per capita,1955,16,0.07180923059817741,13.925786304489119,0.10593392911257876,USA,0.29079904521217165
gdp_pc,GDP per capita,1956,16,0.07179514410131059,13.928518599933355,0.1068959028789715,USA,0.29224489773533174
gdp_pc,GDP per capita,1957,16,0.07145569060558743,13.994686658613102,0.10903520113725783,CHE,0.29035568190163374
gdp_pc,GDP per capita,1958,16,0.07102556503117192,14.079437447081439,0.1085748780193621,CHE,0.2849264920417547
gdp_pc,GDP per capita,1959,16,0.07021933254558202,14.24109235659371,0.10455524724871347,CHE,0.2798137792542371
gdp_pc,GDP per capita,1960,16,0.07037569465374342,14.209451216362638,0.10533671470875113,CHE,0.2816413659133131
gdp_pc,GDP per capita,1961,16,0.06994866995646198,14.296197491995603,0.10551955462978557,CHE,0.2761257881237668
gdp_pc,GDP per capita,1962,16,0.0694102058389931,14.407103219368677,0.10672218445281348,CHE,0.2754871597126444
gdp_pc,GDP per capita,1963,16,0.06901216732904178,14.490198449095494,0.10467985367450833,CHE,0.274415297224438
gdp_pc,GDP per capita,1964,16,0.06864919473338632,14.56681325809737,0.1039507150166849,CHE,0.2719581654420324
gdp_pc,GDP per capita,1965,16,0.06846259997961718,14.60651509433942,0.1021178438371489,CHE,0.2700178082767419
gdp_pc,GDP per capita,1966,16,0.06822841027755946,14.656651033373162,0.10057836790657494,CHE,0.26959125757767494
gdp_pc,GDP per capita,1967,16,0.06795136992999941,14.716406763103631,0.09919306718068302,CHE,0.26955128918318294
gdp_pc,GDP per capita,1968,16,0.0675001896618752,14.814773188182764,0.09777560371420392,CHE,0.26561529368414966
gdp_pc,GDP per capita,1969,16,0.06715614736863991,14.890669569097001,0.09613880948413048,CHE,0.2631033784688588
gdp_pc,GDP per capita,1970,16,0.06681563540549927,14.966556763713644,0.09538464656763675,CHE,0.2602601895729718
gdp_pc,GDP per capita,1971,16,0.06649447263631883,15.038843987369361,0.09655205519842956,CHE,0.2550359301427877
gdp_pc,GDP per capita,1972,16,0.06633198450014492,15.075683435911905,0.09675018398468654,CHE,0.2539341586017364
gdp_pc,GDP per capita,1973,16,0.06598028795881845,15.156041765445904,0.09514063264151487,CHE,0.2529495268169357
gdp_pc,GDP per capita,1974,16,0.06559644465759017,15.244728662047844,0.09292589512916796,CHE,0.24931081646672484
gdp_pc,GDP per capita,1975,16,0.06541101201412279,15.2879457022327,0.09269213326118071,CHE,0.24559439829807367
gdp_pc,GDP per capita,1976,16,0.06520369357115935,15.336554499150585,0.08732203400682255,CHE,0.2417829701658687
gdp_pc,GDP per capita,1977,16,0.06507102670940386,15.367822678837234,0.0841731921239509,CHE,0.23830702244129914
gdp_pc,GDP per capita,1978,16,0.06505093114382215,15.372570114163068,0.08476090456100693,CHE,0.23962991619696022
gdp_pc,GDP per capita,1979,16,0.06503175670440073,15.377102675320003,0.08624015572832149,USA,0.23873371123503584
gdp_pc,GDP per capita,1980,16,0.0649074754599535,15.406545901126261,0.08530964749771294,USA,0.23679108936461257
gdp_pc,GDP per capita,1981,16,0.064793103081902,15.433741439053254,0.08378795194465749,CHE,0.23461639826392983
gdp_pc,GDP per capita,1982,16,0.06485001531064762,15.420196822001547,0.0842748756346635,CHE,0.23554208922641848
gdp_pc,GDP per capita,1983,16,0.06461749458812935,15.475685127905075,0.08224418456599349,CHE,0.23240934408980757
gdp_pc,GDP per capita,1984,16,0.06466645538579288,15.463968050113637,0.08260544425245264,USA,0.23334638963607754
gdp_pc,GDP per capita,1985,16,0.06493658972094951,15.399638390270827,0.08507830495861525,USA,0.23607548425507036
gdp_pc,GDP per capita,1986,16,0.06497500457794234,15.39053373671449,0.08514472919065715,USA,0.23708759787187988
gdp_pc,GDP per capita,1987,16,0.06489971236734518,15.4083887820612,0.08524183092012486,USA,0.23688939313884638
gdp_pc,GDP per capita,1988,16,0.06464693982792763,15.468636298357277,0.08529618237502028,USA,0.2338895280099592
gdp_pc,GDP per capita,1989,16,0.0644299737853651,15.520726476333666,0.08528065582168218,USA,0.23108380759526967
gdp_pc,GDP per capita,1990,16,0.06429046355169345,15.55440643534852,0.08489612328717025,USA,0.22920424137895845
gdp_pc,GDP per capita,1991,16,0.0642186730554547,15.571794813269822,0.08415069227993485,USA,0.2302366320359675
gdp_pc,GDP per capita,1992,16,0.0640478233560582,15.613333093940518,0.08260242698612148,USA,0.22870993219579616
gdp_pc,GDP per capita,1993,16,0.06411562037039385,15.596823273689509,0.08377368692780063,USA,0.2287987240512545
gdp_pc,GDP per capita,1994,16,0.06427477076809952,15.558204067470811,0.08526232887490896,USA,0.2314109816784093
gdp_pc,GDP per capita,1995,16,0.06431394143262759,15.548728280750067,0.08542928650703195,USA,0.23126412288223047
gdp_pc,GDP per capita,1996,16,0.06420680643113219,15.574672773557015,0.08461400327373132,USA,0.22967465284680672
gdp_pc,GDP per capita,1997,16,0.06423142767083467,15.56870267814499,0.08495542647831585,USA,0.23081313514145238
gdp_pc,GDP per capita,1998,16,0.06422159713482982,15.571085812465132,0.08500283382102987,USA,0.2318234197948108
gdp_pc,GDP per capita,1999,16,0.06414693211907674,15.58921006765667,0.08545591119424796,USA,0.23132605281086854
gdp_pc,GDP per capita,2000,16,0.06411367698628656,15.597296037378928,0.086287126243213,USA,0.23090648268626776
gdp_pc,GDP per capita,2001,16,0.06405461253806291,15.611678228570566,0.08602852940497677,USA,0.2300603080531166
gdp_pc,GDP per capita,2002,16,0.06397051268091025,15.632202370927923,0.08508489293108223,USA,0.2287570845366863
gdp_pc,GDP per capita,2003,16,0.06398309868294155,15.629127388083326,0.08513094269169136,USA,0.22849541410144675
gdp_pc,GDP per capita,2004,16,0.064061212660212,15.610069782851511,0.08581981245719948,USA,0.22840232144863107
gdp_pc,GDP per capita,2005,16,0.06414387881108428,15.589952128482704,0.0859159391756866,USA,0.22901949717909176
gdp_pc,GDP per capita,2006,16,0.06422685984389695,15.56980992734963,0.08619329195667358,USA,0.22977218208266031
gdp_pc,GDP per capita,2007,16,0.06422888599300927,15.569318765840666,0.08549944844841845,USA,0.22910916693622063
gdp_pc,GDP per capita,2008,16,0.06422370136456876,15.570575640345837,0.08420530616217631,USA,0.22767173319726797
gdp_pc,GDP per capita,2009,16,0.06421600150703916,15.572442639400137,0.08332193601576114,USA,0.2266498866150916
gdp_pc,GDP per capita,2010,16,0.06430315869641548,15.551335584012984,0.08324468158976743,USA,0.23122323396230082
gdp_pc,GDP per capita,2011,16,0.0643080233366961,15.550159188758176,0.08318322719762575,USA,0.22933178623207273
gdp_pc,GDP per capita,2012,16,0.06436949794198601,15.53530836765676,0.08319099232286806,USA,0.22869278396555598
gdp_pc,GDP per capita,2013,16,0.06462433432904864,15.474047205009274,0.08467384549515572,USA,0.2329136271038082
gdp_pc,GDP per capita,2014,16,0.06472906131999095,15.449011303538857,0.08547920967404475,USA,0.23371009814144048
gdp_pc,GDP per capita,2015,16,0.06475639171935031,15.442491056850887,0.08590305461044216,USA,0.23395208553744284
gdp_pc,GDP per capita,2016,16,0.06473561609451577,15.447447021126248,0.08632439274709945,USA,0.23359074290892345
gdp_pc,GDP per capita,2017,16,0.06464241943265289,15.46971800834034,0.08606679977393335,USA,0.2323683666389026
gdp_pc,GDP per capita,2018,16,0.06454653006428437,15.49269959212465,0.08591103554626343,USA,0.23138867364292895
gdp_pc,GDP per capita,2019,16,0.06453550016239054,15.495347482915637,0.08675801274918746,USA,0.23147324360328286
gdp_pc,GDP per capita,2020,16,0.06452187579035515,15.498619464338045,0.08740099700631254,USA,0.23101928319744405
inverse_vol,Inverse volatility,1890,12,0.08333333333333334,11.999999999999998,0.08333333333333333,AUS,0.25
inverse_vol,Inverse volatility,1891,12,0.08333333333333334,11.999999999999998,0.08333333333333333,AUS,0.25
inverse_vol,Inverse volatility,1892,12,0.08333333333333334,11.999999999999998,0.08333333333333333,AUS,0.25
inverse_vol,Inverse volatility,1893,12,0.08333333333333334,11.999999999999998,0.08333333333333333,AUS,0.25
inverse_vol,Inverse volatility,1894,12,0.08333333333333334,11.999999999999998,0.08333333333333333,AUS,0.25
inverse_vol,Inverse volatility,1895,12,0.10006868148702716,9.993136565206362,0.14783297640937412,DNK,0.3788377533668346
inverse_vol,Inverse volatility,1896,13,0.09359475823026446,10.684359027241374,0.1383696474131419,DNK,0.37722756741008445
inverse_vol,Inverse volatility,1897,13,0.09420552896220248,10.61508821208598,0.14735425257030835,DNK,0.3870853779236427
inverse_vol,Inverse volatility,1898,13,0.09367019851103389,10.675754038059447,0.1536544602501031,DNK,0.37651536931134283
inverse_vol,Inverse volatility,1899,13,0.09550410272518998,10.47075435991968,0.157624102054111,DNK,0.38500770610313895
inverse_vol,Inverse volatility,1900,16,0.07346501534301664,13.611921202641618,0.11081264520395075,FRA,0.3044404051301127
inverse_vol,Inverse volatility,1901,16,0.0755757293397389,13.231761158462078,0.12108836443053361,FRA,0.3202570997576949
inverse_vol,Inverse volatility,1902,16,0.07256019461910501,13.781660940262986,0.11178458020288096,DNK,0.2984257593183342
inverse_vol,Inverse volatility,1903,16,0.07299336801650222,13.699874758127638,0.10706812396034558,DNK,0.3087292901212195
inverse_vol,Inverse volatility,1904,16,0.07321403588329305,13.65858319290104,0.11211729418169535,GBR,0.30941532857575815
inverse_vol,Inverse volatility,1905,16,0.0737179678280971,13.565213874748956,0.10330118154253833,DNK,0.3020904460193772
inverse_vol,Inverse volatility,1906,16,0.07531252368764127,13.27800412249496,0.10784226276031832,DNK,0.31944989891143216
inverse_vol,Inverse volatility,1907,16,0.07759330291000752,12.887710182408359,0.11892467103272834,GBR,0.33881170890462553
inverse_vol,Inverse volatility,1908,16,0.07591731194432108,13.172226128520137,0.12584560774380202,FRA,0.33327367748104636
inverse_vol,Inverse volatility,1909,16,0.07527238263241656,13.285084981079677,0.12246141446270856,FRA,0.3159438972538568
inverse_vol,Inverse volatility,1910,16,0.07277744159969242,13.740521486045566,0.10610006687374242,FRA,0.29780866436596787
inverse_vol,Inverse volatility,1911,16,0.0733397123314071,13.635177562208117,0.10370974756880978,FRA,0.302094117206724
inverse_vol,Inverse volatility,1912,16,0.07656380685324829,13.06100155020667,0.13711747541268868,FRA,0.32059617490324116
inverse_vol,Inverse volatility,1913,16,0.07920072858738667,12.626146474102738,0.15314604604383877,FRA,0.3347115420929748
inverse_vol,Inverse volatility,1914,16,0.07886312448292813,12.680197577214615,0.13193464142682718,FRA,0.34529996643861977
inverse_vol,Inverse volatility,1915,16,0.07696300790003109,12.993255166156208,0.141430563399314,AUS,0.3139072662506464
inverse_vol,Inverse volatility,1916,16,0.07212513757745229,13.864791577362888,0.11212444012337831,GBR,0.2777343064539215
inverse_vol,Inverse volatility,1917,16,0.07929275517493589,12.61149266151488,0.13345161551136558,GBR,0.3142694978758141
inverse_vol,Inverse volatility,1918,16,0.07965578250907418,12.554016400329537,0.12258544939998739,GBR,0.32927063695499287
inverse_vol,Inverse volatility,1919,16,0.07610491301337427,13.139756165600838,0.1227135031833427,CHE,0.31220095934431813
inverse_vol,Inverse volatility,1920,16,0.07715572347507313,12.960801285507642,0.11319616233084664,AUS,0.3167385604185939
inverse_vol,Inverse volatility,1921,16,0.07257813690060304,13.778253930236824,0.13110111702098456,AUS,0.30748718370114936
inverse_vol,Inverse volatility,1922,16,0.07083661381165901,14.116993263664586,0.11218556165719058,AUS,0.2962499328116893
