quantile,baseline_consumption,conditioned_consumption,gain_pct,baseline_bequest,conditioned_bequest
0.01,0.5787967542271757,0.6044582661098942,4.433596369589599,0.0,0.0
0.05,0.7320187041785252,0.771518953237096,5.396071006532277,0.0,0.0
0.1,0.8349572464070526,0.8922590706276817,6.862845309410459,0.0,0.0
0.25,1.0765955085857835,1.1527228610276805,7.071119267615922,11.025745762508288,13.349280318244135
0.5,1.4586862578720443,1.581588093529833,8.425515424891984,43.66379449991081,51.186030372762815
0.75,2.0180564487750945,2.2238756280173524,10.198881174368758,114.90122553804335,133.43551898752366
0.9,2.8306209509213596,3.084874406190117,8.982250173270234,249.55029340840383,285.15667100520835
0.95,3.513706038604502,3.8212643818707748,8.753103984430698,392.65806802446446,444.681264236912
0.99,5.417274767839965,5.703346569045226,5.2807327201408905,888.9852306978308,995.931211004262
