rule,n_paths,optimal_equity_share,cec_at_optimum,cec_at_worst,cec_at_low_end,cec_at_high_end,range_pct,margin_over_low_end_pct,margin_over_high_end_pct,margin_over_runner_up_pct,at_grid_edge
constant_real,20000,1.0,1.04847126825557,0.9266209763127131,0.9266209763127131,1.04847126825557,13.149960453920828,13.149960453920828,0.0,0.18508768817842025,True
vanguard_dynamic,20000,1.0,1.1157925475738244,0.9399034246203591,0.9399034246203591,1.1157925475738244,18.71353144867085,18.71353144867085,0.0,0.46124572615129367,True
guyton_klinger,20000,1.0,1.1910834353702913,1.0009706668969702,1.0009706668969702,1.1910834353702913,18.992841125172475,18.992841125172475,0.0,0.5488484715436615,True
endowment,20000,1.0,1.1941275411609606,0.9801225602990428,0.9801225602990428,1.1941275411609606,21.834512287588126,21.834512287588126,0.0,1.0568923307490818,True
constant_percent,20000,1.0,1.2032445879632478,0.9796976301602386,0.9796976301602386,1.2032445879632478,22.81795432805591,22.81795432805591,0.0,1.1193068630899639,True
life_expectancy,20000,1.0,1.190982308303365,1.023124660024009,1.023124660024009,1.190982308303365,16.406373029403575,16.406373029403575,0.0,0.6123766803009856,True
