bucket,n_paths,challenger_cec,incumbent_cec,advantage_pct,challenger_ruin,incumbent_ruin
Low inflation,16223,1.0491197600876916,0.9464681302649293,10.84575661243119,0.1121247611415891,0.20316834124391298
Moderate,33621,1.0547647401751739,0.9526291794941717,10.721439451942283,0.11165640522292615,0.21192112072811636
High inflation,41573,1.0502142844610574,0.9391682651824654,11.823868351963252,0.12233901811271738,0.23621100233324513
