signal,signal_label,family,sensitivity,cec,mean_savings_rate,matched_value_pct,extrapolated,prob_ruin,p5_retirement_consumption,median_retirement_consumption,increment_pct
none,No conditioning (age profile only),none,0.0,0.7901705213940186,0.10000000000000007,0.624586955781492,False,0.1467,0.6965894920599401,1.4010421306011343,0.0
return_1y,Last year's return,flow (market),0.05,0.7926059231082352,0.09634822410549436,0.6418441051864621,False,0.1467,0.6926397161315944,1.3788167678039844,0.01725714940497003
return_10y,Trailing 10-year return,flow (market),0.1,0.7941278287430611,0.09422751460658159,0.665457829232996,False,0.1467,0.690105790427549,1.3626254445686987,0.040870873451503975
return_5y,Trailing 5-year return,flow (market),0.1,0.7942369265046705,0.09407619992749323,0.6672040830055348,False,0.1467,0.6908374468311318,1.364480454457286,0.04261712722404276
investment_gain,Investment gain (balance vs contributions),stock (market's share of the balance),0.05,0.8118313284158707,0.06538198297138303,0.8742988686042619,False,0.1467,0.6642017444161001,1.231122791091959,0.24971191282276983
wealth_level,Raw balance (wealth ÷ income),stock (balance),0.4,0.8263777197486364,0.04296724059193494,2.0196936415215028,False,0.1467,0.6105544343844648,1.0995369966643025,1.3951066857400107
funded_ratio,Funded ratio (wealth vs age target),stock (balance vs target),0.2,0.8265128163261406,0.0967234861555981,4.978504697276009,False,0.1467,0.7388296610397573,1.5019698490508901,4.353917741494517
income_shock,Income vs its expected path,income,0.4,0.8297844003112388,0.11262224091749945,6.976088753419973,False,0.1487,0.5148467826296683,1.5385435065728683,6.351501797638481
