series,dom_eq,intl_eq,bond,bill,inflation
dom_eq,0.9999999999999999,0.4123156567946091,0.33224924450116755,0.2443225476959504,-0.17488796834905299
intl_eq,0.41231565679460913,0.9999999999999999,0.13669264392202368,0.14863833257062747,-0.10967834813467353
bond,0.33224924450116755,0.13669264392202368,1.0,0.6894380136164471,-0.48355700645841143
bill,0.24432254769595038,0.14863833257062747,0.6894380136164471,1.0,-0.6981520128289183
inflation,-0.17488796834905299,-0.10967834813467353,-0.48355700645841143,-0.6981520128289183,1.0
