domestic_weight,dividend_yield,franked_credit,unfranked_credit,income_drag,capital_gains_rate,gains_drag,total_drag,naive_drag
0.5,0.0399,0.2142857142857142,-0.15000000000000002,0.0012824999999999976,0.1,-0.00201,-0.0007275000000000025,-0.011984999999999999
