year,iso,tier,dom_eq,intl_eq,bond,bill,inflation,real_exchange_rate,available,provenance,country
1891,ESP,A,,0.08578665114131034,,0.11733331025131877,-0.06921239207304586,0.9033193714619362,False,JST/JKKST empirical 1900-2020; inflation 100% empirical,Spain
1891,FIN,A,,-0.12523608838675326,-0.1541095550963496,-0.07047781622857363,0.12692307692307692,1.1212306569002233,False,JST/JKKST empirical 1896-2020; inflation 100% empirical,Finland
1891,FRA,A,0.011637461521933012,-0.025727402976103764,0.02486263471905903,0.014077419555315274,0.010869565217391353,1.003505041346928,True,JST/JKKST empirical 1890-2020; inflation 100% empirical,France
1891,GBR,A,-0.011022841063991096,-0.019867110796168097,0.01797874968835611,0.01916583915275294,0.006999999999999895,0.9999410763546767,True,JST/JKKST empirical 1890-2020; inflation 100% empirical,United Kingdom
1891,ITA,A,-0.14123683302545598,0.00495211357484715,0.024669067753730678,0.04586518162577491,-0.0032176051348309365,0.9879553273119963,True,JST/JKKST empirical 1890-2020; inflation 100% empirical,Italy
1891,JPN,A,0.08367703443810393,0.022465931861398003,0.2166978346092978,0.08605797145893335,-0.04196642685851315,0.9544995622392564,True,JST/JKKST empirical 1890-2020; inflation 100% empirical,Japan
1891,NLD,A,,-0.03211447922084376,-0.013240696502846205,0.008185397856084409,0.01915778787907141,1.0133554993788594,False,JST/JKKST empirical 1900-2020; inflation 100% empirical,Netherlands
1891,NOR,A,-0.04221510403678941,-0.060738467848335365,-0.04278692340590129,-0.008375294093758368,0.04757373929591058,1.0425241822141305,True,JST/JKKST empirical 1890-2020; inflation 100% empirical,Norway
1891,PRT,A,-0.11979033214500145,0.1172120211918195,-0.15027889681149675,0.10867469910397598,-0.03488372093023262,0.8937095512901863,True,JST/JKKST empirical 1890-2020; inflation 100% empirical,Portugal
1891,SWE,A,0.013967299411276946,-0.04928462727711802,-0.03799695799760017,0.009757504099700665,0.030940594059405857,1.025968726651499,True,JST/JKKST empirical 1890-2020; inflation 100% empirical,Sweden
1891,USA,A,0.2239130437374115,-0.03373463917981878,0.01893402636051178,0.03999999910593033,0.0,0.9929901453373158,True,JST/JKKST empirical 1890-2020; inflation 100% empirical,United States
1892,AUS,A,0.0793539800262808,0.05807623521655825,,0.059046285673092225,-0.015151636363636367,1.0008896400757477,False,JST/JKKST empirical 1900-2020; inflation 100% empirical,Australia
1892,BEL,A,0.06409069664519418,0.09769202340052208,0.041960652339561255,0.06842115007597838,-0.03333333333333344,0.983038102215057,True,JST/JKKST empirical 1890-2020; inflation 100% empirical,Belgium
1892,CHE,A,,0.053921270275247624,,0.05037247312979165,-0.013683217189314645,1.04910371888345,False,JST/JKKST empirical 1900-2020; inflation 100% empirical,Switzerland
1892,DEU,A,0.06567000649417731,0.05390055290277895,0.05492986133845634,0.026483339927610983,-0.00826446993583907,1.0400775069628871,True,JST/JKKST empirical 1890-2020; inflation 100% empirical,Germany
1892,DNK,A,0.11865298095635213,0.10158949369687709,0.0999969708027153,0.10273109097405442,-0.054347872898964256,1.0725478972329983,True,JST/JKKST empirical 1890-2020; inflation 100% empirical,Denmark
1892,ESP,A,,0.09443271559527511,,0.016334181758493216,0.02820511259401659,0.8963518428662961,False,JST/JKKST empirical 1900-2020; inflation 100% empirical,Spain
1892,FIN,A,,-0.009051640987885357,-0.04451499978661155,-0.0059773821702682195,0.056313993174061494,1.2287688688062965,False,JST/JKKST empirical 1896-2020; inflation 100% empirical,Finland
1892,FRA,A,0.011659945612494838,0.05611953915273227,0.08067025843521813,0.029166305275714954,-0.010752688172043001,1.0355211277763483,True,JST/JKKST empirical 1890-2020; inflation 100% empirical,France
1892,GBR,A,0.0002988049263261683,0.043294244642472446,0.04699312779770426,0.010258964066248932,0.0040000000000000036,1.0444506089345595,True,JST/JKKST empirical 1890-2020; inflation 100% empirical,United Kingdom
1892,ITA,A,-0.017537506359513122,0.07498715358138353,0.0696261348744498,0.043992484270796606,-0.008613552546851921,1.005278770895098,True,JST/JKKST empirical 1890-2020; inflation 100% empirical,Italy
1892,JPN,A,0.68090176166304,0.24904363276586805,0.1410217727090688,0.11109261578761487,-0.06758448060075084,0.8066555271739717,True,JST/JKKST empirical 1890-2020; inflation 100% empirical,Japan
1892,NLD,A,,0.136477442184322,0.13572913581242263,0.10911096664192765,-0.08034450092831114,0.9683386526411235,False,JST/JKKST empirical 1900-2020; inflation 100% empirical,Netherlands
1892,NOR,A,-0.0220587238002673,0.06644734596843449,0.06685794686479518,0.05966171494090777,-0.015440508628521421,1.0690228194403673,True,JST/JKKST empirical 1890-2020; inflation 100% empirical,Norway
1892,PRT,A,0.004209399223327637,0.22848566761617617,-0.22420081741669606,0.03505882221986267,0.024096385542168752,0.802251470242301,True,JST/JKKST empirical 1890-2020; inflation 100% empirical,Portugal
1892,SWE,A,0.12875953281166197,0.05448066786007244,0.05096213157063301,0.0621259183575078,-0.01800720288115243,1.050460826886182,True,JST/JKKST empirical 1890-2020; inflation 100% empirical,Sweden
1892,USA,A,0.0628465786576271,0.04491977981190254,0.012937572784721851,0.03999999910593033,0.0,1.0305469654657748,True,JST/JKKST empirical 1890-2020; inflation 100% empirical,United States
