year,iso,tier,dom_eq,intl_eq,bond,bill,inflation,real_exchange_rate,available,provenance,country
1913,ESP,A,0.021365111203057507,0.0032674650730191157,0.002267971058772522,0.038730008347962475,0.006036210940077558,1.0022752405821518,True,JST/JKKST empirical 1900-2020; inflation 100% empirical,Spain
1913,FIN,A,0.055490054190158844,0.0055853700419776775,0.06066017225384712,0.05000000074505806,0.0,1.146588444304497,True,JST/JKKST empirical 1896-2020; inflation 100% empirical,Finland
1913,FRA,A,0.002376275137066841,0.006482859853210732,-0.02016141265630722,0.03819999843835831,0.0,0.916693957751676,True,JST/JKKST empirical 1890-2020; inflation 100% empirical,France
1913,GBR,A,-0.03409935937947528,0.013329270480282984,-0.009210986635052931,0.047891564667225106,-0.004000000000000115,0.9646860379398868,True,JST/JKKST empirical 1890-2020; inflation 100% empirical,United Kingdom
1913,ITA,A,-0.050678929131338535,0.015465510981329533,0.03983362198694618,0.05164197695623507,0.0020045072220642446,0.941084838226716,True,JST/JKKST empirical 1890-2020; inflation 100% empirical,Italy
1913,JPN,A,-0.029118738401628708,-0.019712418397056508,0.00336002561897053,0.01796527908593415,0.030290541932824988,1.1291709901888705,True,JST/JKKST empirical 1890-2020; inflation 100% empirical,Japan
1913,NLD,A,-0.02802864269896599,-0.027326627307834972,-0.014783050239520867,0.008934071431708546,0.03951291640886612,0.9735224795809786,True,JST/JKKST empirical 1900-2020; inflation 100% empirical,Netherlands
1913,NOR,A,-0.0016775684941132685,-0.031772806915667307,-0.010306979159401153,0.006839839492646993,0.03790092604472384,1.1042860530590728,True,JST/JKKST empirical 1890-2020; inflation 100% empirical,Norway
1913,PRT,A,0.026770436675241704,0.0277288402478435,0.05886615311155241,0.023663366047462775,0.030612244897959107,0.8704112207412876,True,JST/JKKST empirical 1890-2020; inflation 100% empirical,Portugal
1913,SWE,A,-0.0022145382316357543,0.0048087235772160675,-0.03680443658157884,0.0418269248596328,0.003045685279187804,1.0511139556610263,True,JST/JKKST empirical 1890-2020; inflation 100% empirical,Sweden
1913,USA,A,-0.10691478003004573,-0.0036120470169698216,-0.007838656969857527,0.017645454691967766,0.017053626463940708,0.9386622014770291,True,JST/JKKST empirical 1890-2020; inflation 100% empirical,United States
1914,AUS,A,0.058300210208592995,-0.1069087062358044,-0.01705891076490562,-0.018649798734853174,0.052631362880909194,1.0410940310416323,True,JST/JKKST empirical 1900-2020; inflation 100% empirical,Australia
1914,BEL,A,-0.012594593688845634,-0.045019228706198455,,0.03167058899998665,0.0,0.9615187948850976,False,JST/JKKST empirical 1890-2020; inflation 100% empirical,Belgium
1914,CHE,A,0.04160924985888603,-0.07896778170707741,0.0031562440426082805,0.023083684661052706,0.01800078921747783,1.0586229358755348,True,JST/JKKST empirical 1900-2020; inflation 100% empirical,Switzerland
1914,DEU,A,-0.11027463941628612,-0.04570057354936685,0.017433371457392655,0.008479859050374072,0.027586213550290672,1.058691611334895,True,JST/JKKST empirical 1890-2020; inflation 100% empirical,Germany
1914,DNK,A,-0.02609094397211731,-0.06524417895369039,0.00912023744902335,0.02883485891213744,0.03000009365123857,1.0567675526308367,True,JST/JKKST empirical 1890-2020; inflation 100% empirical,Denmark
1914,ESP,A,-0.06957755660813336,-0.05649602252913466,-0.00404947800330846,0.043129386203429876,-0.002999998982762153,1.0280335296967988,True,JST/JKKST empirical 1900-2020; inflation 100% empirical,Spain
1914,FIN,A,0.026466386392712593,0.08579677807639685,0.028287624940276146,0.05000000074505806,0.0,1.0245478304703879,True,JST/JKKST empirical 1896-2020; inflation 100% empirical,Finland
1914,FRA,A,-0.12826837316155437,-0.07113882211926248,-0.15945086985826495,0.008125999681651619,0.020408163265306145,0.957929919931903,True,JST/JKKST empirical 1890-2020; inflation 100% empirical,France
1914,GBR,A,0.0023671033051437806,-0.05203968926371916,0.04782536042968166,0.03219659063019753,-0.0030000000000001137,0.9804563880606619,True,JST/JKKST empirical 1890-2020; inflation 100% empirical,United Kingdom
1914,ITA,A,-0.16070590913295746,-0.04467329646499485,0.012099998071789742,0.042500000447034836,0.0,0.959784530622871,True,JST/JKKST empirical 1890-2020; inflation 100% empirical,Italy
1914,JPN,A,0.05118135146431113,0.04512480482911929,0.0950053498938297,0.1386886672563672,-0.07879999999999987,1.044291633467902,True,JST/JKKST empirical 1890-2020; inflation 100% empirical,Japan
1914,NLD,A,0.005688557401299477,-0.054791316265625944,0.028237110003829002,0.029999999329447746,0.0,0.9919104481447686,True,JST/JKKST empirical 1900-2020; inflation 100% empirical,Netherlands
1914,NOR,A,0.010193842960360744,-0.005894555116666811,0.0005665352857373573,0.02636814180757563,0.01123559718322742,1.0729947179073156,True,JST/JKKST empirical 1890-2020; inflation 100% empirical,Norway
1914,PRT,A,0.06897057287394981,0.03413757122216854,0.07111936505883931,0.06554999969899633,-0.009900990099009799,0.8121202896057801,True,JST/JKKST empirical 1890-2020; inflation 100% empirical,Portugal
1914,SWE,A,-0.2459188289456553,0.0009156406447194954,-0.057730428777731824,0.03142857319348824,0.013157894736842035,1.0313017584912252,True,JST/JKKST empirical 1890-2020; inflation 100% empirical,Sweden
1914,USA,A,-0.04324626673012977,-0.049319235738766065,0.00075786678120493,0.02465000014752139,0.010101010101010166,0.9543084642661982,True,JST/JKKST empirical 1890-2020; inflation 100% empirical,United States
1915,AUS,A,-0.13258427856848498,0.024841981661171797,-0.0873712661428625,-0.06990555500981332,0.1125000112500012,1.0340099629510313,True,JST/JKKST empirical 1900-2020; inflation 100% empirical,Australia
1915,BEL,A,-0.2747831528329311,-0.0893806987019623,,,0.3953896103896102,1.078163988812078,False,JST/JKKST empirical 1890-2020; inflation 100% empirical,Belgium
1915,CHE,A,-0.1449749087201193,-0.010999006395507549,,-0.09391282492281983,0.14999972198591016,1.088276510666674,False,JST/JKKST empirical 1900-2020; inflation 100% empirical,Switzerland
1915,DEU,A,-0.12499629192310213,-0.013455987541902248,-0.1511266197921789,-0.17221336893903194,0.2550335559059951,1.0895189890468693,True,JST/JKKST empirical 1890-2020; inflation 100% empirical,Germany
1915,DNK,A,0.21853801809200024,-0.0739366455076208,,-0.10439434057591812,0.18333329836274714,1.1281107023551462,False,JST/JKKST empirical 1890-2020; inflation 100% empirical,Denmark
1915,ESP,A,0.031010720209042386,-0.05130723248886038,-0.074019538200226,-0.04591116161453079,0.09528584733944911,1.0865128017867292,True,JST/JKKST empirical 1900-2020; inflation 100% empirical,Spain
1915,FIN,A,0.04309078986696191,0.10686414838253744,-0.22038064797897994,-0.1358273388724105,0.20346320346320357,0.936497592762803,True,JST/JKKST empirical 1896-2020; inflation 100% empirical,Finland
1915,FRA,A,-0.2311298836022616,0.021693782505258996,-0.1913276685401798,,0.17647058823529416,0.9600288348502529,False,JST/JKKST empirical 1890-2020; inflation 100% empirical,France
1915,GBR,A,-0.08799999952316262,0.0031972170784233533,-0.0808888872464496,-0.07857777674992861,0.12499999999999978,0.9908742360951732,True,JST/JKKST empirical 1890-2020; inflation 100% empirical,United Kingdom
1915,ITA,A,0.13857114619249122,0.1810369102646081,-0.16106782476151582,,0.06999798008048619,0.8210873768484505,False,JST/JKKST empirical 1890-2020; inflation 100% empirical,Italy
1915,JPN,A,0.41791391685152246,0.16506183368943694,0.21908034015437394,0.10552547423925573,-0.0640468953538863,0.8915044999659987,True,JST/JKKST empirical 1890-2020; inflation 100% empirical,Japan
1915,NLD,A,-0.07601933301959862,-0.0543570362279403,-0.1817518464984189,-0.10643481600704596,0.15000004262612143,1.058935544817674,True,JST/JKKST empirical 1900-2020; inflation 100% empirical,Netherlands
1915,NOR,A,0.03206857561951648,-0.11894368004437395,-0.2102823551626558,-0.0897768917690015,0.14444468876487337,1.2146980241586245,True,JST/JKKST empirical 1890-2020; inflation 100% empirical,Norway
1915,PRT,A,0.003399897100670124,0.20624258078704671,-0.03032522249434666,-0.05803571455180634,0.11999999999999988,0.6859245416610595,True,JST/JKKST empirical 1890-2020; inflation 100% empirical,Portugal
